price,beds,baths,house_size,land_size
12500000,3,1,2030,13.5
20000000,4,3,2200,9.5
10300000,4,2,1300,10
8600000,2,1,800,7.5
7700000,3,2,1750,10.7
30000000,5,4,3500,16
53000000,4,4,4000,10.5
29000000,4,3,2800,8.33
22750000,3,3,2600,7
44000000,4,3,4000,10.3
180000000,5,5,8000,18
33500000,5,4,3500,12
34000000,5,3,2000,15
22000000,4,4,2450,7
32000000,4,4,3300,10
37500000,4,4,3000,11
9500000,3,1,1300,12
75000000,4,4,3000,10
12700000,7,2,2860,15
22000000,4,4,2780,8
12000000,3,3,1300,7.5
15500000,3,3,1483,9.5
13000000,3,3,1600,10
10500000,3,3,1300,7.5
4800000,2,1,1824.08,6.7
11500000,2,1,750,2.7
3000000,2,1,1000,5
22500000,4,3,2500,8
43000000,4,4,3000,20
21000000,4,4,2650,10.5
29500000,4,3,2700,10.5
37000000,4,4,2900,10
22500000,4,3,2500,9
9200000,3,1,1300,7
16500000,3,3,1500,7.5
9800000,4,2,1225.13,4.5
35500000,4,2,2000,8.65
7000000,3,1,1200,12
19800000,4,4,2600,8
18000000,4,4,2200,8
22000000,4,4,2400,7
15500000,3,3,1675,7
12700000,3,2,700,9
23500000,5,4,3500,7.5
29500000,4,3,2567,10
15000000,2,1,1250,12
70000000,4,4,3500,24
22500000,4,4,2800,8
13800000,3,2,1550,7.62
45000000,4,5,3500,7
57500000,5,5,3500,20
18900000,5,3,2650,8.2
28000000,4,2,3000,11
19800000,4,3,2750,8
45000000,5,3,4500,16
17500000,4,2,1820,13
39000000,3,3,4000,16.5
4000000,3,1,1200,31
12000000,4,3,1600,8.4
4500000,2,1,571.67,2.7
33000000,4,4,2700,8
50000000,5,6,3750,12
5000000,2,1,570,2
11500000,2,1,702,6
38250000,3,2,2500,34
16000000,6,2,4800,8.96
21500000,4,3,2750,7.5
7200000,3,1,1178,12
5500000,3,1,2613.6,9.6
19000000,4,3,2000,6.5
37000000,4,4,3100,7.8
10000000,3,2,1400,9.5
27000000,4,4,2400,7
24000000,4,4,2650,8
12000000,3,3,1350,7.2
26000000,5,4,3000,8.5
7500000,1,1,1000,4.27
35000000,8,8,3900,5.34
29000000,3,2,1600,17
11000000,3,2,1250,8
18400000,4,2,1930,6.2
11800000,3,3,1400,9
45000000,4,1,2000,12.5
11800000,3,3,1200,7.8
7500000,3,1,1097,11.5
9800000,3,1,1200,8
20000000,4,3,2500,10.8
46000000,5,4,4000,10
28500000,5,4,3800,10.5
18000000,4,4,2200,7
27000000,4,4,2900,10
16500000,2,1,2045,7.5
75000000,5,4,3500,20
19500000,3,4,2400,10
28500000,5,4,3200,10.5
27500000,4,4,2750,10
325000000,4,6,6700,15
26500000,5,5,4000,8
35000000,4,3,1672,7
22000000,4,4,2450,7
11500000,3,2,1500,7.3
40000000,4,3,4960,17.8
37000000,2,1,1000,18.5
22000000,5,2,2000,10
6900000,3,2,2150,7
54000000,7,5,4500,10.89
16000000,4,3,1500,8
21000000,5,3,2700,12
20000000,3,2,2500,10.8
13700000,3,2,1600,10
7900000,5,3,2800,18
22000000,4,3,2900,10
60000000,4,3,3000,31
5700000,3,2,1200,11
70000000,6,5,3450,20
22750000,3,3,2600,7
19800000,4,4,2600,8
24000000,4,4,2800,8
29500000,4,3,3500,9
33000000,6,6,3900,12
27000000,4,4,2900,10
18000000,4,4,2200,7
30000000,4,3,2500,10.3
7700000,3,1,1700,8.5
160000000,5,5,4500,31.68
64000000,3,2,950,20
13500000,3,2,1800,16
33000000,3,2,1560,10
28500000,4,3,2500,6.4
21000000,5,4,2500,9.9
6500000,2,1,2000,1.75
23000000,4,3,3500,17
29000000,7,6,3000,9.38
15300000,2,1,1000,7
13000000,3,3,1600,6.1
60000000,7,6,5000,10
13000000,3,1,1500,11
8500000,3,3,540,15
13500000,3,2,1450,4.5
28500000,2,1,2100,18.5
22000000,3,2,2500,6.5
24000000,4,4,2600,8
16900000,3,2,1000,12.5
30000000,3,3,2000,10
10800000,3,3,1250,6.5
17500000,4,3,2700,7
12500000,3,3,1350,9
9800000,3,3,1342,7
22000000,4,4,3150,10
60000000,7,5,4000,18.5
65000000,7,5,2800,6.9
13200000,5,3,3000,11
21000000,3,4,2587,11
16500000,4,4,2500,10
18000000,4,4,2400,8
18800000,3,2,1500,8
120000000,6,4,3500,11
26000000,4,4,3100,8
18000000,5,3,3000,8
16500000,5,2,2524,8.5
50000000,4,4,4106,19
19500000,3,1,1000,17.5
27000000,3,2,2500,8
220000000,5,4,6000,14.5
80000000,4,3,2500,17.2
28500000,4,4,3000,8
57500000,7,5,4000,18.5
14000000,5,3,1950,6.6
37000000,4,4,4500,8
33800000,4,4,3150,10
28000000,4,2,3000,6
11500000,3,2,1650,6
18000000,4,4,2100,7
39000000,3,3,2700,6
13000000,3,3,1600,10
11500000,3,2,1572,6
37500000,5,4,2500,6.5
21500000,5,4,2999,8.2
27600000,3,2,1357,10
11800000,3,2,1650,10
25500000,5,4,3600,11
32000000,5,4,4251,16
19800000,3,4,2756,12
17500000,4,4,2600,9
9300000,3,2,1200,10
17000000,4,3,2200,10
63000000,4,4,4000,23.5
29000000,5,4,3450,10
36000000,4,4,3500,11.8
44000000,4,5,3500,10
13600000,3,2,1800,8.7
26500000,3,3,2178,8
19500000,3,3,2500,7
22500000,5,4,3245,9
11500000,3,2,1200,6.5
20500000,4,2,2000,27
15900000,6,3,2600,8.5
28000000,4,4,4100,10
32000000,6,5,3850,12
11000000,3,3,1200,7.3
48500000,5,4,4200,10
12000000,3,2,1200,7
31900000,4,4,3100,9
5700000,3,3,1600,4
39000000,8,2,3800,13
12000000,4,2,2300,10
20000000,4,3,3000,6.5
19700000,4,4,3210,8
18700000,3,1,1900,22
44500000,4,3,3100,9.47
22000000,4,4,2700,11.6
19800000,8,3,4600,10
22000000,4,4,2986,8
21000000,3,3,2200,11
14700000,3,3,2111,8.7
6500000,2,2,1800,3.2
11000000,3,3,1200,7.3
8500000,2,1,1200,14
7000000,5,2,2400,12.5
36500000,7,6,3500,9
180000000,6,6,4500,8.8
22500000,5,4,3125,9
22000000,4,4,2700,11.6
4200000,3,1,1200,10
23400000,5,4,2500,8
60000000,3,3,2860,12
11500000,3,2,1650,8.5
20500000,4,4,2650,7
29500000,4,4,2500,12
13000000,2,1,1500,9.2
24000000,4,4,2650,7
10000000,3,2,1200,7.5
33000000,6,3,4000,16.65
36000000,5,4,3550,11.5
11500000,3,2,1600,6
17000000,4,3,2000,7.7
33000000,6,4,3200,20
16000000,3,3,1600,10
26500000,4,3,3000,7.6
110000000,5,5,7500,15
16500000,3,2,1800,12
40000000,6,5,2600,6
12000000,3,3,1500,8
180000000,9,7,12000,25
6100000,2,1,1000,10
11800000,3,3,1500,10
22000000,4,4,3150,10
15000000,4,3,1900,8
115000000,5,5,6000,25.5
16000000,5,3,3000,7.5
20500000,4,4,2600,7
31000000,4,3,3000,15
15500000,3,2,2000,14.3
31500000,4,3,2839,10.9
62500000,6,5,5000,15
39000000,5,3,4000,7.2
19000000,4,3,3000,8.5
27000000,4,4,2750,8.5
45000000,4,3,4000,9
31000000,5,4,4000,12.65
21000000,4,4,2650,7
29000000,4,4,4000,10
19500000,3,2,1100,9.85
80000000,5,2,2875,41
13600000,3,3,1560,7.5
80000000,10,3,6000,25
25000000,5,2,2500,12
12000000,3,2,1450,8
20000000,4,3,2950,8
68000000,6,5,4500,10
10500000,3,2,1400,10
6500000,3,1,1075.19,7.5
13500000,3,3,1550,10
22500000,4,4,3600,9
15000000,4,3,1623,13
39000000,7,4,5000,9.5
7500000,2,1,1200,8
26000000,4,3,2850,8
15000000,5,3,2800,10.95
15000000,3,3,1800,12
34000000,4,4,3200,7.5
7800000,3,2,1500,10.5
47000000,9,5,5000,11
48500000,4,4,3500,10
12000000,3,3,1452,8
26500000,4,4,3500,6.4
9000000,3,1,1000,14
26500000,4,4,3000,7
13500000,3,3,1650,6.75
29700000,4,3,3100,6
45000000,4,4,3700,8
100000000,7,6,6200,23
34500000,4,4,3400,10
22000000,4,4,3240,10
17500000,4,3,2000,7.7
85000000,5,5,2668.05,9.8
45000000,4,4,4000,10.25
74000000,4,3,2146,15.67
100000000,4,4,5500,20
17500000,4,4,2870,9.5
35000000,5,4,3500,7
35000000,3,2,2000,15
22000000,4,4,2650,11.6
11500000,3,2,1650,6
9000000,3,2,1412,10
12000000,4,2,1200,3
45000000,5,4,3000,10
17500000,4,4,2300,9
13500000,3,3,1520,10
13000000,3,3,1650,7.5
25500000,4,4,2800,10
16000000,4,3,2800,7.7
42000000,4,3,3500,10
127500000,6,5,3500,15
28500000,4,3,2800,8
22000000,4,4,2700,11.6
4300000,1,1,850,2.5
23000000,4,4,2650,8
4500000,3,1,1200,9
8700000,2,1,800,3.5
25500000,4,4,2850,7.5
12000000,3,3,1450,8
8000000,3,2,950,8.5
12500000,3,2,1250,7.7
35500000,4,4,3500,8
16500000,4,3,2000,6.5
17500000,3,2,1400,10
22500000,5,4,3200,9
17000000,3,1,1200,15
17500000,5,3,3200,5.95
22000000,4,4,2650,7.5
35000000,4,3,1800,5.49
11500000,3,2,1580,6
17500000,4,4,2785,9.5
39000000,4,4,3000,9
22000000,4,3,2860,7
11800000,3,3,1550,10
69000000,4,3,4500,11.2
28500000,5,5,2300,7.5
22000000,4,4,2200,8
21500000,5,4,2985,8.2
12000000,4,2,2300,10
16000000,8,3,3800,17
35000000,4,3,3500,13
21000000,4,4,3100,8
26000000,4,4,2800,7.2
22000000,4,4,2650,11.6
8500000,3,2,2400,10.5
26000000,8,6,1500,6
6800000,2,2,1200,10
15500000,3,2,2000,14.3
13700000,3,2,1600,10
22000000,4,4,2850,6
8800000,3,2,1345,7.5
28000000,7,3,3200,20
45000000,6,6,4500,8
18000000,4,3,2250,7.2
17000000,5,2,1800,7.5
35000000,5,2,5000,35
7800000,4,2,1400,10.08
38000000,5,3,3100,30
24000000,4,4,2500,8
20000000,4,2,1600,10
15700000,7,3,1500,10
8200000,2,1,700,8.5
14500000,5,2,2800,8
150000000,7,6,6500,7
17500000,4,4,2850,9.5
7500000,3,1,1000,6.7
19500000,1,1,1200,12
7500000,2,1,1000,14.5
16500000,5,3,1600,6
16000000,7,3,2000,10
25000000,5,5,4000,8
13000000,3,3,1650,7.13
80000000,4,4,4800,18.5
45000000,3,2,2200,13
98000000,4,5,3500,15.14
13000000,4,1,1700,11.5
36000000,4,3,3500,8
45000000,4,4,1800,12
24000000,4,4,2650,7
24000000,4,4,2650,8
28000000,4,2,2890,8.5
18500000,4,3,2865,8
95000000,6,4,4500,24.52
20800000,4,4,2400,9.25
45000000,4,4,2600,8.5
12000000,2,1,1500,6
21000000,4,3,3200,8
7900000,3,2,1500,8
28000000,4,5,3500,6
10500000,3,2,1254,7.5
26500000,4,4,3500,6.4
27500000,3,3,2500,9
27000000,6,3,2500,6
21000000,3,2,1400,11.75
35500000,4,4,3500,8
25000000,4,4,2800,10
24000000,4,4,2600,8
17800000,3,3,1800,10
17800000,3,3,1700,10
22000000,5,6,3800,6
15000000,4,3,1900,8
26500000,4,2,2200,6
28000000,4,4,2900,8
25500000,5,4,3156,10
5500000,2,1,272,1
30000000,5,4,3858,16
16000000,4,2,3000,18.44
62000000,5,4,2500,43.25
8000000,3,1,1300,7
21500000,5,4,2500,8.2
270000000,4,4,3500,23
11300000,3,3,1300,7
5700000,2,1,1800,10
26500000,4,4,3500,6.4
20500000,4,3,2850,8
17500000,4,3,3000,8.5
37000000,4,3,4500,8
25000000,5,3,3000,10.5
24000000,4,4,2400,8
75000000,4,3,3000,10
26000000,4,2,1957,20.5
10000000,3,1,2500,40
11500000,3,2,1650,6
34000000,5,4,3890,10
22000000,5,3,2500,8
22000000,4,4,2650,11.6
21000000,4,4,2987,8
28000000,5,5,4600,15
15000000,3,3,1650,13
21000000,3,3,1250,10
19500000,3,3,2150,9.5
11800000,3,3,1590,10
16500000,4,3,2200,6
39000000,4,6,2400,6
22500000,4,3,3600,6
16500000,4,2,2400,10
55000000,3,3,3200,10.5
21500000,5,4,4000,9.5
13000000,2,2,1300,4.5
30000000,4,3,3000,17
21000000,5,5,3250,6.3
26000000,5,4,3752,11
24000000,4,4,2650,8
48500000,4,4,3200,10.5
29000000,4,4,4000,10
11500000,3,3,2000,7.2
22000000,4,3,2700,11.6
22500000,5,4,3600,10
105000000,4,4,4600,37
26000000,5,3,3500,7
22000000,4,3,2900,8
12000000,3,3,1600,8
29500000,4,3,2800,25.1
23000000,4,4,2450,7.5
34000000,5,4,4500,10
120000000,6,6,6000,20.5
65000000,6,6,5000,8.5
4500000,2,2,1200,12
22500000,5,4,3214,8.5
22000000,3,3,2000,9
17000000,4,3,2800,8
17500000,4,4,2200,9
6800000,2,1,1700,8
10800000,3,3,1250,6.5
9000000,5,3,2000,16
50000000,5,3,2000,20
130000000,9,6,5127,20
17500000,4,3,2900,7
9000000,3,2,1426,7
17500000,4,1,1900,13.5
11000000,3,3,1250,7.3
17500000,3,1,1800,5
24000000,4,4,2650,7
24000000,4,4,2800,10
21000000,5,5,3245,6.5
16000000,4,2,2200,6.5
4000000,2,1,546,2
46000000,4,4,3200,16
26000000,4,4,3500,7.5
34500000,4,4,3750,12
24000000,6,4,3452,8.5
37000000,5,5,3800,7.5
21000000,4,3,3000,8
22000000,4,4,3200,24
11500000,3,2,1600,6
17800000,3,3,1700,10
9500000,2,2,1600,8
13000000,2,2,500,3
14500000,5,3,3500,6
9300000,3,2,1500,7.8
24000000,5,4,2800,10.25
45000000,4,2,2500,16
36000000,3,3,3500,7.5
12500000,8,3,4500,14
37500000,4,4,3700,8
72323000,4,3,3500,23.33
17500000,3,2,2000,6
44000000,4,3,4000,10.3
33000000,5,4,3500,8
22000000,3,3,2000,8.75
28000000,7,3,3700,20
26300000,4,4,3550,6.5
13900000,3,2,1687,8.6
13000000,4,2,2725,10
21000000,4,3,2986,8
11000000,3,2,1200,6.75
180000000,5,5,6600,38
73000000,3,3,2800,11.94
42000000,4,4,3850,10.7
39000000,4,3,4250,12
10500000,2,1,850,7.5
47500000,4,3,2100,10.8
8500000,2,1,1500,12
16000000,4,2,2200,6.5
56016000,4,3,3000,15.56
47500000,4,4,4000,10.5
35500000,4,4,3200,8
13700000,3,3,1523,10
12990000,5,3,2200,4.87
42500000,4,2,3500,10.3
3800000,2,1,2000,9
29500000,4,4,3000,7.3
3400000,2,2,800,2.9
30000000,4,3,3200,10.2
18500000,5,4,2890,8
22000000,4,3,2200,8
16500000,5,3,3000,10.5
22500000,5,4,3540,9
20000000,5,5,3452,6
80000000,8,8,5000,14.75
37000000,5,4,3000,15
42000000,7,3,2500,15
25000000,4,4,3145,7.5
27500000,4,3,2500,12.5
15000000,4,3,1586,13
26000000,4,4,3152,7.5
28000000,4,4,4000,10
26000000,4,4,2800,7.2
8300000,3,2,2000,12.75
22000000,4,4,3000,8
22500000,5,4,3200,9
30500000,4,3,3500,11.5
29500000,4,4,3000,7.3
30000000,4,3,3250,11
17800000,3,3,1700,10
45000000,5,4,4600,16
45000000,3,2,3000,11.5
34000000,4,3,3100,9
24000000,4,4,2700,8
18500000,4,3,2600,8
7500000,3,1,2000,10.5
26500000,4,4,3200,6.5
80000000,4,4,5000,14
34000000,4,3,3100,6
2500000,2,1,800,11.5
21000000,3,3,2400,11
29000000,5,4,3100,10
24000000,4,4,2400,8
33000000,4,4,3800,20
39000000,4,4,2200,6
22000000,4,3,1200,4
16800000,4,3,2400,6.3
15000000,4,3,1650,13
11000000,3,3,2500,20
22000000,6,4,1632,6
40000000,4,3,2500,14
30625000,3,2,2750,35
102000000,4,4,3500,40
45000000,5,3,2500,20
26000000,4,2,4000,6.5
11000000,3,3,1200,7.3
22000000,4,4,3150,10
14000000,3,3,1400,9
11000000,3,2,1200,9
14800000,3,2,1280,7.5
8500000,2,2,600,14
100000000,4,4,5200,30
19800000,5,3,3000,9
9500000,2,1,800,3
73000000,4,4,7000,56
22500000,5,4,3085,9
39000000,4,4,2700,7
75000000,7,6,6200,36.4
18500000,4,3,3010,8
21000000,4,3,3000,8
163500000,4,4,12000,43
10800000,3,3,1250,6
32000000,4,3,2750,8.7
42000000,7,7,2500,9
13100000,3,3,2050,10
82000000,4,4,6500,18.5
26000000,3,2,2500,13
34000000,4,3,3500,7
22000000,4,4,3000,8
40000000,4,3,3250,8
21000000,3,2,2000,7
15500000,3,3,2020,10
17000000,4,4,2400,8
39500000,4,4,3600,14
45000000,4,4,4000,10.5
12000000,3,3,1550,8
10800000,3,3,1250,6.5
16000000,3,2,1800,10
13500000,3,3,1550,10
24000000,4,4,2550,8
26500000,4,4,3500,6.4
14000000,2,2,1250,8.16
5500000,4,1,1700,80
8800000,3,2,1650,7.5
8500000,3,2,1200,11.2
22500000,5,4,3125,8.5
42000000,4,6,4000,5.5
28000000,4,4,2500,12
14500000,4,3,2500,10
17800000,3,3,1650,10
24500000,4,3,2200,6.5
13700000,3,2,1600,10
7900000,2,1,1100,4.5
5000000,3,1,1000,6.2
10000000,3,1,2500,8.5
27000000,6,2,2700,11.42
6600000,2,1,1100,7.5
26000000,3,2,2000,10.5
18000000,3,2,1402,20
7500000,3,2,1500,14.8
16800000,4,3,2400,6.3
5000000,3,1,1300,10.5
11000000,3,2,1700,6
19000000,4,3,3000,8.5
22500000,5,4,3012,9
8000000,3,1,1800,10.5
75000000,9,6,5000,26
48500000,4,4,3500,10.5
17800000,3,3,1700,10
22000000,4,4,2650,11.6
24000000,4,4,2650,8
17500000,4,4,2300,9
10000000,2,2,1595,1.6
22500000,5,4,3215,9
21500000,4,4,2750,7
33800000,4,3,3150,10
22000000,4,3,2250,6.5
15500000,3,2,2000,14.3
32500000,4,3,2650,12.4
45000000,4,3,3000,10
6500000,3,1,1500,7
24900000,7,6,4000,19
17500000,3,3,1200,4.5
11700000,3,3,1650,9
25000000,4,4,2850,7.2
13500000,4,3,2252,2.9
22500000,5,4,3245,9
15000000,4,1,1200,7
7500000,2,2,3000,6.3
18000000,4,4,2400,8
18000000,4,2,4200,7.5
4000000,2,1,600,6
27500000,5,5,3210,8.2
35500000,4,4,3500,8
40000000,5,4,3600,7.65
39000000,3,2,2200,16
34000000,4,3,3100,7.5
65000000,4,3,3600,10
19000000,4,4,2200,10
35000000,5,4,3500,7
12300000,2,1,1200,7.8
13700000,3,3,1345,10
38000000,3,3,1998,8.1
95000000,3,2,2900,7.8
34000000,4,3,3100,7.5
16500000,4,3,2200,8
70000000,7,4,3000,9.5
15000000,4,3,1900,8
165000000,4,4,4000,21
24000000,5,3,4000,10.2
3800000,2,1,993.62,2.7
15000000,6,4,3012,8.6
175000000,4,4,4000,21
23500000,4,4,2450,7.25
13000000,3,3,1600,10
23000000,4,4,2450,7.5
19500000,4,4,2400,10
13500000,3,2,1500,10
22500000,5,4,3246,9
20000000,5,4,4000,12.6
14200000,3,3,2150,8.6
11800000,3,2,1540,10
21000000,4,3,2100,8.8
175000000,5,4,4000,19
55000000,4,4,2400,13.25
16000000,4,2,2200,6.5
37500000,5,4,4000,15
21000000,3,4,2578,11
17000000,5,3,2500,9.8
24000000,4,4,2450,8
16000000,4,2,2200,6.5
21000000,4,3,2200,7
7500000,3,1,1150,10
47000000,6,4,2600,6.4
255000000,4,4,3500,23.5
16500000,4,3,2200,8
11500000,3,3,2000,7.2
13700000,3,3,1502,10
26500000,5,4,3600,8.2
110000000,9,9,6500,36.3
20000000,3,1,1500,12.5
5200000,2,1,540,18
30000000,4,4,2500,6
13700000,3,2,1600,10
28000000,7,3,3200,20
25000000,5,4,2100,5.5
13500000,3,3,1450,10
10800000,3,1,1300,7.4
64500000,3,2,2600,26.85
17000000,4,2,2200,6
22000000,4,4,2700,11.6
15000000,4,3,1900,8
13000000,3,3,1345,10
26000000,3,1,2720,16.5
17500000,4,4,2956,9.8
22500000,5,4,3100,9
25500000,4,3,3500,10
4700000,1,1,800,10
36500000,4,4,3200,11.8
7000000,2,2,1300,11.25
36500000,7,4,4020,10.07
13000000,3,3,1650,7.5
24500000,4,4,2850,6.5
21500000,5,3,2500,8.2
28000000,4,3,3300,21
32000000,3,2,2000,14.5
16500000,3,2,1450,8.9
24500000,4,2,2960,10
4700000,2,1,980,3
21000000,4,4,2789,8
10000000,3,2,1670,8
35000000,5,3,2800,15
12500000,2,2,1700,3.7
22000000,4,4,2650,11.6
17800000,3,3,1700,10
13700000,3,2,1452,10
15000000,4,2,2145,6.5
3200000,2,1,500,2.5
22500000,4,3,2500,10
21000000,4,4,2300,7
13000000,4,2,1550,7
16500000,4,3,2200,8
42500000,5,3,3200,7
16000000,4,3,2200,6.5
35000000,4,3,3500,13
50000000,8,5,7000,16.5
19000000,4,3,3000,8.5
16000000,4,2,2200,6.5
155000000,6,5,5544,20
25500000,5,4,3850,11
21000000,5,5,3250,6.3
22500000,4,4,3600,9
22000000,5,3,2500,8
13000000,2,1,1100,4
16000000,3,3,1600,10
26000000,5,4,3589,11
46000000,5,5,4500,10
30000000,5,3,2600,14
17500000,4,3,2700,7
26000000,4,4,2500,7.5
29500000,4,4,3100,7.3
24000000,4,4,2650,8
30000000,4,2,2200,13
26000000,4,2,2600,16.5
29000000,5,3,4200,10
28500000,5,5,3500,7.5
45000000,5,3,4500,16
15000000,4,2,2100,6
12000000,3,1,1500,9.5
24000000,4,4,2800,8
35500000,4,4,3400,8
18000000,4,4,2150,7.3
21500000,4,4,2200,7
65000000,6,4,2500,8.9
17500000,4,4,2890,9.5
25500000,5,4,3850,11
50000000,5,2,3643,9.33
42000000,5,4,4000,10.5
6950000,2,2,690,2.5
75000000,4,3,2850,7.5
7500000,3,2,900,6
38000000,4,3,2724,9
30000000,5,4,4500,16
16000000,3,3,1600,10
190000000,10,10,2600,12.5
35000000,5,4,3500,7
35000000,4,3,2000,6
22000000,3,2,3500,7
7200000,2,1,1000,6.26
30000000,4,4,2700,10
62500000,6,4,5000,15
130000000,4,3,3500,26
22500000,5,4,3500,9
35500000,3,3,1900,6.7
24000000,4,4,2650,8
22000000,5,4,2500,30
125000000,5,4,4000,17.5
14700000,5,4,1950,6
34000000,4,3,3500,8.13
80000000,5,3,4500,13.5
220000000,5,2,2000,10
26000000,4,4,3500,7.5
32500000,4,3,3800,7.5
98000000,6,6,5500,15
29000000,4,4,4000,10
6800000,2,1,1450,10.6
33000000,2,2,872,3.2
22000000,4,4,3000,11
16000000,4,3,2100,6.5
18000000,4,4,2100,7.3
5800000,2,1,750,10
24000000,4,4,2650,8
23000000,3,1,5445,20
82000000,4,4,4500,8
70000000,6,9,4000,8.5
7500000,3,1,1700,10
7900000,3,2,1500,8
220000000,4,4,4900,14.95
15000000,3,3,1920,10
4500000,3,2,2500,11
22500000,5,4,3245,8.5
22000000,4,4,3000,8
31000000,3,3,2500,7.75
72500000,5,4,2901,9
13500000,3,3,2000,12.65
15500000,5,2,2722.5,11
30000000,4,3,2600,8
17500000,4,3,2650,9
28500000,4,4,3200,10.5
24000000,4,4,2600,8
33000000,4,3,3000,10
19500000,4,3,3800,16
21500000,5,4,2888,8.2
19000000,5,5,3100,9
15000000,4,3,1685,13
18500000,4,3,2786,8
22500000,5,6,3800,6
5500000,4,3,1222,11.2
18500000,3,2,2100,10
17500000,4,3,2900,7
21500000,5,4,2856,8.2
10800000,3,3,1250,6.5
69000000,4,4,4500,11.2
48000000,4,3,4200,15
12600000,3,3,1300,6
14600000,4,2,2400,10
29500000,4,4,3000,7.3
21000000,4,4,2300,9
8500000,4,2,2000,10
16000000,4,2,2200,6.5
29000000,4,4,4100,10
29500000,5,4,3800,6
12500000,2,2,1500,10
46000000,5,4,3600,15
22500000,4,3,3650,10
23000000,4,4,2800,6.2
31000000,4,4,2800,8
28500000,4,3,2800,8
21500000,5,3,2500,8.2
49000000,7,7,9000,21
6200000,2,3,1200,9.8
12000000,3,3,1456,8
12000000,3,2,2000,6
55000000,3,1,2500,21
22500000,4,4,3240,9
23000000,4,3,3220,8
23900000,4,3,2400,8
68000000,6,6,5300,21
24000000,4,4,2650,8
32000000,3,2,1500,14.5
55000000,4,5,3200,9.6
30000000,4,2,2800,15
82000000,4,3,6000,18.5
16000000,3,2,1700,25
29000000,4,4,4000,10
22000000,4,3,2500,6
61000000,4,3,3500,13.25
22000000,4,4,2758,8
85000000,6,6,4500,14
55000000,8,3,3500,9.5
24000000,4,2,2000,10
18500000,4,4,2600,6.5
11000000,3,2,1300,10
46500000,8,6,3700,18.5
17000000,4,3,1200,6
100000000,7,6,6200,23
25800000,4,3,2500,10.5
4500000,2,2,1200,12
42000000,4,4,3500,10
22000000,4,3,2900,8
12000000,2,1,850,8
17800000,3,3,1750,10
9900000,2,1,1361.25,5
26000000,5,4,1900,8.5
49500000,3,3,4400,6
29500000,4,4,3000,7.3
26500000,4,3,3500,6.4
17500000,3,1,1700,20
30000000,5,4,4500,16
7000000,3,2,1480,13.7
11800000,3,3,1640,10
28000000,9,6,3450,5.05
16000000,4,3,2400,8.5
11500000,3,2,1600,6
16500000,4,4,1810,10.4
21500000,5,3,2500,8.2
16200000,5,3,3250,9.5
375000000,5,5,8600,30
22000000,4,4,2758,8
8300000,2,1,1400,8
32000000,4,3,4000,15
22000000,4,4,2200,8
9300000,3,1,1500,7.8
6900000,2,1,1400,10
13500000,3,3,1600,10
26000000,4,4,3600,7.5
25500000,5,3,3500,10
20000000,3,3,2300,9
11000000,2,2,1800,11.8
39000000,5,5,3900,10
43000000,6,3,5760,15
15000000,4,3,1675,13
31500000,4,4,2286,5.3
110000000,6,8,12000,34.5
8500000,3,2,2000,11
34000000,4,4,3500,8
36000000,5,4,3550,11.5
80000000,3,3,3500,14.67
21500000,4,3,2550,7
47000000,4,4,3300,11.5
21000000,3,4,2500,11
26000000,5,4,3758,11
28500000,4,3,2950,15
22500000,5,4,3200,9
125000000,5,4,4200,12
29000000,5,5,3100,10
21000000,5,5,3250,6.7
21500000,5,3,2550,8.2
147500000,5,3,2500,11.6
160000000,4,4,4000,14.5
14500000,3,3,1850,6
21500000,5,4,2756,8.2
13500000,3,2,1500,10
8500000,4,2,1200,11
70000000,8,4,4000,26
29000000,4,4,4000,10
26000000,4,4,3600,7.15
18000000,4,4,2450,8
6800000,3,2,1180,12.76
9800000,3,2,1850,11.5
32000000,6,4,2200,12.6
22000000,4,4,2700,11.6
5900000,2,1,1000,6
15500000,4,2,1800,6.6
33000000,5,4,3458,8
9500000,4,2,2500,9
28000000,4,4,4100,10
47000000,4,3,3300,6.8
34500000,4,4,3000,8
22500000,4,3,3400,9
14500000,5,2,2451,17.2
32500000,5,4,4522,16
28000000,5,3,2800,10.8
8500000,3,2,1100,10
17500000,4,3,2900,7
45000000,5,4,3600,15
45000000,4,4,1800,12
40000000,4,3,4100,8
19000000,4,3,3000,8.5
8700000,4,3,2400,10
50000000,4,3,3000,21
19500000,3,3,2200,6
49000000,5,4,3400,11
85000000,5,5,9000,31
27000000,4,3,3456,9.5
10500000,2,1,750,7.5
36000000,4,2,2500,6.5
22000000,4,4,2850,11
25500000,5,4,3245,10
33400000,5,4,3485,10
18800000,4,3,2225,6.5
98000000,6,6,6000,14.5
28500000,5,3,3500,9.8
22500000,5,4,3650,10
14700000,3,3,2102,8.6
30000000,4,2,2600,15
8000000,4,2,1500,4
75000000,5,5,3000,14.3
49000000,2,1,1475,1.6
26000000,5,4,3400,11.5
31000000,4,5,3400,6.5
17500000,4,4,2400,9
165000000,5,4,5500,40
20000000,4,3,3000,8.5
21500000,5,3,2500,8.2
20000000,4,3,3500,8.5
14700000,3,3,1990,9
15000000,3,2,1600,13
19000000,4,3,3500,10
7425000,3,2,1000,3.9
26500000,6,3,3000,13.5
37500000,6,4,3500,20
30000000,4,2,3000,200
34000000,5,4,3850,10
24000000,4,4,2600,8
11900000,4,4,760,2.25
18000000,4,4,2100,7.3
