price,beds,baths,house_size,land_size
15000000,6,4,3000,10.6
32500000,4,4,3200,10
13000000,3,2,1200,7.5
11000000,3,3,1400,9
28000000,5,4,2500,16
26000000,4,4,3600,10
12500000,3,2,1537,10
20000000,4,4,2500,10
26000000,5,5,4000,8
14500000,3,3,1850,6
35000000,7,4,4300,9.6
13500000,3,3,1500,11
65000000,5,5,2900,18.6
26000000,4,3,2100,10
57500000,5,5,3500,20
19500000,3,2,1900,16
30000000,4,3,2600,8
21000000,4,4,2650,7.5
12500000,3,1,1500,14.1
28000000,6,4,2850,6
8500000,3,2,2100,7.5
25500000,5,2,2500,13.5
17000000,3,1,1800,5
21500000,4,4,2200,6
15000000,3,2,2300,6.2
21000000,4,4,2750,8.8
55000000,4,3,3000,7
20400000,4,3,2600,11
3600000,2,1,1633,6
20000000,4,2,4500,16
6500000,3,2,1000,12
18000000,3,1,1000,10
230000000,4,2,1890.4,19.5
14000000,3,1,1950,18.5
24500000,3,2,2500,19.6
23000000,6,3,3000,7
25000000,4,3,3000,8
12000000,4,2,1800,10
35000000,3,2,2000,15
12000000,2,1,1500,10
30000000,4,4,3900,8
19000000,3,4,2400,10
25600000,3,1,1536,6.4
28800000,6,5,3300,8.2
31500000,4,4,3850,7.4
22500000,4,4,2800,8
40000000,3,3,1200,8
8300000,2,1,1600,12
13500000,3,3,1650,10
30000000,5,4,3500,16
18000000,3,3,1800,10
9000000,4,2,812,3.5
15000000,4,2,2000,40
15000000,5,3,2600,20
17000000,3,1,2875,18
21000000,4,4,2450,7
11500000,4,2,2000,6.85
4500000,2,1,1580,2.8
31000000,5,4,3500,7.5
46000000,5,4,4000,10
12900000,3,2,1650,10
10500000,3,1,1200,8.5
120000000,5,6,7500,16
140000000,5,4,8500,22
26000000,4,3,2900,7.3
39000000,4,3,3400,7.5
5700000,3,1,1600,20
28000000,4,2,1200,12
95000000,5,4,10000,52
37500000,4,3,2800,20
24800000,4,4,2500,7
5800000,2,1,1000,10
18000000,4,4,2200,8
26000000,5,4,3300,8.5
28500000,8,5,5400,9.5
34000000,4,4,3300,8
18000000,3,3,2300,6.5
20500000,4,3,2580,10
17000000,3,1,1328,20
20000000,4,4,2500,10
3800000,2,1,2000,9.5
11800000,3,3,1500,8
26000000,5,5,4000,8
11000000,3,3,1300,6.5
22000000,6,4,2800,10
28500000,5,4,1300,10
11000000,3,2,1500,11
9900000,5,3,1600,14
13000000,3,2,2000,14
28500000,6,3,4200,20
38000000,4,4,3000,7.6
32500000,4,2,1900,25
38000000,4,3,3500,10
18000000,3,3,1850,7.13
12500000,3,3,1200,7
11000000,2,1,2700,10
57500000,5,5,3800,20
32000000,3,2,3400,8.6
46000000,5,4,3500,11.8
7000000,2,1,850,4.5
24000000,4,4,2900,7
18000000,3,3,2300,6.5
9000000,2,2,1250,6
48000000,5,4,3200,25
28000000,5,4,3800,8
19000000,3,4,2400,10
7500000,4,1,2000,10.2
52000000,4,3,3600,12.8
85000000,5,6,6300,18.1
8750000,3,2,1000,12
39500000,4,3,3723,11.3
128500000,5,5,6400,21
46000000,4,4,3500,11.8
7000000,2,1,1028,9.6
18000000,4,3,2500,7.3
28500000,5,4,3500,10
20000000,5,2,3500,9.5
7500000,3,2,1350,7
28000000,4,3,1800,6.8
13500000,2,1,1930,6.5
16000000,5,5,1200,12.6
21500000,4,4,2450,7
17000000,4,3,2000,13
45000000,7,4,4500,19
73000000,4,4,7000,56
19500000,4,2,1800,7.4
41000000,4,4,3500,17.5
31000000,4,3,3400,6.5
55000000,5,4,3600,15
40000000,4,3,2200,13.5
120000000,4,4,4000,17.4
20500000,4,3,2600,8.8
68000000,5,4,3600,9.5
5700000,2,1,580,3
27000000,4,3,2580,14.5
26000000,4,3,2850,8
42000000,4,4,3850,10.7
3950000,2,1,800,2.5
7000000,3,1,1800,20
22000000,5,4,2850,9.5
26000000,5,4,2850,8.5
31000000,4,3,2850,9.6
9000000,3,2,1100,12
9000000,3,2,1100,12
24000000,4,4,2850,8
20000000,4,3,2000,7.5
7000000,3,3,1100,6.65
85000000,4,3,2150,21.75
46000000,5,4,3150,7
15000000,2,2,1880,13
22000000,5,4,2850,9.5
27000000,3,2,2200,25
5500000,3,2,1200,10
28000000,5,5,3600,10.8
27000000,6,3,1400,6
14000000,7,2,2000,17.5
27800000,5,3,3000,10
29000000,4,2,2000,6.5
20000000,4,4,2500,10
12800000,3,3,1300,7.9
18000000,4,4,2200,7
2000000,1,1,1200,4
11000000,3,3,1300,6.5
20000000,4,4,2500,8
13000000,3,2,2000,14
32000000,4,4,3000,9.2
6800000,4,2,1500,4
14500000,3,3,1850,6
36000000,4,4,3500,7.75
4500000,5,5,1400,10
5225000,5,4,4000,22
14000000,4,2,1250,5.5
50000000,6,5,3000,10
8800000,3,2,1175,6.75
42000000,4,4,2700,20
29500000,4,4,3600,9.8
15000000,3,2,1800,10
24000000,6,3,3000,9.5
27500000,3,3,1850,5.25
22500000,4,3,2745,10.7
9800000,1,1,1200,7.2
11000000,2,2,1750,15
28000000,4,4,3680,10
41000000,9,9,5100,10
70000000,4,3,3000,10
14500000,4,2,1800,9
10500000,3,2,850,12.6
12600000,3,2,900,9.2
16000000,4,3,1500,10
160000000,3,3,5500,48
77500000,8,6,6000,12
46000000,5,4,4000,10
46000000,4,4,3500,11.8
2400000,2,1,552,3.5
19000000,3,3,2400,10
45000000,5,3,4500,16
17500000,5,2,2451,12
31000000,4,5,4000,10
5000000,3,1,1200,15
23500000,4,3,2700,9.5
10000000,3,2,1500,10.5
15000000,6,3,3600,15
9000000,3,2,1580,7
18000000,3,3,2850,8
9300000,2,1,1300,8
60000000,4,2,2000,12
28000000,3,3,2650,7
27000000,6,3,2600,6
23000000,4,4,3000,8
12000000,2,1,1000,8
8300000,3,1,1500,10
18500000,4,3,2380,13
76000000,4,4,3400,10.9
37500000,4,3,2800,7.1
16000000,4,2,2300,6
220000000,5,4,6000,14.5
6500000,3,1,1500,11
11000000,4,4,2400,2.8
30000000,5,4,2600,10
46000000,4,4,3500,11.8
51500000,7,4,1700,6.2
9200000,3,3,1800,7
11000000,3,3,1300,6.5
35000000,4,2,3400,15
30000000,4,4,3900,8
50000000,8,4,4000,20
60000000,4,4,3500,10
9000000,3,1,1000,10
18500000,4,3,2000,9
18500000,3,3,2150,8
14500000,4,2,1554,10
18000000,3,1,1400,12
40000000,4,3,2816,22.88
75000000,5,3,2848,20
50000000,5,5,3000,20
27000000,5,4,5408,12.8
27000000,5,4,5408,12.8
19800000,8,3,4600,10
45000000,5,4,3000,15
21500000,4,3,2200,6.5
47500000,5,4,4400,10.2
200000000,3,3,2500,11.5
19800000,8,3,4600,10
32500000,4,4,3200,10
200000000,5,5,8000,23
9000000,3,3,1480,7.5
8000000,3,2,1400,4
35000000,4,3,3100,6
17000000,4,3,2100,6.2
2200000,2,1,1200,9
8300000,2,1,1600,12
13500000,3,3,1650,10
30000000,5,4,3500,16
34000000,4,4,3300,8
38000000,3,3,5000,21.8
19800000,4,2,1360,16
18000000,3,3,1800,10
135000000,4,3,3000,24
23000000,4,4,2800,9
32500000,4,4,3200,10
26000000,5,4,3300,8.5
19000000,3,3,2400,10
9500000,3,1,1600,13
20000000,4,4,2500,10
11000000,3,3,1300,6.5
67500000,4,3,6680,21.5
12000000,3,2,1200,6.5
11000000,3,2,2000,11.5
18500000,4,2,3500,10
17900000,4,2,1930,6.2
21000000,4,3,2525,12.5
21000000,3,3,1500,6.5
9200000,3,1,1300,7
25000000,4,3,2240,10
23500000,4,3,2700,8
19000000,3,3,2400,10
21500000,4,4,2450,7
24000000,4,4,2900,7
20000000,4,4,2500,10
115000000,5,5,6000,15
140000000,5,4,8500,22
9800000,2,2,650,3
45000000,6,5,3900,7.5
52000000,3,2,3000,9.8
9800000,3,3,1600,10
31500000,4,4,3800,6.5
15000000,3,1,1500,12
4500000,4,2,1100,12
38000000,5,5,3500,6.5
30000000,4,3,2500,6
26500000,3,3,1500,25
25000000,3,2,1200,8
7800000,3,1,1200,7
150000000,5,3,5000,20
11000000,3,2,1500,7
18500000,4,3,2750,17
150000000,9,7,6500,8
55000000,4,3,4500,12
22500000,4,3,2550,8
46000000,4,4,3500,11.8
23000000,5,2,2500,8.6
50000000,4,3,3000,6.8
68000000,10,10,3800,15
50000000,4,3,3200,7
29500000,4,3,3250,6.5
26000000,4,4,3600,10
9200000,2,1,1000,6
8500000,2,1,3000,4.8
19600000,4,4,2650,9.5
19600000,4,4,2650,9.5
23000000,5,3,2650,11.9
26000000,4,4,3600,10
44500000,4,3,3100,9.47
4500000,2,1,1100,6.5
49000000,10,10,5000,13
14500000,2,1,1600,8
16500000,4,2,1650,12.5
28500000,4,2,2500,16.5
26500000,6,4,3900,12
26500000,3,3,1800,5.5
18000000,4,4,2200,7
13000000,4,3,1650,11.5
55000000,4,4,4500,15.5
37500000,5,5,2200,8.5
23000000,3,3,1535,1
32000000,3,2,2205,7.5
9000000,3,3,1480,7.5
4500000,2,1,950,7.5
100000000,6,5,6000,22
2700000,2,1,600,2
19500000,3,4,1300,8
31000000,4,5,4000,10
30000000,4,4,3900,8
4700000,3,1,1300,5
30000000,4,2,2400,18
17800000,4,2,1930,6.2
4400000,2,1,1100,10
4000000,3,1,1200,10
55000000,5,4,4100,11
22000000,7,2,3300,17
25000000,4,2,3200,6.5
11500000,2,1,1100,5
31500000,4,3,3700,6.5
6500000,4,2,840,8
5900000,2,2,1080,4
6000000,2,1,1500,8
27500000,3,3,1500,2.5
26000000,5,5,2800,8
57500000,5,5,3800,20
19000000,3,3,2400,10
21500000,4,3,2200,6.5
21500000,4,4,2650,7
70000000,6,5,3450,20
28500000,5,4,3800,10.5
30000000,3,3,3000,9.5
47500000,6,2,3500,23.8
12000000,3,3,1900,6
23000000,2,2,1500,7
110000000,6,6,5000,6
13500000,3,3,1850,6.5
42000000,4,4,4000,10
110000000,5,4,4000,19.3
135000000,5,5,6000,25.5
37000000,4,4,3500,10
11000000,3,2,1550,11
23500000,5,4,2850,6.5
10500000,3,3,1350,6.5
45000000,4,5,3000,7.5
49500000,4,3,4500,20
150000000,5,3,3500,20
9900000,3,3,1400,12
46000000,5,5,4500,11.8
45000000,6,3,4500,20.65
19000000,4,3,2780,8
32500000,3,4,2970,13.2
22500000,5,3,2400,18.5
42000000,3,2,2000,19.84
29000000,3,3,3000,6
11000000,3,1,900,21
21000000,4,4,2450,7
9200000,3,1,1300,7
32500000,4,4,3200,10
100000000,4,3,1800,36.95
8000000,2,2,1300,10
24800000,7,3,2500,11
13500000,3,3,1650,10
30000000,5,4,3500,16
32000000,5,4,2500,6
13500000,3,1,1315,12
8300000,2,1,1600,12
31000000,4,5,4000,10
21000000,4,3,2850,7.5
11800000,3,3,1500,8
21500000,4,3,2850,6
22500000,4,4,2800,8
22500000,4,4,2850,8
30000000,4,4,3900,8
24500000,3,2,1500,19.6
21500000,4,3,2850,6
8300000,3,2,1600,10
48000000,6,6,3000,10
11500000,3,2,1650,10
72500000,4,4,4500,11.5
6500000,2,1,1000,6
40000000,5,5,1500,3
10000000,2,1,700,7.5
19000000,4,2,2000,14
22500000,4,4,2800,8
7000000,4,2,1500,6
18500000,4,3,2000,8
34200000,6,5,2200,7.2
6500000,3,1,1400,12.2
25000000,3,1,1800,16
17500000,4,3,1950,6.5
17000000,4,2,3000,12
23000000,4,4,2800,9
11000000,3,3,1300,6.5
12000000,3,1,1575,16.5
26000000,2,2,2500,8
21500000,4,4,2650,7
42000000,3,2,2600,8.5
20000000,4,4,2500,10
15000000,3,3,1500,6
42500000,5,3,3250,11
90000000,5,4,4000,19.3
85000000,5,5,2500,7
30000000,4,3,3150,10
17000000,4,3,2400,9
11500000,3,3,1400,7.5
45000000,5,6,4200,7.5
11400000,3,3,1300,6.5
45500000,4,4,4600,10
46000000,4,4,3500,11.8
29500000,4,3,4500,11
19000000,3,3,2400,10
21500000,4,3,2850,6
62000000,4,2,1500,18.2
42000000,4,4,3850,12.75
32500000,3,2,1450,10.19
35000000,3,2,1800,7
42000000,4,3,3000,10
28500000,5,4,3200,10.5
30000000,4,4,3900,8
28500000,4,4,2900,10
4000000,2,2,1200,8
4900000,2,2,1000,9.5
110000000,4,4,5000,20
12500000,5,2,1890,11
30000000,4,4,2900,10
8400000,3,2,2200,9
3700000,3,1,1600,10
20000000,4,2,2000,7
46000000,5,4,3500,11.8
12000000,3,2,1300,6.5
67500000,7,5,3500,19.5
50000000,6,5,3600,17.6
23000000,4,4,2800,9
36400000,4,4,2641,6.2
68000000,5,4,3600,9.5
28500000,5,4,3800,10.5
8700000,3,1,1100,7
45000000,7,6,4000,10
19000000,3,3,2800,6.5
29000000,5,2,2300,14.5
18000000,4,4,2200,8
19000000,3,3,2400,10
9950000,5,2,2500,10
17500000,3,2,1500,4
22000000,3,2,1200,3
10000000,3,2,1500,8
40000000,4,3,2500,7.5
60000000,7,7,8000,20
11400000,3,3,1300,6.6
11800000,3,3,1200,7.8
7950000,4,2,5000,16
28500000,5,4,3200,10.5
18500000,4,3,2500,17
33000000,5,4,3500,12
39500000,4,4,4000,11.6
47500000,5,4,3200,15
35000000,4,3,2500,14
17000000,5,4,2150,10
25000000,5,3,2650,19
22500000,6,3,2150,6.5
18500000,4,3,4000,28
7000000,3,1,1800,20
9000000,3,3,1480,7.5
20000000,4,3,2500,10.8
12500000,3,3,2600,8.5
22500000,4,4,2800,8
39500000,4,4,3000,6.2
16500000,4,4,3200,7.3
3000000,2,1,1450,2.2
35000000,4,3,3500,6.5
8000000,3,2,1700,15
110000000,5,4,3600,16.89
27000000,5,4,5408,12.8
35000000,4,1,1800,7
18000000,5,2,2908,13.25
80000000,5,3,2847,7.5
43000000,3,3,3000,12.5
22500000,4,3,2400,8
175000000,4,3,3500,14
9000000,3,2,1450,7.5
8500000,4,2,3000,13.5
43000000,10,8,3500,32
19000000,3,3,2400,10
30000000,5,4,3500,16
16000000,8,3,4000,12.5
18500000,5,3,2500,20
25000000,5,3,4500,13.5
31000000,4,5,4000,10
21500000,4,3,2500,6.5
28000000,4,4,3680,10
24000000,4,4,2650,8
32500000,4,4,2900,8
13500000,3,2,1500,7
22500000,4,4,2800,8
30000000,2,2,3600,9
13000000,3,2,1288,8
29500000,4,3,2800,8
10300000,2,1,1000,7.5
29500000,6,4,3285,12
34000000,6,6,4500,10
31000000,3,2,1500,9
18500000,4,3,2500,17
11000000,2,1,1800,12.15
49500000,7,7,3500,14.1
250000000,6,4,3000,10
33500000,8,3,1800,9.45
50000000,4,4,6300,15.7
5000000,3,3,2940.3,10.8
45000000,4,5,3000,7.5
16000000,3,3,1600,10
5500000,2,1,817,3
45000000,4,4,3500,10
18500000,6,3,2000,10.24
13000000,4,2,1796.66,15.7
45000000,4,6,3000,7.5
29000000,4,4,2500,6
33000000,4,4,2700,8
55000000,5,3,2800,26
75000000,5,4,4250,10
45000000,6,5,5000,27.5
25000000,4,3,1700,6.2
36500000,4,4,3000,10
7700000,2,1,1000,7.5
32060000,4,3,3000,45.8
24000000,4,3,2400,7.5
4800000,3,1,800,10
24000000,6,4,3000,9.5
9800000,3,2,1250,9.5
26500000,5,5,4000,8
20000000,4,3,2500,10.8
6500000,5,3,800,2.5
33000000,4,4,3000,10.5
22500000,4,3,2800,11
29500000,7,3,3000,12
130000000,3,2,2000,51
6500000,3,2,2995,11
25500000,4,2,2600,16.4
18000000,3,3,1800,10.5
3500000,4,1,2600,26
8300000,2,1,1600,12
11400000,3,3,1400,9
11800000,3,3,1500,8
28500000,5,4,3800,10.5
32000000,3,2,2205,7.5
8000000,2,2,750,3.36
50000000,6,5,2500,7.45
20000000,5,2,2120,9.4
30000000,3,2,1500,6
8300000,2,1,1600,12
12500000,3,2,2500,7.3
17000000,4,3,2100,6.2
30000000,5,4,3500,16
19800000,4,4,2400,8
34000000,4,4,3300,8
55000000,4,3,3500,12
16000000,3,3,1600,10
11400000,3,3,1300,6.5
30000000,3,4,1620,6
85000000,5,4,5000,25.5
160000000,5,5,8000,18
3000000,2,1,900,4
90000000,9,6,6000,33
11800000,3,3,1500,8
24000000,4,4,2650,8
5700000,3,2,1200,20
22500000,4,3,2200,10
50000000,5,4,3350,25
23000000,3,3,2300,10
7400000,3,1,1300,12
56000000,4,2,2500,18.69
33000000,6,6,3800,12
75000000,5,3,5500,20
14000000,4,2,2000,11.5
31100000,3,3,1600,6
21000000,3,2,1700,10
29700000,3,2,2250,7.3
33200000,3,3,2172,10
17500000,3,1,1480,17
21000000,4,4,2880,8
8500000,2,2,1128,6
6000000,2,1,1200,43.5
16500000,4,3,3000,6.7
28000000,3,2,3600,9
39000000,5,3,4000,12.5
26500000,7,5,3000,10
115000000,4,4,4500,32.8
68000000,5,4,3750,6
36000000,4,3,3500,7.5
120000000,5,5,6400,22
6700000,2,1,1500,5.3
3500000,3,1,2000,15
50000000,6,4,3039,10
46000000,4,2,3500,10.5
6600000,2,2,1500,10
45000000,4,3,2300,10.5
28000000,6,2,4500,14
8000000,3,2,1400,4
28500000,5,4,3800,10.5
17900000,3,3,2580,8
37000000,4,5,3900,10
25000000,2,2,1850,6.5
25000000,7,5,3850,15.25
6000000,1,1,1200,20
18500000,4,3,2100,9
19500000,3,3,2150,9.5
90000000,5,4,4500,19.3
38000000,4,3,3000,8.75
26000000,4,4,3000,4.8
46000000,6,2,3000,12.08
11400000,3,3,1300,6.5
16000000,3,3,1600,10
33000000,4,4,3200,10
26500000,5,5,4000,8
36000000,3,3,3000,8.5
18500000,4,3,2000,9
138000000,4,4,3200,7.5
36500000,3,2,2500,13
15000000,3,1,1550,17
12800000,3,3,1300,7.9
29500000,5,4,3200,6.5
26000000,5,4,3300,8.5
5200000,3,1,1298,13
22000000,4,4,2450,7
29500000,4,4,3510,9
11000000,3,2,1500,11
22500000,4,4,2800,8
9000000,3,1,1000,10.2
6000000,3,1,1200,12
18000000,3,3,1800,10.5
47500000,4,2,2500,11
26000000,4,2,2500,16
12500000,3,3,2000,8
26500000,4,3,2000,7.8
18000000,4,4,2200,8
15000000,2,1,1174.5,9.5
12000000,3,2,2000,15
11800000,3,3,1200,7.8
21000000,4,4,2650,10
23975000,4,2,1500,7
18500000,4,3,2800,6.5
11800000,3,3,1400,9
8500000,3,2,1800,10
21500000,4,3,2200,6.5
31000000,4,5,4000,10
34000000,4,4,3300,8
24800000,4,4,2700,7
22500000,4,4,2800,8
19000000,4,4,2400,8
30000000,5,4,3500,16
11800000,3,3,1500,8
12900000,3,2,1650,10
40000000,4,3,3800,22
16000000,3,3,1600,10
11450000,3,3,1340,9.3
32500000,4,4,2900,8
6600000,4,2,1450,10.5
14500000,2,1,2000,7.7
31000000,4,3,3500,11
26000000,4,3,2950,6.5
19500000,4,2,2750,9.5
20000000,3,2,3500,6
22000000,4,3,2860,7
19500000,4,3,2900,10
33000000,4,3,3100,15
29000000,6,3,2650,10
15500000,4,2,1850,10
18500000,4,3,2000,9
11500000,3,1,1500,4
18500000,3,3,2800,6.5
11800000,3,3,1500,8
26500000,5,5,4000,8
29500000,3,3,2800,7
9000000,4,2,1400,7
6000000,2,2,817,3
20000000,4,3,2850,8
12000000,3,2,1800,10.3
6900000,4,2,1500,10
3950000,2,1,800,2.5
29000000,4,3,2800,8.33
21500000,5,3,2500,9
9800000,5,3,2000,13
60000000,4,3,3000,36
5700000,3,1,1226,15
16500000,7,3,2400,10
7800000,2,1,1000,6.5
50000000,5,4,2500,18.25
11000000,3,2,1350,7.5
40000000,4,3,3200,15
21000000,4,3,2200,7
37500000,3,2,3000,10
31000000,5,2,1800,7
14000000,2,1,1500,6.3
25000000,3,3,3000,10
18500000,3,3,2350,9
15000000,3,2,2500,21
9000000,2,1,1200,15
33500000,4,2,3200,10
45000000,5,4,4600,16
429000000,6,3,10000,33
19800000,4,4,2400,8
6900000,5,3,1400,1.8
50000000,5,4,2500,18.25
18500000,4,3,2800,6.5
7500000,3,1,500,11
28500000,5,4,3800,10.5
26000000,3,2,2500,6.4
25000000,4,4,2700,7
14000000,3,1,1600,10.6
15000000,4,3,1750,12
37500000,6,4,3500,20
11450000,3,3,1360,9
13500000,4,3,2326,8.1
15000000,3,2,3000,10
17000000,4,3,2100,6.2
14000000,3,2,1400,22
20000000,4,4,2500,8
47500000,5,4,4400,10.2
4800000,2,1,1080,4.19
8500000,5,3,1800,3
24000000,4,4,2950,8
22500000,4,4,2850,8
5600000,2,1,1800,4.47
55000000,3,3,2200,14
11800000,3,3,1500,8
22500000,4,4,2800,8
36000000,5,5,3800,10
15000000,2,1,1300,18
21000000,4,3,2100,7
37000000,4,5,3500,10
8700000,3,2,1260,10
24000000,4,4,3800,8.5
70000000,6,5,3450,20
33500000,5,4,3800,7.8
11400000,3,3,1300,6.5
8000000,2,1,1000,2
30500000,6,3,3400,16.1
95000000,4,3,3000,19
23000000,4,4,3000,7.25
50000000,10,6,3800,20
8000000,5,2,3000,16.5
36500000,6,2,3900,10.25
25500000,4,3,3000,10
80000000,5,4,3250,25
65000000,7,5,2800,6.9
7500000,3,2,1100,7
8000000,3,1,1800,14
25000000,4,4,2090,8.5
16000000,3,3,1600,10
11800000,3,3,1500,8
22500000,4,4,2800,8
19800000,4,4,2400,8
22500000,4,4,3200,8.5
24500000,5,5,3600,10
37000000,5,5,3800,10.2
35000000,6,4,4000,10
25000000,3,3,1000,6.45
50000000,5,4,3250,25
90000000,5,6,6300,18
10000000,2,1,700,7.5
6500000,2,2,1000,5.6
36500000,4,4,2800,10
55000000,5,4,4100,11.5
28800000,4,5,3500,6.5
33000000,4,4,3000,10
68000000,6,6,5300,21
45500000,5,4,4600,10
33000000,6,3,3900,10
44000000,4,3,3000,7.5
19000000,4,2,1200,4
100000000,4,4,6900,35
8500000,4,3,1800,7.8
30000000,4,4,2680,8
6500000,2,1,900,7
29500000,4,4,3510,9
39000000,6,3,4000,7.1
57500000,5,5,3800,20
6200000,4,1,1350,10
30000000,4,3,750,2.8
8500000,3,1,2383,10.5
23500000,4,2,1950,6
23500000,4,2,1950,6
65000000,5,5,5000,14
47500000,5,4,4000,15
9500000,4,2,2000,7.5
32500000,4,4,2900,8
46000000,5,4,4000,10
23000000,5,2,2500,8.6
11400000,3,2,1500,9.3
6500000,2,1,700,2.5
47500000,5,4,4400,10.2
18000000,3,4,2350,8.9
19800000,4,4,2400,8
31000000,4,5,4000,10
40000000,5,3,3500,11
17000000,4,3,2100,6.2
28500000,4,2,2000,10
34000000,4,4,3300,8
14000000,3,3,1800,10
13000000,3,3,1850,6.1
16500000,3,4,2200,7.1
22500000,4,3,2500,9
10000000,3,1,1100,12
20000000,4,4,2500,8
45000000,3,2,1500,42
8300000,2,1,1600,12.2
34000000,4,4,3300,8
28000000,5,4,2500,16
85000000,3,2,1800,10
33000000,4,4,3200,10
11800000,3,3,1400,9
18000000,3,1,2000,7
21500000,4,3,2200,6.5
32000000,4,4,3000,9.2
33000000,6,6,3800,12
18500000,3,3,2400,10
18000000,5,3,3000,10
7000000,2,1,1400,6
8300000,5,1,800,2.6
50000000,8,6,3000,12
35800000,4,4,3500,10.5
13000000,4,2,2000,11.5
33000000,6,6,3900,12
25000000,4,4,2700,7
34000000,4,4,3300,8
43000000,4,4,3000,6.25
9000000,2,1,1250,6
16200000,2,1,1500,10.5
12500000,3,2,1300,6.5
14000000,3,3,1850,12
21000000,5,3,3000,12
96660000,6,3,2500,17.9
10500000,7,4,2500,10
45000000,4,3,3300,7
33000000,4,4,2900,8
13500000,3,1,1500,7
19800000,4,4,2400,8
7950000,3,1,1400,7
27500000,2,1,1200,8.5
8900000,3,2,1380,6
26000000,4,2,2700,13
7900000,3,1,1300,9.5
7800000,2,2,1000,6
7000000,3,2,2450,10
8000000,2,1,1100,6
19000000,4,2,2300,8.8
7000000,2,1,1300,8
6800000,2,1,1000,28.3
20000000,4,3,3300,7.5
57000000,4,5,4500,10
23000000,5,2,2500,8.6
32500000,4,4,3200,10
22000000,4,4,2450,7
26000000,4,4,2900,10
18000000,3,3,1800,10.5
9000000,2,1,2000,9
6500000,3,2,1048,10.5
4400000,2,1,800,8.6
19000000,3,3,2400,10
26000000,6,4,2800,10
23200000,5,3,3000,14.5
8800000,5,2,1900,5.3
29500000,8,4,1139,25
45000000,4,5,3300,7
2950000,1,1,920,3.5
7500000,3,2,1200,7
7000000,3,1,1800,20
33000000,4,4,2900,8
8990000,3,1,1800,27.8
60000000,6,5,6500,23
29000000,3,2,1600,17
41000000,4,4,3600,30
45000000,4,4,3700,15
22000000,4,4,2450,7
19500000,6,5,2700,10
104000000,4,4,3500,40
8400000,3,2,1300,7.4
13500000,3,2,1800,11
38250000,3,2,2600,34
18000000,4,4,2200,7
89000000,4,3,2500,10.8
45000000,4,5,3500,7
9500000,3,1,1800,16.5
14500000,2,1,1340,6
6250000,3,2,1000,5.5
23500000,3,2,2500,10.5
15000000,3,2,2600,10.3
29000000,4,3,3600,10
82000000,4,4,4500,8
164000000,8,8,9000,16
70000000,4,4,4000,10
16000000,4,2,1700,10
23000000,3,2,1800,26
6800000,3,2,1200,10
26000000,3,2,2500,6.4
18000000,4,4,2200,7
33500000,5,4,4200,7
85000000,5,4,4400,24.25
12500000,4,3,1800,6.1
17500000,4,2,1795,15.37
29500000,3,2,2700,15
12000000,4,3,1400.8,8.5
28800000,5,4,3600,8.2
18000000,4,4,2200,8
28000000,4,4,3600,10
30000000,5,4,3500,16
3600000,3,2,700,10
20000000,3,1,1750,20
19000000,5,2,1652,4.66
5500000,3,1,1000,12
22500000,4,3,2500,8.8
25500000,4,3,3000,10
12900000,4,2,1615,7.5
9300000,2,2,1150,7.5
65000000,4,4,3600,10
13000000,4,4,2400,10
11500000,3,2,1400,6.5
75000000,4,4,3000,10
18000000,4,4,2200,8
20000000,4,3,2500,10.8
29500000,4,4,3510,9
45000000,5,5,3280,7.5
21000000,4,4,2650,10.5
29000000,3,3,2800,11
12500000,3,3,1290.08,7.5
20000000,4,2,2500,8
175000000,4,4,4000,21
13800000,2,1,1500,6
40000000,6,3,1800,8
45550000,4,2,1998,14.2
15000000,5,2,2000,8.26
26000000,5,2,2000,13.5
18000000,4,5,2600,8
33500000,6,4,4300,12
5000000,3,1,1300,7.5
9500000,3,1,2500,11.5
14500000,5,3,1950,6.6
6600000,3,1,1300,10.5
19500000,3,3,2400,8.6
7800000,3,2,1275,10
12000000,4,3,1850,4
18000000,4,4,2200,7
27500000,2,2,1500,8
19500000,3,3,2400,10
22000000,4,4,2400,7
30000000,4,3,2900,10
21500000,6,3,3400,11.8
32000000,3,2,2205,7.5
29500000,4,4,3600,9.8
22500000,4,3,2500,5
4300000,3,2,1329,20
24500000,6,3,2500,12.5
30000000,3,2,2700,6
4200000,1,1,1200,7.5
6900000,3,1,1100,10
16500000,5,2,2200,8
160000000,5,5,8000,18
18000000,4,4,2200,7
30000000,5,2,3000,4
45000000,4,5,3600,7
115000000,5,3,3500,43
18700000,3,3,1800,7.13
32500000,5,4,2850,7.5
50000000,5,5,3500,10
26500000,5,5,4000,8
39000000,5,4,2850,6.11
19000000,4,4,2500,7
25500000,4,3,2850,11
4700000,2,2,1500,20
25000000,5,3,6000,10
6000000,3,1,1200,8
3500000,1,1,400,1.5
52000000,5,5,2800,16.45
55000000,6,4,1500,9.92
46000000,4,4,3500,11.8
6800000,3,2,1200,10
3400000,2,1,600,2.2
6800000,2,1,600,4.4
8500000,4,2,1600,10
27500000,8,5,3980,15
20000000,4,3,2450,8
22500000,5,4,2850,6.5
8000000,3,1,1000,9.5
37000000,7,6,3500,10
8000000,4,2,1100,7
9500000,2,1,1250,4.8
20000000,4,3,2500,10.8
6000000,2,1,1361.25,7
16500000,4,2,2750,10
5450000,2,2,900,7
11800000,3,2,3000,11
12500000,3,1,1500,12.5
27500000,6,4,4500,14
39500000,5,5,3000,6.2
