location,price,beds,baths,house_size,land_size,New,Garden,Security,AC,Near Service,Stories,Parking,Luxury,Pantry,Hot Water,Roller Gate,CCTV,Tiled,Designed,TV Lobby
7,23000000,5,2,2500,8.6,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
25,6900000,4,2,1500,10,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
12,40000000,20,20,1500,70,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
4,50000000,3,2,2500,6.5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
22,16500000,6,3,2800,18,1,1,0,0,1,2,1,1,1,0,1,0,1,1,0
28,39500000,4,4,4000,20,1,0,0,0,1,3,1,0,1,0,0,0,0,0,0
7,27500000,4,4,3000,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
22,16000000,4,4,3200,7.2,1,1,0,0,1,3,1,1,1,1,0,0,0,0,0
9,19500000,4,3,2850,7.5,1,0,0,1,0,2,1,1,1,1,1,0,0,1,1
33,9600000,3,2,650,5.9,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
31,220000000,4,4,4000,14.5,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0
12,45000000,3,2,2000,5.6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
23,21000000,4,3,2000,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
30,57000000,5,5,3000,10.5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
17,6900000,2,2,1077,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,9500000,3,1,2000,9.7,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
24,37500000,3,3,3200,6,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
25,11200000,3,3,1580,8,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
30,28500000,4,3,2500,6,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
34,60000000,4,3,2000,13.1,0,0,0,1,1,3,1,1,1,1,1,0,0,1,0
17,18000000,3,3,2300,6.5,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
31,47000000,5,3,4500,7.9,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0
29,7900000,3,3,1600,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
18,17500000,4,2,714,5.35,0,0,0,1,0,2,0,1,1,0,0,0,1,0,1
1,10000000,2,1,700,7.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
25,9000000,3,3,1480,7.5,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
31,14000000,3,2,800,10.02,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
30,160000000,8,2,4000,12,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0
23,26500000,3,2,1700,7.5,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
5,18000000,5,2,1582,5.4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
31,21000000,3,2,1950,11.8,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
16,52500000,4,3,4500,12,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
23,14000000,3,1,800,3.8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
24,40000000,4,4,3000,6,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0
21,60000000,3,3,1000,120,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
30,39000000,4,4,3600,30,1,0,0,0,1,3,1,1,1,1,1,0,0,0,0
17,28500000,5,4,3500,10,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
25,7900000,3,2,2000,10,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
19,6800000,2,2,1200,4.2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
17,24000000,4,4,2900,7,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
17,22500000,4,4,2800,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
17,30000000,4,4,2900,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
36,2500000,2,1,1400,4,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
7,36000000,4,3,3050,10.5,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0
11,31000000,5,4,38000,7.5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
22,10900000,2,2,865,11.95,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
4,120000000,6,4,3500,11,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
31,29000000,4,3,2800,8.33,1,1,0,0,0,2,1,1,1,0,1,0,1,0,1
12,55000000,4,3,3000,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
11,41000000,4,4,3750,17,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
9,26000000,5,4,3300,8.5,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
1,19000000,3,3,2400,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
23,11500000,3,1,900,8,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
9,8300000,2,1,1600,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
24,29500000,3,4,2600,6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
17,23000000,4,4,2800,9,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
17,23000000,3,3,2400,10,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
17,11800000,3,3,1500,8,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
17,21000000,4,4,2450,7,1,1,0,0,0,2,1,0,1,0,0,0,1,0,0
11,20000000,5,3,2900,10.5,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
23,20000000,4,4,2680,4.5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
22,8900000,3,2,1450,10,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0
22,24000000,5,4,3400,11.5,1,1,0,1,1,2,1,1,1,1,1,0,0,0,0
32,95000000,3,3,5000,12,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
12,147500000,5,3,2500,11.6,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
18,115000000,5,3,4012,43,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
31,120000000,5,4,3000,22,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
7,31500000,4,3,3150,6.5,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
7,17500000,6,3,2200,6.7,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
17,46000000,4,4,3500,11.8,1,1,0,1,1,2,1,1,1,1,1,0,0,0,0
10,25000000,2,2,800,6.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
11,38000000,3,3,5000,21.8,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
16,7285000,3,2,1072,6,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
16,18000000,3,3,2650,8,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
7,34000000,4,3,3500,6.3,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
36,9000000,2,1,1100,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
22,16500000,5,2,2524,8.5,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
9,31000000,4,5,4000,10,1,1,0,0,0,3,1,0,1,0,0,0,0,0,0
1,19500000,5,3,3200,11.5,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0
11,32500000,4,4,3200,10,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0
1,25000000,4,2,2500,14,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1,22000000,5,4,2900,9.8,0,0,1,1,1,2,1,1,1,1,1,1,0,1,1
18,30000000,5,4,3500,16,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
9,19000000,4,4,2400,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
18,50000000,6,5,3600,17.6,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0
24,55000000,5,6,3750,12,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
8,6500000,3,1,1000,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
9,13500000,3,3,1650,10,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
24,34000000,2,2,1300,7.2,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
9,28000000,5,4,2500,16,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
36,27500000,5,2,2300,5,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0
11,16500000,2,2,1000,6,1,0,0,0,0,2,1,1,1,0,0,0,1,0,0
17,25000000,4,3,2240,10,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0
17,30000000,5,4,2600,10,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0
25,14500000,5,2,3000,25.5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
11,34000000,4,4,3300,8,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0
17,21500000,4,3,2850,6,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
11,21500000,4,3,2200,6.5,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
1,24800000,4,4,2500,7,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
18,18000000,3,3,1800,10,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
8,12000000,3,3,2722.5,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
1,4800000,1,1,680,3.6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
17,22500000,4,4,2800,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
24,16000000,2,1,1960,7.3,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
17,21000000,4,4,2450,7,1,1,0,0,0,2,1,0,1,0,0,0,1,0,0
17,24000000,4,4,2900,7,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
11,43000000,6,3,2500,20,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
17,18000000,4,4,2200,7,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0
17,16000000,3,3,1600,10,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
24,46000000,4,4,2800,16,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
2,6350000,3,2,1400,5.7,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
18,24000000,4,4,2850,8,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
22,15000000,3,1,1300,11,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
8,22000000,4,3,1820,7.63,0,1,0,1,0,3,1,1,1,0,0,0,0,0,0
1,11500000,3,1,1200,7.5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
17,26500000,5,3,2400,6.35,1,0,0,0,0,2,1,0,1,0,1,0,0,1,1
28,26000000,4,4,3600,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
31,5500000,2,1,850,4.5,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
4,28000000,4,4,1700,3.5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
16,25000000,8,6,3000,18,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
11,18500000,4,2,1850,17,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
18,37000000,4,4,2900,10,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0
35,65000000,7,7,5000,15,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
24,42500000,6,3,3000,5.9,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
11,53000000,5,4,4000,10.25,1,0,0,0,0,2,1,1,1,0,0,0,0,1,0
11,21000000,4,3,2650,11,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
8,8900000,3,2,1200,10,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
30,13500000,3,2,900,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
22,11500000,3,2,1300,7.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
22,8500000,3,2,1250,8,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
29,3600000,2,1,1200,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
34,20000000,5,4,4000,18,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
18,36000000,3,3,3000,9,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
33,18000000,5,3,2000,7.23,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0
11,27500000,5,4,3500,10,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
1,13000000,3,3,1200,10,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0
33,21000000,4,2,2000,7.3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
22,12000000,1,1,1480,10.7,0,0,0,1,1,2,1,1,1,1,1,0,0,0,0
9,8500000,3,2,1320,10.4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
25,8000000,2,1,1250,7.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17,16000000,6,3,4500,12,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0
17,30000000,4,4,2900,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
22,31500000,4,3,2150,8.7,1,1,0,1,0,2,1,1,1,1,1,0,1,0,1
18,16500000,3,4,2200,7.1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
17,12800000,3,3,1300,7.9,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
2,21500000,3,2,1200,11,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
17,33000000,6,6,3900,12,1,1,0,0,0,3,1,0,1,0,0,0,0,0,0
1,9800000,3,2,1500,6,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
1,14200000,3,3,1580,10,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
9,19000000,4,4,2620,8,1,1,0,0,1,2,1,0,1,0,1,0,0,0,0
24,45000000,3,2,2000,9.6,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
18,7000000,2,1,1497,6,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
1,9800000,3,3,2100,7.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
9,19000000,4,4,2600,8.5,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1
7,27500000,4,3,2550,8.5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
9,18000000,4,4,2200,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
31,29000000,4,3,2800,8.33,1,1,0,0,0,2,1,1,1,0,1,0,1,0,1
24,135000000,6,5,5000,28.3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
27,275000000,4,6,3120,13.5,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
24,12500000,2,1,1000,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,35000000,4,4,3150,8,1,0,0,0,1,3,1,1,1,0,0,0,0,0,0
17,19000000,3,3,2400,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
17,26000000,5,5,4000,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
18,18000000,3,3,1800,10,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
17,21000000,4,4,2450,7,1,1,0,0,0,2,1,0,1,0,0,0,1,0,0
17,20000000,4,4,2500,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
17,24000000,4,4,2900,7,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
17,22500000,4,4,2800,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
9,8300000,2,1,1600,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
22,13200000,3,3,1600,12,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
9,27000000,5,4,5480,12.8,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0
17,16000000,3,3,1600,10,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
17,18000000,4,4,2200,7,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0
17,26000000,5,4,3300,8.5,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
17,23000000,4,4,2800,9,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
18,14900000,2,2,1000,7,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
19,230000000,4,2,1890.4,19.5,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0
22,17500000,4,4,2800,10,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0
17,46000000,4,4,3500,11.8,1,1,0,1,1,2,1,1,1,1,1,0,0,0,0
18,45000000,5,5,3280,7.5,1,0,1,1,1,3,1,1,1,0,0,1,0,0,1
22,23500000,5,5,3400,9.5,1,0,1,1,1,3,1,1,1,0,0,1,1,1,0
31,39500000,5,4,3200,6.2,1,0,1,0,1,3,1,1,1,1,0,1,0,0,0
1,26000000,4,4,3800,10,1,1,1,1,1,2,1,1,1,0,1,1,0,1,0
23,29000000,4,4,2500,4,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0
23,25000000,3,4,1500,4,1,1,0,0,0,2,1,0,1,0,1,0,1,0,0
33,85000000,7,6,5000,19,0,1,0,0,0,2,1,1,1,0,0,0,0,1,0
21,3800000,4,1,1200,12,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
22,18500000,4,4,2000,9,1,1,1,0,1,2,1,0,1,0,1,1,0,0,0
11,21500000,4,3,2850,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9,6700000,1,2,11000,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17,26000000,5,4,2850,8.5,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1
8,12000000,4,3,1800,8.5,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
22,21000000,4,3,2200,7,1,0,1,1,1,2,1,1,1,1,0,1,0,0,0
17,22500000,4,4,2850,8,1,0,0,0,1,2,1,1,1,0,1,0,0,0,0
17,18800000,4,4,2250,6.5,1,0,1,1,0,2,1,1,1,1,1,1,0,0,0
28,12500000,3,2,1700,10,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
9,40230000,3,2,2600,27,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
28,26000000,3,2,2750,35,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
24,41000000,4,3,2000,6,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
22,13000000,3,2,1600,11.5,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
9,11450000,3,3,1340,9.3,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0
16,27000000,4,2,2500,8.35,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0
9,29500000,4,3,4500,11,1,0,0,0,1,2,1,1,1,0,1,0,1,0,0
17,21000000,4,4,2450,7,1,1,0,0,0,2,1,0,1,0,0,0,1,0,0
18,45000000,4,3,3500,10,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
1,20000000,4,3,2850,10.8,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0
22,39500000,5,4,3500,13,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
22,47500000,4,3,2650,20,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
9,8700000,3,2,1340,9.5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
16,55000000,5,4,4100,11.5,1,0,0,0,0,3,1,1,1,0,0,0,0,1,0
11,26500000,4,3,1800,6,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1
25,7800000,2,1,1200,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2,15900000,4,3,3900,11,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0
24,47000000,5,4,4800,8,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0
1,13800000,3,3,1750,10,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
7,31500000,5,3,3700,6.5,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1
17,140000000,5,5,4800,52,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
11,25000000,4,4,2650,10,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
7,33000000,4,4,4200,13.5,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1
22,10500000,3,2,900,4,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
24,40000000,6,3,2500,7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
22,47500000,12,7,6500,13.5,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
9,11000000,3,2,2000,7,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0
1,14200000,3,3,1650,10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
11,22000000,6,3,3500,13.8,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1
2,22750000,3,3,2600,7,1,0,0,0,1,2,1,1,1,1,1,0,1,1,1
17,20000000,4,4,2500,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
22,12800000,3,3,1350,7.67,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0
7,38000000,7,5,6000,13,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
17,46000000,5,4,4500,11,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0
6,2500000,2,1,900,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12,300000000,5,5,7000,12,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
21,14000000,3,3,2000,8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
25,17000000,5,2,2950,11.9,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0
16,6800000,4,2,1200,6,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0
9,18000000,2,2,2500,18.2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
11,30000000,4,4,3000,10,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
3,7000000,2,1,1200,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
17,42000000,5,4,2500,20,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
19,12000000,2,1,5000,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2,18000000,3,2,1800,8,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0
20,5000000,2,1,1200,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17,19000000,3,4,2400,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
17,30000000,4,4,3900,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
25,9000000,3,3,1480,7.5,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
33,33000000,4,4,2700,8,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0
15,22000000,3,3,2550,10,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0
