location,price,beds,baths,house_size,land_size,cluster
38,25500000,4,4,2500.0,7.5,0
35,15500000,3,3,1850.0,7.0,0
29,28000000,2,2,2200.0,13.5,0
18,25000000,3,3,1500.0,6.5,0
28,17800000,3,3,1800.0,10.0,0
31,55000000,5,3,2600.0,15.0,2
3,67500000,5,3,3500.0,16.6,2
35,11500000,3,2,1650.0,6.0,0
38,34000000,4,4,3100.0,8.0,0
35,21500000,5,4,3450.0,9.5,0
37,40000000,5,3,3000.0,20.0,0
28,25000000,5,3,2650.0,19.0,0
1,11000000,3,2,1250.0,6.5,0
20,7000000,3,1,830.0,6.0,0
28,17800000,3,3,1800.0,10.0,0
25,9850000,3,2,1500.0,7.25,0
38,100000000,6,4,4000.0,17.0,2
35,22500000,5,4,3580.0,11.0,0
35,15000000,4,3,2200.0,9.0,0
22,7500000,4,1,1600.0,15.0,0
25,13800000,3,3,2650.0,9.0,0
35,8200000,3,2,1550.0,11.5,0
39,6000000,2,1,890.0,4.0,0
28,3000000,1,1,350.0,2.5,0
28,24000000,4,4,2600.0,8.0,0
34,16000000,3,2,2200.0,10.0,0
25,62500000,6,5,5000.0,15.0,2
36,87000000,3,3,4000.0,9.2,2
25,11000000,3,2,1480.0,9.0,0
1,23000000,4,4,2650.0,8.0,0
3,160000000,4,5,5300.0,56.0,1
32,71145000,4,2,2500.0,27.9,2
17,18000000,6,3,2800.0,3.0,0
4,16500000,3,2,1500.0,10.3,0
25,15000000,4,4,2000.0,8.0,0
25,35000000,5,4,2500.0,20.0,0
28,28500000,5,5,3100.0,10.0,0
4,82000000,7,5,6000.0,37.0,2
25,5800000,2,2,1100.0,6.2,0
3,7800000,2,1,950.0,6.0,0
18,54000000,5,4,3800.0,12.3,2
35,11500000,3,2,2100.0,6.0,0
18,90000000,5,5,3500.0,14.0,2
3,40000000,5,4,3200.0,12.5,0
35,22000000,4,4,2878.0,8.0,0
28,24000000,4,4,2600.0,8.0,0
35,19000000,4,3,3000.0,8.5,0
11,18500000,4,2,1900.0,10.0,0
22,8800000,3,2,1400.0,7.5,0
34,24000000,4,4,3600.0,10.0,0
35,22500000,5,4,3600.0,8.5,0
35,26000000,4,4,3140.0,7.5,0
25,32000000,4,2,4200.0,11.5,0
32,100000000,6,5,6000.0,22.0,2
35,8000000,2,1,1000.0,14.5,0
28,10500000,3,3,1450.0,10.0,0
30,38000000,5,4,3200.0,6.11,0
35,17500000,4,4,2950.0,9.5,0
25,18800000,3,2,1197.0,7.5,0
28,28500000,4,4,2900.0,8.0,0
26,69500000,4,3,4000.0,11.8,2
35,48000000,4,4,3500.0,25.0,0
25,22500000,5,4,3500.0,8.5,0
28,17800000,3,3,1700.0,10.0,0
25,16000000,5,2,1500.0,12.86,0
35,15000000,3,3,1680.0,10.5,0
22,17500000,4,3,2100.0,9.0,0
39,7500000,2,2,900.0,3.0,0
1,17500000,3,3,2300.0,7.5,0
1,16500000,4,3,2200.0,8.0,0
1,13000000,3,3,1650.0,7.5,0
1,11000000,3,3,1250.0,7.3,0
20,38250000,3,2,2600.0,34.0,0
26,33000000,5,3,2760.0,4.2,0
28,16000000,3,3,1800.0,10.0,0
28,26000000,4,4,3200.0,8.0,0
38,33000000,4,3,2500.0,7.7,0
35,21500000,5,3,3140.0,8.2,0
38,29000000,4,4,3500.0,13.0,0
28,22000000,4,3,2250.0,6.0,0
38,45000000,4,4,4000.0,10.5,0
28,28000000,4,4,2800.0,8.0,0
32,47500000,6,2,3500.0,23.8,0
35,26000000,5,4,3500.0,11.5,0
4,25500000,5,4,3645.0,11.0,0
35,22500000,4,3,3600.0,9.0,0
1,27000000,5,4,5400.0,12.8,0
28,26000000,5,4,4100.0,8.0,0
28,17500000,4,3,2200.0,7.5,0
4,18500000,4,2,2450.0,10.0,0
27,60000000,4,3,3000.0,31.0,2
35,15500000,3,3,2010.0,7.0,0
35,12000000,3,3,1500.0,8.0,0
39,6500000,2,2,816.0,3.0,0
1,29000000,4,4,4000.0,10.0,0
36,17000000,3,2,1500.0,15.5,0
28,23000000,4,4,2450.0,7.25,0
38,23000000,4,3,2650.0,15.0,0
28,24000000,4,4,2650.0,8.0,0
35,22000000,4,4,2970.0,8.0,0
22,8800000,3,1,1280.0,12.0,0
26,49280000,3,2,1200.0,15.4,0
35,8000000,5,2,2000.0,6.0,0
4,38000000,4,3,2600.0,13.2,0
1,27000000,5,4,5400.0,12.8,0
3,30000000,5,5,4000.0,8.0,0
35,22500000,5,4,3145.0,9.0,0
0,19000000,4,2,1600.0,9.0,0
32,14500000,4,4,2100.0,4.0,0
35,7900000,2,1,1250.0,11.0,0
1,13000000,3,2,1800.0,7.0,0
29,26000000,4,4,2500.0,6.0,0
0,33000000,6,3,4650.0,7.1,0
25,10000000,2,1,1420.0,9.0,0
28,16000000,3,3,1550.0,10.0,0
35,22500000,5,4,3256.0,9.0,0
38,25500000,4,4,2850.0,7.5,0
18,46000000,5,4,3000.0,6.0,0
31,85000000,6,6,4500.0,14.0,2
1,17500000,4,4,2200.0,8.0,0
31,61000000,3,3,3000.0,12.5,2
35,9000000,3,1,1150.0,8.5,0
27,42000000,4,4,2850.0,11.0,0
21,6000000,2,1,614.0,7.0,0
35,22000000,4,3,2200.0,8.0,0
30,80000000,4,3,5000.0,13.3,2
35,22500000,5,4,3025.0,9.0,0
0,17000000,5,2,1200.0,6.5,0
1,11000000,3,2,1800.0,6.0,0
26,9800000,3,2,2800.0,7.8,0
25,25000000,4,4,2800.0,10.0,0
37,28500000,3,3,3000.0,3.5,0
35,11500000,3,2,1650.0,6.0,0
22,11200000,3,3,1250.0,7.0,0
28,28000000,7,3,3600.0,20.0,0
21,18000000,3,3,1400.0,22.0,0
32,27000000,4,3,2950.0,10.5,0
28,23500000,4,4,2400.0,7.0,0
35,28000000,4,4,3332.0,21.0,0
1,18000000,2,2,2500.0,18.2,0
28,16500000,4,3,2250.0,10.5,0
27,20000000,4,3,3200.0,9.1,0
28,36000000,5,4,3800.0,8.6,0
18,46000000,5,4,3150.0,8.0,0
33,3500000,3,1,1500.0,20.0,0
38,15000000,4,1,1200.0,10.0,0
35,9000000,2,1,1500.0,7.5,0
1,18000000,4,4,2100.0,7.3,0
13,170000000,5,5,4600.0,8.5,1
1,19500000,4,4,2400.0,10.0,0
35,14000000,5,2,2000.0,17.6,0
30,29500000,6,4,2000.0,6.4,0
35,22500000,4,4,2650.0,5.5,0
36,65000000,5,3,3000.0,17.0,2
35,32490500,5,6,5306.0,60.0,0
14,37500000,4,4,2000.0,10.0,0
25,15000000,3,2,2650.0,10.0,0
36,65000000,5,5,4000.0,11.2,2
35,22500000,5,4,3245.0,9.0,0
35,30000000,5,4,4500.0,16.0,0
16,38000000,4,3,3000.0,6.68,0
27,30000000,5,4,3400.0,10.0,0
35,17000000,3,2,2000.0,12.5,0
32,38500000,6,4,3100.0,9.85,0
28,29000000,4,4,4000.0,10.0,0
28,15000000,3,3,2400.0,6.0,0
34,25000000,4,4,2800.0,7.2,0
28,11800000,3,3,1450.0,10.0,0
32,80000000,5,4,5000.0,25.5,2
35,26000000,4,4,3000.0,7.5,0
1,15000000,4,3,1900.0,8.0,0
1,13000000,3,2,1600.0,10.0,0
28,30000000,4,3,3100.0,10.0,0
34,25000000,4,4,2800.0,10.0,0
28,24000000,4,4,2850.0,7.0,0
35,16000000,4,2,2200.0,6.5,0
35,7900000,2,1,1100.0,6.0,0
22,22000000,4,2,2250.0,14.2,0
30,225000000,4,3,1500.0,4.0,1
28,16000000,3,3,1600.0,10.0,0
38,13500000,3,3,1450.0,10.0,0
33,16500000,7,3,2800.0,15.0,0
38,8200000,2,1,1100.0,7.0,0
35,22000000,4,3,2200.0,8.0,0
28,23500000,4,3,2650.0,7.25,0
35,11500000,3,3,1300.0,7.0,0
35,29500000,4,3,2850.0,25.1,0
29,8500000,3,1,1400.0,7.9,0
28,29000000,4,4,4000.0,10.0,0
1,12000000,3,2,1200.0,7.0,0
35,22000000,4,3,2200.0,8.0,0
35,21000000,4,4,3200.0,9.6,0
3,80000000,4,4,5000.0,14.0,2
1,22000000,5,3,3500.0,8.0,0
28,25500000,4,4,2850.0,7.5,0
22,21000000,3,4,2500.0,11.0,0
35,8000000,2,1,1000.0,14.5,0
35,22000000,4,4,3145.0,10.0,0
22,9500000,2,2,2300.0,14.8,0
25,25000000,4,4,2800.0,7.2,0
35,24500000,6,3,3420.0,10.0,0
35,15000000,4,3,1657.0,13.0,0
35,17500000,4,4,2850.0,9.5,0
35,11300000,3,2,1300.0,7.0,0
35,38000000,4,4,3300.0,9.0,0
31,43000000,4,4,3500.0,7.0,0
35,15000000,4,3,1680.0,13.0,0
1,11000000,3,2,1200.0,6.0,0
1,7500000,3,1,1000.0,7.5,0
28,16000000,3,2,3200.0,9.0,0
35,16000000,4,2,2200.0,6.5,0
1,22500000,3,2,1500.0,15.0,0
31,65000000,5,3,3000.0,14.0,2
34,25000000,4,4,2800.0,10.0,0
27,28000000,4,3,1400.0,6.5,0
13,39000000,4,3,4200.0,10.5,0
32,11500000,3,1,1200.0,7.0,0
38,48000000,4,3,2850.0,31.0,0
27,42000000,5,3,4100.0,14.3,0
35,21500000,4,3,2400.0,10.5,0
28,24000000,4,4,2650.0,8.0,0
4,32500000,5,4,4000.0,15.5,0
25,37500000,6,4,4000.0,10.0,0
20,13800000,4,2,1800.0,20.0,0
34,25000000,4,4,2800.0,10.0,0
35,21000000,4,4,3001.0,8.0,0
35,21000000,4,4,3000.0,8.0,0
39,7900000,6,2,1800.0,7.0,0
20,6000000,2,1,1500.0,10.0,0
4,33000000,5,4,3456.0,8.0,0
25,14000000,3,3,1200.0,11.65,0
35,22500000,5,4,3600.0,10.0,0
0,8500000,2,1,2250.0,10.24,0
35,45000000,5,4,4700.0,17.0,0
28,16500000,5,4,3000.0,11.0,0
28,21000000,4,4,2650.0,7.0,0
35,22000000,4,4,3145.0,10.0,0
1,15000000,3,3,2400.0,6.0,0
35,19000000,4,3,3142.0,8.5,0
34,26000000,4,4,3600.0,7.5,0
1,12000000,3,2,1200.0,7.0,0
35,17500000,4,4,2000.0,9.0,0
1,7000000,3,2,1100.0,12.0,0
27,42250000,8,8,4200.0,11.5,0
20,14000000,3,2,2000.0,20.9,0
18,18000000,3,2,2000.0,2.45,0
28,20000000,3,1,4560.0,11.5,0
33,8500000,2,2,1400.0,12.0,0
38,42000000,4,3,3500.0,10.0,0
3,45000000,6,3,5000.0,20.0,0
1,11000000,3,3,1250.0,7.3,0
39,9000000,3,2,1700.0,3.0,0
27,28000000,4,2,3260.0,7.8,0
39,4600000,2,1,1000.0,3.25,0
28,24000000,4,4,2660.0,7.0,0
34,12000000,2,1,1506.34,12.0,0
32,38000000,4,3,3200.0,9.0,0
21,6200000,2,2,1050.0,12.0,0
27,8800000,2,1,1200.0,6.0,0
35,28000000,4,3,3332.0,21.0,0
35,25500000,5,4,3850.0,11.0,0
28,17800000,3,3,1700.0,10.0,0
22,12200000,3,3,1350.0,7.5,0
1,14200000,3,4,1800.0,7.0,0
32,45000000,3,2,2000.0,11.5,0
35,22500000,5,4,3200.0,9.0,0
20,16500000,4,2,2400.0,10.0,0
1,13000000,3,3,1650.0,7.5,0
35,34000000,5,4,3850.0,10.0,0
1,19500000,4,4,2400.0,10.0,0
18,55000000,10,6,11400.0,12.0,2
21,22500000,3,1,2500.0,36.0,0
9,55000000,4,4,4500.0,15.5,2
34,29000000,4,2,3500.0,8.5,0
20,4800000,2,1,1200.0,26.5,0
35,26000000,4,4,3500.0,7.5,0
28,10500000,3,3,1450.0,10.0,0
28,17000000,4,4,2400.0,8.0,0
38,45000000,5,4,4100.0,10.0,0
27,35000000,5,2,3000.0,15.0,0
18,15000000,4,2,2000.0,5.0,0
22,8000000,3,1,900.0,7.4,0
34,29500000,5,3,2350.0,10.0,0
35,14700000,3,3,2001.0,8.6,0
18,46000000,5,4,3000.0,8.0,0
14,100000000,7,5,2800.0,12.5,2
35,19000000,4,3,3500.0,10.0,0
25,14800000,3,2,1900.0,8.7,0
28,13000000,3,2,1200.0,8.5,0
35,17500000,4,4,2300.0,9.0,0
22,13700000,3,3,1425.0,10.0,0
25,14700000,3,3,2146.0,8.7,0
38,42000000,4,4,3500.0,10.0,0
3,36000000,4,4,4000.0,10.75,0
35,22500000,4,3,3600.0,9.0,0
35,15500000,4,3,1700.0,12.77,0
26,22000000,3,2,1200.0,7.5,0
25,14000000,4,4,1800.0,6.0,0
25,19000000,4,3,3500.0,10.0,0
35,13700000,3,3,1502.0,10.0,0
26,22000000,4,4,1600.0,7.0,0
20,12500000,4,2,2800.0,24.8,0
4,68000000,10,5,6300.0,15.21,2
38,26500000,4,4,3500.0,6.4,0
25,17000000,4,3,2400.0,10.0,0
28,18000000,4,4,2400.0,8.0,0
25,24000000,4,4,2800.0,10.0,0
35,15000000,3,2,2300.0,7.0,0
38,57500000,4,4,3600.0,10.0,2
28,24000000,4,4,2700.0,8.0,0
28,29000000,5,5,3100.0,10.0,0
4,27000000,4,3,2700.0,8.5,0
20,15000000,4,2,2800.0,28.0,0
28,27000000,3,2,1500.0,10.0,0
28,22000000,4,4,2700.0,11.6,0
39,6800000,3,1,800.0,3.4,0
35,13800000,3,3,2100.0,8.6,0
32,80000000,7,7,5900.0,10.0,2
3,80000000,4,4,5000.0,14.0,2
4,36500000,4,2,1000.0,8.0,0
22,16000000,4,3,2400.0,8.5,0
28,16000000,3,3,1650.0,10.0,0
36,4800000,2,1,612.56,2.25,0
25,13500000,3,3,1650.0,10.0,0
35,21000000,4,3,2400.0,7.0,0
1,12000000,3,3,1400.0,10.0,0
12,140000000,6,4,4000.0,12.77,2
22,6000000,3,2,1000.0,9.5,0
28,31000000,5,4,4100.0,12.65,0
28,18000000,4,4,1850.0,7.3,0
2,10000000,4,2,1200.0,41.0,0
29,8800000,3,1,900.0,6.0,0
14,12000000,3,3,1520.0,8.0,0
30,50000000,4,3,3200.0,11.2,0
1,38250000,3,2,2500.0,34.0,0
35,22500000,5,4,3007.0,9.0,0
35,17500000,4,4,2000.0,9.0,0
38,23500000,3,2,1300.0,12.5,0
38,44000000,4,4,3890.0,10.0,0
26,115000000,4,4,4500.0,32.8,2
35,15000000,4,4,1650.0,13.0,0
28,28000000,7,3,3650.0,20.0,0
25,26000000,3,1,2500.0,22.8,0
34,14000000,2,1,934.0,12.0,0
27,29500000,4,4,3100.0,8.0,0
35,21500000,4,4,2200.0,7.0,0
32,33000000,3,2,2000.0,6.1,0
35,21000000,4,4,3012.0,8.0,0
25,12000000,3,2,1200.0,6.5,0
37,77500000,8,6,6000.0,12.0,2
3,28000000,6,3,2000.0,15.4,0
32,60000000,4,4,2500.0,26.85,2
28,9000000,2,1,1800.0,17.6,0
13,150000000,4,2,2500.0,10.0,1
25,19500000,4,4,1900.0,6.5,0
35,15000000,4,3,1589.0,13.0,0
34,25500000,5,4,3140.0,10.0,0
20,4900000,3,1,1800.0,11.0,0
35,13800000,3,3,1420.0,10.0,0
22,21500000,5,4,2980.0,8.2,0
28,27000000,3,2,1500.0,10.0,0
3,180000000,5,5,6600.0,38.0,1
28,24000000,4,4,2650.0,8.0,0
0,5000000,3,1,2600.0,10.0,0
35,21500000,5,4,2890.0,8.2,0
28,18000000,4,4,2150.0,7.3,0
35,34000000,5,4,3785.0,10.0,0
35,25500000,5,4,3750.0,11.0,0
20,24500000,4,4,3300.0,8.0,0
28,24000000,4,4,2400.0,8.0,0
28,105000000,5,5,6600.0,40.0,2
28,16800000,4,3,2400.0,6.3,0
3,37000000,5,5,3800.0,7.5,0
35,22000000,4,4,3042.0,10.0,0
35,17500000,4,3,2900.0,8.5,0
18,80000000,9,9,4500.0,20.0,2
20,12500000,2,1,915.0,6.85,0
29,18000000,2,1,1350.0,15.3,0
28,16500000,3,3,1800.0,10.0,0
36,43000000,4,5,3000.0,6.0,0
3,6500000,2,1,1497.0,6.0,0
22,12000000,3,3,1500.0,8.0,0
3,39000000,4,3,3200.0,9.0,0
35,22000000,4,4,2750.0,8.0,0
28,16000000,3,3,1600.0,10.0,0
35,21500000,5,3,2500.0,8.2,0
22,22500000,5,4,3275.0,9.0,0
38,15000000,4,3,1700.0,8.0,0
4,30000000,4,3,3000.0,6.0,0
28,22000000,4,4,2650.0,11.7,0
28,6900000,2,2,1077.0,3.5,0
25,27000000,5,3,4000.0,15.0,0
26,48000000,3,2,2000.0,20.0,0
35,15000000,4,2,2500.0,10.0,0
35,27000000,4,3,3456.0,9.5,0
30,33000000,4,4,2200.0,6.6,0
22,14500000,6,2,2695.0,17.0,0
35,34000000,5,4,4500.0,10.0,0
20,8000000,4,1,2500.0,7.5,0
21,10500000,3,2,1500.0,9.0,0
29,18500000,4,3,2200.0,8.0,0
3,39000000,5,5,4200.0,11.0,0
22,11800000,3,3,1550.0,10.0,0
35,21000000,5,4,3245.0,6.7,0
3,35000000,5,4,3500.0,7.0,0
25,22500000,5,4,3600.0,8.5,0
31,65000000,3,3,2300.0,12.45,2
35,32000000,5,4,4700.0,16.0,0
34,29500000,4,4,3500.0,7.5,0
1,19500000,4,4,2450.0,10.0,0
20,24500000,5,3,3000.0,15.2,0
21,7200000,3,1,1500.0,20.0,0
38,40000000,4,5,3950.0,13.1,0
35,30000000,5,4,4500.0,16.0,0
25,17000000,5,4,2450.0,7.5,0
27,36000000,3,2,3000.0,18.0,0
3,185000000,7,7,11000.0,20.0,1
3,20000000,3,2,1300.0,10.0,0
4,17500000,4,2,2722.5,10.0,0
25,10000000,2,1,800.0,5.5,0
35,16000000,3,2,1700.0,25.0,0
21,5800000,3,2,12000.0,8.0,0
3,35000000,5,4,3500.0,7.5,0
1,13000000,3,3,1650.0,7.5,0
1,23000000,4,4,2650.0,8.0,0
33,11000000,4,1,1200.0,22.2,0
29,47000000,5,2,4500.0,47.0,0
21,10800000,3,2,1500.0,8.2,0
25,23500000,3,1,2000.0,16.0,0
35,17500000,4,4,2400.0,9.0,0
35,17500000,4,4,2756.0,9.5,0
25,21500000,3,3,3000.0,10.5,0
28,53000000,5,4,4000.0,10.0,2
28,23500000,3,3,3000.0,7.1,0
35,11500000,3,2,1650.0,6.0,0
20,29500000,4,3,3800.0,12.5,0
32,32000000,4,2,3000.0,9.7,0
18,50000000,5,4,4000.0,7.9,0
32,7500000,2,1,1200.0,3.0,0
38,35000000,4,3,3400.0,9.6,0
28,28000000,7,3,3650.0,20.0,0
18,15000000,4,3,500.0,1.75,0
26,42000000,3,2,1400.0,20.0,0
35,12000000,3,3,1550.0,8.0,0
3,27000000,4,4,2900.0,10.0,0
35,10500000,3,1,700.0,11.4,0
20,22000000,4,4,2850.0,24.0,0
31,60000000,5,2,3000.0,11.0,2
35,34000000,5,4,4500.0,10.0,0
3,48500000,4,4,3500.0,10.5,0
28,16500000,4,4,2200.0,10.0,0
38,34000000,4,4,3100.0,8.0,0
32,47500000,4,3,3600.0,15.0,0
32,45000000,5,3,3000.0,10.0,0
3,200000000,5,5,8000.0,23.0,1
1,19500000,4,4,2400.0,10.2,0
22,23000000,6,2,2900.0,10.0,0
24,19000000,6,3,2230.0,5.5,0
22,10000000,3,2,1000.0,11.0,0
35,22000000,4,4,3000.0,8.0,0
26,65000000,6,4,7000.0,18.0,2
1,17500000,4,3,2350.0,15.0,0
1,13000000,3,3,1600.0,10.0,0
35,23000000,5,3,2650.0,11.9,0
34,14000000,3,2,900.0,10.0,0
18,65000000,6,3,3200.0,11.6,2
35,35000000,7,2,4000.0,20.1,0
35,25000000,5,4,3145.0,10.0,0
28,17800000,3,3,1800.0,10.0,0
38,35500000,4,4,3400.0,8.0,0
34,25500000,4,2,3000.0,10.0,0
25,26000000,4,4,3200.0,7.5,0
21,15000000,3,2,2300.0,7.1,0
4,22750000,5,2,2500.0,15.5,0
35,21500000,3,2,1800.0,14.5,0
4,31500000,4,5,3223.0,6.2,0
20,19500000,4,3,2400.0,10.0,0
1,16800000,4,3,2400.0,6.0,0
3,36000000,5,5,3400.0,10.0,0
18,75000000,3,3,4500.0,10.0,2
34,37000000,4,3,450.0,8.0,0
1,11500000,3,3,1500.0,8.0,0
38,35000000,4,4,3850.0,8.0,0
20,7800000,2,1,1000.0,10.0,0
35,11500000,3,2,1533.0,6.0,0
35,13800000,3,3,1450.0,10.0,0
20,4900000,3,1,1800.0,11.0,0
26,31000000,4,3,3000.0,8.0,0
19,3100000,3,1,1100.0,22.0,0
35,22000000,4,4,3145.0,10.0,0
4,27000000,4,3,2700.0,8.5,0
18,9000000,2,1,800.0,5.0,0
28,20500000,4,3,2450.0,7.0,0
38,24500000,4,4,2800.0,6.5,0
33,5900000,3,1,1420.0,11.3,0
38,25500000,4,3,2800.0,7.5,0
38,42000000,5,4,4500.0,11.0,0
35,12000000,3,3,1425.0,8.0,0
1,16500000,4,3,2200.0,8.0,0
30,37000000,7,4,4000.0,10.07,0
35,11500000,3,2,1600.0,6.0,0
35,60000000,3,4,4000.0,54.3,2
35,10000000,2,2,1126.0,7.0,0
1,28000000,4,5,4100.0,10.0,0
28,25000000,6,5,3500.0,8.5,0
20,39600000,3,1,1400.0,22.0,0
35,22500000,5,4,3012.0,9.0,0
33,4700000,2,1,1400.0,10.0,0
33,8500000,3,3,1500.0,10.0,0
21,10500000,4,2,3600.0,22.0,0
25,16500000,3,1,1500.0,10.0,0
18,100000000,6,6,3895.0,24.02,2
20,11000000,3,1,2100.0,20.0,0
1,11000000,3,3,1200.0,7.3,0
28,22000000,4,4,2700.0,11.6,0
28,10800000,3,3,1250.0,6.5,0
35,21000000,4,3,3000.0,8.0,0
25,15500000,3,2,2000.0,14.3,0
35,15000000,4,2,2100.0,6.5,0
1,16800000,4,3,2350.0,6.31,0
25,17000000,4,3,2500.0,17.0,0
22,17500000,4,4,2400.0,9.0,0
20,16500000,4,2,2800.0,10.0,0
35,29000000,5,4,3145.0,10.0,0
35,7000000,3,1,1230.0,19.0,0
35,34000000,5,4,4500.0,10.0,0
35,21500000,5,4,3140.0,8.2,0
38,47500000,5,4,4800.0,10.25,0
35,21500000,5,4,3460.0,9.5,0
34,29500000,4,4,3000.0,7.3,0
32,38000000,4,3,2950.0,9.0,0
30,110000000,5,5,6000.0,25.5,2
9,8500000,2,1,1200.0,12.0,0
31,64500000,4,3,2850.0,15.0,2
35,22000000,4,4,2870.0,8.0,0
34,25500000,4,4,2800.0,10.0,0
32,62500000,8,8,5120.0,6.8,2
1,17500000,4,4,2200.0,8.0,0
20,4500000,2,1,2400.0,9.0,0
28,28000000,4,4,2800.0,8.0,0
3,47250000,3,1,1100.0,13.0,0
18,40000000,3,3,2300.0,6.0,0
35,34000000,5,4,4250.0,10.0,0
35,12500000,2,2,2500.0,6.5,0
30,23500000,5,2,2400.0,10.0,0
20,15000000,5,4,2750.0,10.0,0
35,17500000,4,4,2100.0,9.0,0
35,13200000,3,2,2000.0,15.5,0
35,18500000,4,4,3100.0,7.0,0
35,12000000,3,3,1650.0,6.0,0
38,26500000,4,4,3500.0,6.4,0
3,28000000,6,3,2000.0,15.4,0
38,45000000,4,4,2150.0,11.8,0
35,22500000,5,4,3147.0,9.0,0
35,22000000,4,4,2756.0,8.0,0
20,16950000,4,3,1650.0,7.3,0
38,21000000,4,5,2510.0,9.7,0
35,21500000,5,4,3120.0,8.2,0
35,15000000,3,3,2000.0,10.0,0
35,20000000,4,3,3000.0,8.5,0
28,26500000,4,4,3050.0,7.0,0
35,14000000,3,3,1850.0,8.6,0
35,18000000,3,2,1398.0,8.0,0
35,22000000,4,4,3450.0,9.0,0
18,55000000,4,4,2500.0,8.55,2
28,27500000,4,4,2900.0,8.0,0
21,8750000,3,2,1500.0,9.0,0
35,15000000,4,3,2085.0,6.5,0
3,100000000,7,6,6200.0,23.0,2
14,36000000,5,4,700.0,2.5,0
35,11500000,3,2,1600.0,6.0,0
35,13500000,3,3,1452.0,10.0,0
21,7500000,2,1,1200.0,11.0,0
27,9600000,3,1,1500.0,8.0,0
28,12800000,3,3,1300.0,7.9,0
25,22500000,5,4,3500.0,8.5,0
32,28500000,3,2,1500.0,6.0,0
38,35500000,4,3,3200.0,9.8,0
28,23000000,4,4,2450.0,7.5,0
28,16000000,3,3,1600.0,10.0,0
35,10000000,3,3,1346.0,7.0,0
20,15000000,5,4,2500.0,6.5,0
28,17800000,3,3,1800.0,10.0,0
28,28500000,4,4,2900.0,8.0,0
35,22500000,5,4,3245.0,9.0,0
28,13000000,3,3,1600.0,10.0,0
35,15000000,4,3,1679.0,13.0,0
31,37500000,4,3,2500.0,8.5,0
9,15000000,2,2,1088.0,4.0,0
32,55000000,3,2,2400.0,20.0,2
35,15000000,3,3,1750.0,10.5,0
38,49500000,4,4,3800.0,15.0,0
35,10500000,2,1,850.0,7.5,0
27,27000000,4,4,3145.0,9.5,0
38,28500000,4,4,3500.0,7.5,0
26,24000000,6,3,2850.0,7.0,0
38,33000000,5,3,3400.0,14.0,0
35,19000000,4,3,3000.0,8.5,0
35,15000000,4,4,1650.0,13.0,0
21,7500000,3,2,1700.0,15.0,0
32,220000000,5,4,6000.0,14.5,1
35,15000000,4,4,1650.0,13.0,0
28,28500000,4,4,2900.0,8.0,0
28,17500000,4,4,2400.0,8.0,0
24,8000000,2,2,1200.0,3.5,0
34,37500000,2,1,1650.0,23.1,0
18,35000000,6,5,3000.0,8.5,0
28,23900000,3,3,2000.0,8.0,0
26,120000000,6,5,7500.0,17.0,2
26,28000000,3,3,2650.0,7.0,0
35,22000000,4,4,3145.0,10.0,0
35,19800000,5,3,2800.0,8.0,0
28,36000000,4,4,3500.0,11.8,0
22,3000000,2,1,1200.0,10.0,0
38,32500000,3,3,1850.0,10.0,0
37,8800000,4,2,2076.0,4.3,0
4,28500000,4,3,3000.0,8.5,0
35,22500000,5,4,3142.0,9.0,0
38,30000000,4,4,3000.0,11.0,0
3,31000000,4,2,2800.0,12.0,0
35,12000000,3,3,1600.0,8.0,0
28,24000000,4,4,2650.0,8.0,0
22,8800000,3,2,1400.0,7.5,0
35,7800000,3,2,1400.0,7.5,0
35,22500000,4,3,3600.0,9.0,0
35,12000000,4,2,2300.0,10.0,0
25,25000000,4,4,2800.0,7.2,0
20,9000000,4,2,3000.0,9.0,0
35,3000000,3,1,1100.0,6.0,0
35,24000000,5,3,4000.0,10.2,0
20,6500000,2,1,1092.0,6.3,0
35,8000000,2,1,2000.0,10.5,0
32,29000000,5,4,3450.0,10.0,0
28,24000000,4,4,2750.0,8.0,0
20,28500000,3,3,2000.0,35.0,0
25,13000000,4,3,2300.0,6.0,0
27,15000000,4,3,1800.0,6.0,0
35,22000000,5,6,3600.0,6.0,0
32,15000000,2,1,980.0,6.2,0
35,22000000,4,4,3241.0,10.0,0
35,6900000,5,2,2000.0,10.0,0
30,35000000,4,3,1500.0,13.5,0
35,21000000,5,4,3151.0,6.7,0
21,7500000,3,2,1700.0,15.0,0
38,55000000,5,4,3600.0,15.0,2
3,25500000,5,2,2500.0,13.5,0
28,36000000,5,4,3500.0,11.5,0
35,6900000,3,1,1350.0,9.0,0
32,26000000,3,3,1825.0,9.11,0
18,60000000,7,6,5000.0,10.0,2
28,16500000,3,2,1800.0,10.0,0
35,31000000,5,4,4545.0,16.0,0
35,30000000,5,4,4500.0,16.0,0
38,78000000,6,6,6000.0,11.3,2
28,10500000,3,3,1400.0,10.0,0
21,16500000,5,2,2156.0,12.0,0
17,8500000,2,3,1500.0,1.5,0
32,28000000,3,3,1600.0,7.5,0
35,15000000,4,2,2500.0,10.0,0
35,7900000,1,1,1100.0,8.5,0
35,22500000,5,4,3245.0,9.0,0
38,39000000,3,3,1900.0,18.0,0
35,12000000,3,3,1452.0,8.0,0
35,8500000,3,1,900.0,16.25,0
9,2400000,2,1,300.0,2.75,0
29,9500000,4,3,2000.0,7.5,0
