location,price,beds,baths,house_size,land_size,cluster
28,19500000,4,2,2750.0,9.5,0
38,20000000,3,2,3500.0,6.0,0
38,22000000,4,3,2860.0,7.0,0
26,19500000,4,3,2900.0,10.0,0
4,33000000,4,3,3100.0,15.0,0
27,29000000,6,3,2650.0,10.0,0
20,15500000,4,2,1850.0,10.0,0
35,18500000,4,3,2000.0,9.0,0
32,11500000,3,1,1500.0,4.0,0
28,18500000,3,3,2800.0,6.5,0
28,11800000,3,3,1500.0,8.0,0
28,26500000,5,5,4000.0,8.0,0
38,29500000,3,3,2800.0,7.0,0
21,9000000,4,2,1400.0,7.0,0
39,6000000,2,2,817.0,3.0,0
38,20000000,4,3,2850.0,8.0,0
35,12000000,3,2,1800.0,10.3,0
20,6900000,4,2,1500.0,10.0,0
39,3950000,2,1,800.0,2.5,0
32,29000000,4,3,2800.0,8.33,0
29,21500000,5,3,2500.0,9.0,0
20,9800000,5,3,2000.0,13.0,0
4,60000000,4,3,3000.0,36.0,2
0,5700000,3,1,1226.0,15.0,0
21,16500000,7,3,2400.0,10.0,0
20,7800000,2,1,1000.0,6.5,0
26,50000000,5,4,2500.0,18.25,0
35,11000000,3,2,1350.0,7.5,0
3,40000000,4,3,3200.0,15.0,0
22,21000000,4,3,2200.0,7.0,0
18,37500000,3,2,3000.0,10.0,0
9,31000000,5,2,1800.0,7.0,0
4,14000000,2,1,1500.0,6.3,0
38,25000000,3,3,3000.0,10.0,0
25,18500000,3,3,2350.0,9.0,0
20,15000000,3,2,2500.0,21.0,0
21,9000000,2,1,1200.0,15.0,0
0,33500000,4,2,3200.0,10.0,0
28,45000000,5,4,4600.0,16.0,0
12,429000000,6,3,10000.0,33.0,1
1,19800000,4,4,2400.0,8.0,0
13,6900000,5,3,1400.0,1.8,0
26,50000000,5,4,2500.0,18.25,0
28,18500000,4,3,2800.0,6.5,0
13,7500000,3,1,500.0,11.0,0
28,28500000,5,4,3800.0,10.5,0
32,26000000,3,2,2500.0,6.4,0
34,25000000,4,4,2700.0,7.0,0
29,14000000,3,1,1600.0,10.6,0
4,15000000,4,3,1750.0,12.0,0
20,37500000,6,4,3500.0,20.0,0
21,11450000,3,3,1360.0,9.0,0
3,13500000,4,3,2326.0,8.1,0
29,15000000,3,2,3000.0,10.0,0
25,17000000,4,3,2100.0,6.2,0
1,14000000,3,2,1400.0,22.0,0
25,20000000,4,4,2500.0,8.0,0
38,47500000,5,4,4400.0,10.2,0
29,4800000,2,1,1080.0,4.19,0
32,8500000,5,3,1800.0,3.0,0
28,24000000,4,4,2950.0,8.0,0
28,22500000,4,4,2850.0,8.0,0
26,5600000,2,1,1800.0,4.47,0
18,55000000,3,3,2200.0,14.0,2
28,11800000,3,3,1500.0,8.0,0
28,22500000,4,4,2800.0,8.0,0
37,36000000,5,5,3800.0,10.0,0
34,15000000,2,1,1300.0,18.0,0
35,21000000,4,3,2100.0,7.0,0
18,37000000,4,5,3500.0,10.0,0
20,8700000,3,2,1260.0,10.0,0
35,24000000,4,4,3800.0,8.5,0
32,70000000,6,5,3450.0,20.0,2
38,33500000,5,4,3800.0,7.8,0
28,11400000,3,3,1300.0,6.5,0
36,8000000,2,1,1000.0,2.0,0
27,30500000,6,3,3400.0,16.1,0
13,95000000,4,3,3000.0,19.0,2
28,23000000,4,4,3000.0,7.25,0
28,50000000,10,6,3800.0,20.0,0
29,8000000,5,2,3000.0,16.5,0
29,36500000,6,2,3900.0,10.25,0
22,25500000,4,3,3000.0,10.0,0
22,80000000,5,4,3250.0,25.0,2
13,65000000,7,5,2800.0,6.9,2
22,7500000,3,2,1100.0,7.0,0
20,8000000,3,1,1800.0,14.0,0
22,25000000,4,4,2090.0,8.5,0
28,16000000,3,3,1600.0,10.0,0
28,11800000,3,3,1500.0,8.0,0
28,22500000,4,4,2800.0,8.0,0
28,19800000,4,4,2400.0,8.0,0
25,22500000,4,4,3200.0,8.5,0
35,24500000,5,5,3600.0,10.0,0
18,37000000,5,5,3800.0,10.2,0
27,35000000,6,4,4000.0,10.0,0
18,25000000,3,3,1000.0,6.45,0
35,50000000,5,4,3250.0,25.0,0
26,90000000,5,6,6300.0,18.0,2
25,10000000,2,1,700.0,7.5,0
25,6500000,2,2,1000.0,5.6,0
28,36500000,4,4,2800.0,10.0,0
27,55000000,5,4,4100.0,11.5,2
28,28800000,4,5,3500.0,6.5,0
28,33000000,4,4,3000.0,10.0,0
28,68000000,6,6,5300.0,21.0,2
27,45500000,5,4,4600.0,10.0,0
3,33000000,6,3,3900.0,10.0,0
32,44000000,4,3,3000.0,7.5,0
32,19000000,4,2,1200.0,4.0,0
38,100000000,4,4,6900.0,35.0,2
0,8500000,4,3,1800.0,7.8,0
34,30000000,4,4,2680.0,8.0,0
21,6500000,2,1,900.0,7.0,0
25,29500000,4,4,3510.0,9.0,0
0,39000000,6,3,4000.0,7.1,0
38,57500000,5,5,3800.0,20.0,2
20,6200000,4,1,1350.0,10.0,0
6,30000000,4,3,750.0,2.8,0
20,8500000,3,1,2383.0,10.5,0
26,23500000,4,2,1950.0,6.0,0
32,23500000,4,2,1950.0,6.0,0
27,65000000,5,5,5000.0,14.0,2
3,47500000,5,4,4000.0,15.0,0
20,9500000,4,2,2000.0,7.5,0
28,32500000,4,4,2900.0,8.0,0
32,46000000,5,4,4000.0,10.0,0
4,23000000,5,2,2500.0,8.6,0
1,11400000,3,2,1500.0,9.3,0
18,6500000,2,1,700.0,2.5,0
38,47500000,5,4,4400.0,10.2,0
25,18000000,3,4,2350.0,8.9,0
1,19800000,4,4,2400.0,8.0,0
1,31000000,4,5,4000.0,10.0,0
32,40000000,5,3,3500.0,11.0,0
25,17000000,4,3,2100.0,6.2,0
32,28500000,4,2,2000.0,10.0,0
38,34000000,4,4,3300.0,8.0,0
1,14000000,3,3,1800.0,10.0,0
22,13000000,3,3,1850.0,6.1,0
28,16500000,3,4,2200.0,7.1,0
25,22500000,4,3,2500.0,9.0,0
35,10000000,3,1,1100.0,12.0,0
25,20000000,4,4,2500.0,8.0,0
21,45000000,3,2,1500.0,42.0,0
1,8300000,2,1,1600.0,12.2,0
38,34000000,4,4,3300.0,8.0,0
1,28000000,5,4,2500.0,16.0,0
28,85000000,3,2,1800.0,10.0,2
38,33000000,4,4,3200.0,10.0,0
1,11800000,3,3,1400.0,9.0,0
18,18000000,3,1,2000.0,7.0,0
38,21500000,4,3,2200.0,6.5,0
38,32000000,4,4,3000.0,9.2,0
28,33000000,6,6,3800.0,12.0,0
28,18500000,3,3,2400.0,10.0,0
35,18000000,5,3,3000.0,10.0,0
1,7000000,2,1,1400.0,6.0,0
39,8300000,5,1,800.0,2.6,0
18,50000000,8,6,3000.0,12.0,0
38,35800000,4,4,3500.0,10.5,0
22,13000000,4,2,2000.0,11.5,0
28,33000000,6,6,3900.0,12.0,0
34,25000000,4,4,2700.0,7.0,0
38,34000000,4,4,3300.0,8.0,0
36,43000000,4,4,3000.0,6.25,0
35,9000000,2,1,1250.0,6.0,0
27,16200000,2,1,1500.0,10.5,0
20,12500000,3,2,1300.0,6.5,0
35,14000000,3,3,1850.0,12.0,0
20,21000000,5,3,3000.0,12.0,0
18,96660000,6,3,2500.0,17.9,2
2,10500000,7,4,2500.0,10.0,0
3,45000000,4,3,3300.0,7.0,0
23,33000000,4,4,2900.0,8.0,0
3,13500000,3,1,1500.0,7.0,0
28,19800000,4,4,2400.0,8.0,0
35,7950000,3,1,1400.0,7.0,0
3,27500000,2,1,1200.0,8.5,0
25,8900000,3,2,1380.0,6.0,0
25,26000000,4,2,2700.0,13.0,0
22,7900000,3,1,1300.0,9.5,0
28,7800000,2,2,1000.0,6.0,0
1,7000000,3,2,2450.0,10.0,0
35,8000000,2,1,1100.0,6.0,0
38,19000000,4,2,2300.0,8.8,0
21,7000000,2,1,1300.0,8.0,0
7,6800000,2,1,1000.0,28.3,0
1,20000000,4,3,3300.0,7.5,0
32,57000000,4,5,4500.0,10.0,2
4,23000000,5,2,2500.0,8.6,0
38,32500000,4,4,3200.0,10.0,0
28,22000000,4,4,2450.0,7.0,0
25,26000000,4,4,2900.0,10.0,0
3,18000000,3,3,1800.0,10.5,0
21,9000000,2,1,2000.0,9.0,0
20,6500000,3,2,1048.0,10.5,0
20,4400000,2,1,800.0,8.6,0
28,19000000,3,3,2400.0,10.0,0
34,26000000,6,4,2800.0,10.0,0
38,23200000,5,3,3000.0,14.5,0
37,8800000,5,2,1900.0,5.3,0
34,29500000,8,4,1139.0,25.0,0
3,45000000,4,5,3300.0,7.0,0
16,2950000,1,1,920.0,3.5,0
1,7500000,3,2,1200.0,7.0,0
22,7000000,3,1,1800.0,20.0,0
23,33000000,4,4,2900.0,8.0,0
20,8990000,3,1,1800.0,27.8,0
38,60000000,6,5,6500.0,23.0,2
34,29000000,3,2,1600.0,17.0,0
36,41000000,4,4,3600.0,30.0,0
38,45000000,4,4,3700.0,15.0,0
28,22000000,4,4,2450.0,7.0,0
27,19500000,6,5,2700.0,10.0,0
32,104000000,4,4,3500.0,40.0,2
20,8400000,3,2,1300.0,7.4,0
4,13500000,3,2,1800.0,11.0,0
20,38250000,3,2,2600.0,34.0,0
28,18000000,4,4,2200.0,7.0,0
16,89000000,4,3,2500.0,10.8,2
32,45000000,4,5,3500.0,7.0,0
1,9500000,3,1,1800.0,16.5,0
18,14500000,2,1,1340.0,6.0,0
25,6250000,3,2,1000.0,5.5,0
28,23500000,3,2,2500.0,10.5,0
25,15000000,3,2,2600.0,10.3,0
34,29000000,4,3,3600.0,10.0,0
3,82000000,4,4,4500.0,8.0,2
3,164000000,8,8,9000.0,16.0,1
31,70000000,4,4,4000.0,10.0,2
34,16000000,4,2,1700.0,10.0,0
34,23000000,3,2,1800.0,26.0,0
20,6800000,3,2,1200.0,10.0,0
32,26000000,3,2,2500.0,6.4,0
28,18000000,4,4,2200.0,7.0,0
38,33500000,5,4,4200.0,7.0,0
26,85000000,5,4,4400.0,24.25,2
35,12500000,4,3,1800.0,6.1,0
0,17500000,4,2,1795.0,15.37,0
38,29500000,3,2,2700.0,15.0,0
25,12000000,4,3,1400.8,8.5,0
35,28800000,5,4,3600.0,8.2,0
1,18000000,4,4,2200.0,8.0,0
25,28000000,4,4,3600.0,10.0,0
3,30000000,5,4,3500.0,16.0,0
20,3600000,3,2,700.0,10.0,0
35,20000000,3,1,1750.0,20.0,0
3,19000000,5,2,1652.0,4.66,0
20,5500000,3,1,1000.0,12.0,0
38,22500000,4,3,2500.0,8.8,0
22,25500000,4,3,3000.0,10.0,0
25,12900000,4,2,1615.0,7.5,0
25,9300000,2,2,1150.0,7.5,0
34,65000000,4,4,3600.0,10.0,2
35,13000000,4,4,2400.0,10.0,0
20,11500000,3,2,1400.0,6.5,0
31,75000000,4,4,3000.0,10.0,2
1,18000000,4,4,2200.0,8.0,0
28,20000000,4,3,2500.0,10.8,0
25,29500000,4,4,3510.0,9.0,0
3,45000000,5,5,3280.0,7.5,0
28,21000000,4,4,2650.0,10.5,0
38,29000000,3,3,2800.0,11.0,0
1,12500000,3,3,1290.08,7.5,0
36,20000000,4,2,2500.0,8.0,0
3,175000000,4,4,4000.0,21.0,1
32,13800000,2,1,1500.0,6.0,0
28,40000000,6,3,1800.0,8.0,0
23,45550000,4,2,1998.0,14.2,0
29,15000000,5,2,2000.0,8.26,0
3,26000000,5,2,2000.0,13.5,0
4,18000000,4,5,2600.0,8.0,0
38,33500000,6,4,4300.0,12.0,0
20,5000000,3,1,1300.0,7.5,0
20,9500000,3,1,2500.0,11.5,0
28,14500000,5,3,1950.0,6.6,0
22,6600000,3,1,1300.0,10.5,0
28,19500000,3,3,2400.0,8.6,0
22,7800000,3,2,1275.0,10.0,0
37,12000000,4,3,1850.0,4.0,0
28,18000000,4,4,2200.0,7.0,0
3,27500000,2,2,1500.0,8.0,0
28,19500000,3,3,2400.0,10.0,0
28,22000000,4,4,2400.0,7.0,0
38,30000000,4,3,2900.0,10.0,0
38,21500000,6,3,3400.0,11.8,0
4,32000000,3,2,2205.0,7.5,0
25,29500000,4,4,3600.0,9.8,0
38,22500000,4,3,2500.0,5.0,0
33,4300000,3,2,1329.0,20.0,0
18,24500000,6,3,2500.0,12.5,0
18,30000000,3,2,2700.0,6.0,0
21,4200000,1,1,1200.0,7.5,0
4,6900000,3,1,1100.0,10.0,0
4,16500000,5,2,2200.0,8.0,0
32,160000000,5,5,8000.0,18.0,1
28,18000000,4,4,2200.0,7.0,0
17,30000000,5,2,3000.0,4.0,0
32,45000000,4,5,3600.0,7.0,0
3,115000000,5,3,3500.0,43.0,2
28,18700000,3,3,1800.0,7.13,0
28,32500000,5,4,2850.0,7.5,0
18,50000000,5,5,3500.0,10.0,0
28,26500000,5,5,4000.0,8.0,0
30,39000000,5,4,2850.0,6.11,0
21,19000000,4,4,2500.0,7.0,0
4,25500000,4,3,2850.0,11.0,0
19,4700000,2,2,1500.0,20.0,0
34,25000000,5,3,6000.0,10.0,0
5,6000000,3,1,1200.0,8.0,0
9,3500000,1,1,400.0,1.5,0
38,52000000,5,5,2800.0,16.45,2
13,55000000,6,4,1500.0,9.92,2
28,46000000,4,4,3500.0,11.8,0
20,6800000,3,2,1200.0,10.0,0
6,3400000,2,1,600.0,2.2,0
6,6800000,2,1,600.0,4.4,0
1,8500000,4,2,1600.0,10.0,0
34,27500000,8,5,3980.0,15.0,0
28,20000000,4,3,2450.0,8.0,0
28,22500000,5,4,2850.0,6.5,0
4,8000000,3,1,1000.0,9.5,0
3,37000000,7,6,3500.0,10.0,0
0,8000000,4,2,1100.0,7.0,0
8,9500000,2,1,1250.0,4.8,0
28,20000000,4,3,2500.0,10.8,0
20,6000000,2,1,1361.25,7.0,0
34,16500000,4,2,2750.0,10.0,0
20,5450000,2,2,900.0,7.0,0
28,11800000,3,2,3000.0,11.0,0
25,12500000,3,1,1500.0,12.5,0
4,27500000,6,4,4500.0,14.0,0
32,39500000,5,5,3000.0,6.2,0
22,12500000,3,1,2030.0,13.5,0
25,20000000,4,3,2200.0,9.5,0
38,10300000,4,2,1300.0,10.0,0
29,8600000,2,1,800.0,7.5,0
2,7700000,3,2,1750.0,10.7,0
3,30000000,5,4,3500.0,16.0,0
38,53000000,4,4,4000.0,10.5,2
32,29000000,4,3,2800.0,8.33,0
29,22750000,3,3,2600.0,7.0,0
26,44000000,4,3,4000.0,10.3,0
32,180000000,5,5,8000.0,18.0,1
28,33500000,5,4,3500.0,12.0,0
27,34000000,5,3,2000.0,15.0,0
28,22000000,4,4,2450.0,7.0,0
3,32000000,4,4,3300.0,10.0,0
34,37500000,4,4,3000.0,11.0,0
20,9500000,3,1,1300.0,12.0,0
16,75000000,4,4,3000.0,10.0,2
20,12700000,7,2,2860.0,15.0,0
25,22000000,4,4,2780.0,8.0,0
35,12000000,3,3,1300.0,7.5,0
28,15500000,3,3,1483.0,9.5,0
35,13000000,3,3,1600.0,10.0,0
35,10500000,3,3,1300.0,7.5,0
20,4800000,2,1,1824.08,6.7,0
16,11500000,2,1,750.0,2.7,0
25,3000000,2,1,1000.0,5.0,0
28,22500000,4,3,2500.0,8.0,0
3,43000000,4,4,3000.0,20.0,0
28,21000000,4,4,2650.0,10.5,0
4,29500000,4,3,2700.0,10.5,0
3,37000000,4,4,2900.0,10.0,0
25,22500000,4,3,2500.0,9.0,0
22,9200000,3,1,1300.0,7.0,0
1,16500000,3,3,1500.0,7.5,0
9,9800000,4,2,1225.13,4.5,0
4,35500000,4,2,2000.0,8.65,0
20,7000000,3,1,1200.0,12.0,0
1,19800000,4,4,2600.0,8.0,0
1,18000000,4,4,2200.0,8.0,0
28,22000000,4,4,2400.0,7.0,0
34,15500000,3,3,1675.0,7.0,0
4,12700000,3,2,700.0,9.0,0
37,23500000,5,4,3500.0,7.5,0
38,29500000,4,3,2567.0,10.0,0
38,15000000,2,1,1250.0,12.0,0
36,70000000,4,4,3500.0,24.0,2
28,22500000,4,4,2800.0,8.0,0
22,13800000,3,2,1550.0,7.62,0
32,45000000,4,5,3500.0,7.0,0
38,57500000,5,5,3500.0,20.0,2
25,18900000,5,3,2650.0,8.2,0
4,28000000,4,2,3000.0,11.0,0
27,19800000,4,3,2750.0,8.0,0
36,45000000,5,3,4500.0,16.0,0
32,17500000,4,2,1820.0,13.0,0
36,39000000,3,3,4000.0,16.5,0
2,4000000,3,1,1200.0,31.0,0
1,12000000,4,3,1600.0,8.4,0
39,4500000,2,1,571.67,2.7,0
37,33000000,4,4,2700.0,8.0,0
18,50000000,5,6,3750.0,12.0,0
39,5000000,2,1,570.0,2.0,0
24,11500000,2,1,702.0,6.0,0
1,38250000,3,2,2500.0,34.0,0
37,16000000,6,2,4800.0,8.96,0
28,21500000,4,3,2750.0,7.5,0
35,7200000,3,1,1178.0,12.0,0
20,5500000,3,1,2613.6,9.6,0
1,19000000,4,3,2000.0,6.5,0
36,37000000,4,4,3100.0,7.8,0
35,10000000,3,2,1400.0,9.5,0
4,27000000,4,4,2400.0,7.0,0
28,24000000,4,4,2650.0,8.0,0
28,12000000,3,3,1350.0,7.2,0
28,26000000,5,4,3000.0,8.5,0
4,7500000,1,1,1000.0,4.27,0
18,35000000,8,8,3900.0,5.34,0
34,29000000,3,2,1600.0,17.0,0
22,11000000,3,2,1250.0,8.0,0
22,18400000,4,2,1930.0,6.2,0
1,11800000,3,3,1400.0,9.0,0
18,45000000,4,1,2000.0,12.5,0
28,11800000,3,3,1200.0,7.8,0
20,7500000,3,1,1097.0,11.5,0
1,9800000,3,1,1200.0,8.0,0
28,20000000,4,3,2500.0,10.8,0
32,46000000,5,4,4000.0,10.0,0
28,28500000,5,4,3800.0,10.5,0
28,18000000,4,4,2200.0,7.0,0
25,27000000,4,4,2900.0,10.0,0
29,16500000,2,1,2045.0,7.5,0
38,75000000,5,4,3500.0,20.0,2
28,19500000,3,4,2400.0,10.0,0
28,28500000,5,4,3200.0,10.5,0
30,27500000,4,4,2750.0,10.0,0
13,325000000,4,6,6700.0,15.0,1
28,26500000,5,5,4000.0,8.0,0
4,35000000,4,3,1672.0,7.0,0
28,22000000,4,4,2450.0,7.0,0
1,11500000,3,2,1500.0,7.3,0
28,40000000,4,3,4960.0,17.8,0
24,37000000,2,1,1000.0,18.5,0
35,22000000,5,2,2000.0,10.0,0
22,6900000,3,2,2150.0,7.0,0
26,54000000,7,5,4500.0,10.89,2
18,16000000,4,3,1500.0,8.0,0
25,21000000,5,3,2700.0,12.0,0
28,20000000,3,2,2500.0,10.8,0
1,13700000,3,2,1600.0,10.0,0
2,7900000,5,3,2800.0,18.0,0
25,22000000,4,3,2900.0,10.0,0
27,60000000,4,3,3000.0,31.0,2
20,5700000,3,2,1200.0,11.0,0
32,70000000,6,5,3450.0,20.0,2
29,22750000,3,3,2600.0,7.0,0
28,19800000,4,4,2600.0,8.0,0
28,24000000,4,4,2800.0,8.0,0
25,29500000,4,3,3500.0,9.0,0
28,33000000,6,6,3900.0,12.0,0
25,27000000,4,4,2900.0,10.0,0
28,18000000,4,4,2200.0,7.0,0
32,30000000,4,3,2500.0,10.3,0
22,7700000,3,1,1700.0,8.5,0
4,160000000,5,5,4500.0,31.68,1
32,64000000,3,2,950.0,20.0,2
38,13500000,3,2,1800.0,16.0,0
32,33000000,3,2,1560.0,10.0,0
18,28500000,4,3,2500.0,6.4,0
4,21000000,5,4,2500.0,9.9,0
8,6500000,2,1,2000.0,1.75,0
29,23000000,4,3,3500.0,17.0,0
34,29000000,7,6,3000.0,9.38,0
27,15300000,2,1,1000.0,7.0,0
35,13000000,3,3,1600.0,6.1,0
18,60000000,7,6,5000.0,10.0,2
29,13000000,3,1,1500.0,11.0,0
20,8500000,3,3,540.0,15.0,0
28,13500000,3,2,1450.0,4.5,0
4,28500000,2,1,2100.0,18.5,0
30,22000000,3,2,2500.0,6.5,0
28,24000000,4,4,2600.0,8.0,0
35,16900000,3,2,1000.0,12.5,0
18,30000000,3,3,2000.0,10.0,0
28,10800000,3,3,1250.0,6.5,0
35,17500000,4,3,2700.0,7.0,0
22,12500000,3,3,1350.0,9.0,0
35,9800000,3,3,1342.0,7.0,0
35,22000000,4,4,3150.0,10.0,0
4,60000000,7,5,4000.0,18.5,2
13,65000000,7,5,2800.0,6.9,2
21,13200000,5,3,3000.0,11.0,0
35,21000000,3,4,2587.0,11.0,0
1,16500000,4,4,2500.0,10.0,0
28,18000000,4,4,2400.0,8.0,0
28,18800000,3,2,1500.0,8.0,0
14,120000000,6,4,3500.0,11.0,2
28,26000000,4,4,3100.0,8.0,0
4,18000000,5,3,3000.0,8.0,0
35,16500000,5,2,2524.0,8.5,0
26,50000000,4,4,4106.0,19.0,0
0,19500000,3,1,1000.0,17.5,0
18,27000000,3,2,2500.0,8.0,0
32,220000000,5,4,6000.0,14.5,1
26,80000000,4,3,2500.0,17.2,2
28,28500000,4,4,3000.0,8.0,0
4,57500000,7,5,4000.0,18.5,2
28,14000000,5,3,1950.0,6.6,0
38,37000000,4,4,4500.0,8.0,0
28,33800000,4,4,3150.0,10.0,0
36,28000000,4,2,3000.0,6.0,0
35,11500000,3,2,1650.0,6.0,0
28,18000000,4,4,2100.0,7.0,0
18,39000000,3,3,2700.0,6.0,0
28,13000000,3,3,1600.0,10.0,0
35,11500000,3,2,1572.0,6.0,0
13,37500000,5,4,2500.0,6.5,0
35,21500000,5,4,2999.0,8.2,0
18,27600000,3,2,1357.0,10.0,0
35,11800000,3,2,1650.0,10.0,0
35,25500000,5,4,3600.0,11.0,0
35,32000000,5,4,4251.0,16.0,0
35,19800000,3,4,2756.0,12.0,0
35,17500000,4,4,2600.0,9.0,0
24,9300000,3,2,1200.0,10.0,0
1,17000000,4,3,2200.0,10.0,0
3,63000000,4,4,4000.0,23.5,2
27,29000000,5,4,3450.0,10.0,0
28,36000000,4,4,3500.0,11.8,0
38,44000000,4,5,3500.0,10.0,0
25,13600000,3,2,1800.0,8.7,0
0,26500000,3,3,2178.0,8.0,0
25,19500000,3,3,2500.0,7.0,0
35,22500000,5,4,3245.0,9.0,0
22,11500000,3,2,1200.0,6.5,0
34,20500000,4,2,2000.0,27.0,0
35,15900000,6,3,2600.0,8.5,0
28,28000000,4,4,4100.0,10.0,0
28,32000000,6,5,3850.0,12.0,0
1,11000000,3,3,1200.0,7.3,0
38,48500000,5,4,4200.0,10.0,0
1,12000000,3,2,1200.0,7.0,0
38,31900000,4,4,3100.0,9.0,0
1,5700000,3,3,1600.0,4.0,0
3,39000000,8,2,3800.0,13.0,0
35,12000000,4,2,2300.0,10.0,0
0,20000000,4,3,3000.0,6.5,0
35,19700000,4,4,3210.0,8.0,0
29,18700000,3,1,1900.0,22.0,0
18,44500000,4,3,3100.0,9.47,0
1,22000000,4,4,2700.0,11.6,0
38,19800000,8,3,4600.0,10.0,0
4,22000000,4,4,2986.0,8.0,0
35,21000000,3,3,2200.0,11.0,0
25,14700000,3,3,2111.0,8.7,0
39,6500000,2,2,1800.0,3.2,0
1,11000000,3,3,1200.0,7.3,0
22,8500000,2,1,1200.0,14.0,0
20,7000000,5,2,2400.0,12.5,0
32,36500000,7,6,3500.0,9.0,0
13,180000000,6,6,4500.0,8.8,1
35,22500000,5,4,3125.0,9.0,0
1,22000000,4,4,2700.0,11.6,0
35,4200000,3,1,1200.0,10.0,0
28,23400000,5,4,2500.0,8.0,0
31,60000000,3,3,2860.0,12.0,2
35,11500000,3,2,1650.0,8.5,0
28,20500000,4,4,2650.0,7.0,0
28,29500000,4,4,2500.0,12.0,0
28,13000000,2,1,1500.0,9.2,0
28,24000000,4,4,2650.0,7.0,0
3,10000000,3,2,1200.0,7.5,0
4,33000000,6,3,4000.0,16.65,0
28,36000000,5,4,3550.0,11.5,0
35,11500000,3,2,1600.0,6.0,0
35,17000000,4,3,2000.0,7.7,0
1,33000000,6,4,3200.0,20.0,0
28,16000000,3,3,1600.0,10.0,0
3,26500000,4,3,3000.0,7.6,0
38,110000000,5,5,7500.0,15.0,2
28,16500000,3,2,1800.0,12.0,0
30,40000000,6,5,2600.0,6.0,0
35,12000000,3,3,1500.0,8.0,0
3,180000000,9,7,12000.0,25.0,1
20,6100000,2,1,1000.0,10.0,0
35,11800000,3,3,1500.0,10.0,0
35,22000000,4,4,3150.0,10.0,0
25,15000000,4,3,1900.0,8.0,0
30,115000000,5,5,6000.0,25.5,2
37,16000000,5,3,3000.0,7.5,0
28,20500000,4,4,2600.0,7.0,0
27,31000000,4,3,3000.0,15.0,0
25,15500000,3,2,2000.0,14.3,0
25,31500000,4,3,2839.0,10.9,0
25,62500000,6,5,5000.0,15.0,2
34,39000000,5,3,4000.0,7.2,0
35,19000000,4,3,3000.0,8.5,0
4,27000000,4,4,2750.0,8.5,0
29,45000000,4,3,4000.0,9.0,0
28,31000000,5,4,4000.0,12.65,0
28,21000000,4,4,2650.0,7.0,0
28,29000000,4,4,4000.0,10.0,0
24,19500000,3,2,1100.0,9.85,0
27,80000000,5,2,2875.0,41.0,2
27,13600000,3,3,1560.0,7.5,0
39,80000000,10,3,6000.0,25.0,2
28,25000000,5,2,2500.0,12.0,0
25,12000000,3,2,1450.0,8.0,0
38,20000000,4,3,2950.0,8.0,0
32,68000000,6,5,4500.0,10.0,2
22,10500000,3,2,1400.0,10.0,0
21,6500000,3,1,1075.19,7.5,0
35,13500000,3,3,1550.0,10.0,0
35,22500000,4,4,3600.0,9.0,0
35,15000000,4,3,1623.0,13.0,0
38,39000000,7,4,5000.0,9.5,0
34,7500000,2,1,1200.0,8.0,0
4,26000000,4,3,2850.0,8.0,0
20,15000000,5,3,2800.0,10.95,0
25,15000000,3,3,1800.0,12.0,0
38,34000000,4,4,3200.0,7.5,0
20,7800000,3,2,1500.0,10.5,0
32,47000000,9,5,5000.0,11.0,0
3,48500000,4,4,3500.0,10.0,0
35,12000000,3,3,1452.0,8.0,0
38,26500000,4,4,3500.0,6.4,0
29,9000000,3,1,1000.0,14.0,0
38,26500000,4,4,3000.0,7.0,0
1,13500000,3,3,1650.0,6.75,0
4,29700000,4,3,3100.0,6.0,0
38,45000000,4,4,3700.0,8.0,0
3,100000000,7,6,6200.0,23.0,2
38,34500000,4,4,3400.0,10.0,0
35,22000000,4,4,3240.0,10.0,0
35,17500000,4,3,2000.0,7.7,0
31,85000000,5,5,2668.05,9.8,2
38,45000000,4,4,4000.0,10.25,0
18,74000000,4,3,2146.0,15.67,2
38,100000000,4,4,5500.0,20.0,2
35,17500000,4,4,2870.0,9.5,0
3,35000000,5,4,3500.0,7.0,0
4,35000000,3,2,2000.0,15.0,0
28,22000000,4,4,2650.0,11.6,0
35,11500000,3,2,1650.0,6.0,0
20,9000000,3,2,1412.0,10.0,0
9,12000000,4,2,1200.0,3.0,0
24,45000000,5,4,3000.0,10.0,0
35,17500000,4,4,2300.0,9.0,0
35,13500000,3,3,1520.0,10.0,0
1,13000000,3,3,1650.0,7.5,0
25,25500000,4,4,2800.0,10.0,0
25,16000000,4,3,2800.0,7.7,0
3,42000000,4,3,3500.0,10.0,0
16,127500000,6,5,3500.0,15.0,2
28,28500000,4,3,2800.0,8.0,0
1,22000000,4,4,2700.0,11.6,0
5,4300000,1,1,850.0,2.5,0
1,23000000,4,4,2650.0,8.0,0
20,4500000,3,1,1200.0,9.0,0
8,8700000,2,1,800.0,3.5,0
28,25500000,4,4,2850.0,7.5,0
35,12000000,3,3,1450.0,8.0,0
1,8000000,3,2,950.0,8.5,0
35,12500000,3,2,1250.0,7.7,0
38,35500000,4,4,3500.0,8.0,0
35,16500000,4,3,2000.0,6.5,0
28,17500000,3,2,1400.0,10.0,0
35,22500000,5,4,3200.0,9.0,0
1,17000000,3,1,1200.0,15.0,0
18,17500000,5,3,3200.0,5.95,0
4,22000000,4,4,2650.0,7.5,0
31,35000000,4,3,1800.0,5.49,0
