location,price,beds,baths,house_size,land_size
20,11200000,3,3,1580,8
36,28500000,4,3,2500,6
0,60000000,4,3,2000,13.1
28,18000000,3,3,2300,6.5
32,47000000,5,3,4500,7.9
33,7900000,3,3,1600,20
3,17500000,4,2,714,5.35
25,10000000,2,1,700,7.5
20,9000000,3,3,1480,7.5
32,14000000,3,2,800,10.02
36,160000000,8,2,4000,12
30,26500000,3,2,1700,7.5
16,18000000,5,2,1582,5.4
32,21000000,3,2,1950,11.8
27,52500000,4,3,4500,12
18,40000000,2,2,1490,14.9
30,14000000,3,1,800,3.8
30,24000000,4,3,2000,4
18,40000000,4,4,3000,6
4,12500000,2,2,1580,15.8
21,60000000,3,3,1000,120
36,39000000,4,4,3600,30
28,28500000,5,4,3500,10
20,7900000,3,2,2000,10
39,6800000,2,2,1200,4.2
28,24000000,4,4,2900,7
18,4300000,3,1,200,2
28,22500000,4,4,2800,10
28,30000000,4,4,2900,8
24,2500000,2,1,1400,4
4,36000000,4,3,3050,10.5
35,10900000,2,2,865,11.95
14,120000000,6,4,3500,11
32,29000000,4,3,2800,8.33
20,6800000,3,2,1200,10
13,55000000,4,3,3000,10
38,41000000,4,4,3750,17
1,26000000,5,4,3300,8.5
25,19000000,3,3,2400,10
1,19000000,3,3,2400,10
30,11500000,3,1,900,8
1,8300000,2,1,1600,12
18,29500000,3,4,2600,6
28,23000000,4,4,2800,9
28,23000000,3,3,2400,10
28,11800000,3,3,1500,8
28,21000000,4,4,2450,7
38,20000000,5,3,2900,10.5
30,20000000,4,4,2680,4.5
29,7500000,3,1,2000,5.37
0,14500000,3,2,1100,11.5
35,8900000,3,2,1450,10
35,24000000,5,4,3400,11.5
26,95000000,3,3,5000,12
13,147500000,5,3,2500,11.6
3,115000000,5,3,4012,43
32,120000000,5,4,3000,22
4,31500000,4,3,3150,6.5
4,17500000,6,3,2200,6.7
28,46000000,4,4,3500,11.8
9,25000000,2,2,800,6.5
38,38000000,3,3,5000,21.8
20,5500000,2,1,1500,13.75
27,7285000,3,2,1072,6
27,18000000,3,3,2650,8
20,8580000,2,1,852,7
4,34000000,4,3,3500,6.3
24,9000000,2,1,1100,6
35,16500000,5,2,2524,8.5
1,31000000,4,5,4000,10
25,19500000,5,3,3200,11.5
38,32500000,4,4,3200,10
25,25000000,4,2,2500,14
25,22000000,5,4,2900,9.8
3,30000000,5,4,3500,16
1,19000000,4,4,2400,8
35,5000000,3,1,1400,10
3,50000000,6,5,3600,17.6
18,55000000,5,6,3750,12
22,6500000,3,1,1000,6
1,13500000,3,3,1650,10
18,34000000,2,2,1300,7.2
1,28000000,5,4,2500,16
24,27500000,5,2,2300,5
38,16500000,2,2,1000,6
25,2500000,2,1,1500,12
28,25000000,4,3,2240,10
28,30000000,5,4,2600,10
20,14500000,5,2,3000,25.5
38,34000000,4,4,3300,8
28,21500000,4,3,2850,6
38,21500000,4,3,2200,6.5
29,7950000,3,1,1500,9.8
25,24800000,4,4,2500,7
19,5000000,3,2,1250,10
3,18000000,3,3,1800,10
22,12000000,3,3,2722.5,20
25,4800000,1,1,680,3.6
28,22500000,4,4,2800,8
18,16000000,2,1,1960,7.3
28,21000000,4,4,2450,7
28,24000000,4,4,2900,7
38,43000000,6,3,2500,20
28,18000000,4,4,2200,7
28,16000000,3,3,1600,10
18,46000000,4,4,2800,16
29,6350000,3,2,1400,5.7
3,24000000,4,4,2850,8
35,15000000,3,1,1300,11
22,22000000,4,3,1820,7.63
28,37000000,4,4,2900,10
25,11500000,3,1,1200,7.5
28,26500000,5,3,2400,6.35
18,54600000,10,6,8500,12
34,26000000,4,4,3600,10
32,5500000,2,1,850,4.5
14,28000000,4,4,1700,3.5
27,25000000,8,6,3000,18
38,18500000,4,2,1850,17
3,37000000,4,4,2900,10
31,65000000,7,7,5000,15
18,42500000,6,3,3000,5.9
38,53000000,5,4,4000,10.25
38,21000000,4,3,2650,11
28,12000000,3,2,2300,10
35,11500000,6,1,2000,22.5
18,19500000,4,2,1700,7.5
22,8900000,3,2,1200,10
36,13500000,3,2,900,3
35,11500000,3,2,1300,7.5
35,8500000,3,2,1250,8
33,3600000,2,1,1200,10
0,20000000,5,4,4000,18
33,26500000,4,2,2300,22
3,36000000,3,3,3000,9
37,18000000,5,3,2000,7.23
38,27500000,5,4,3500,10
22,7800000,2,1,1100,6
25,13000000,3,3,1200,10
37,21000000,4,2,2000,7.3
27,8000000,3,1,1950,9
35,12000000,1,1,1480,10.7
0,6500000,4,2,1200,5.5
19,6800000,3,2,2000,15
35,7800000,2,1,1100,6
1,8500000,3,2,1320,10.4
20,8000000,2,1,1250,7.5
28,16000000,6,3,4500,12
28,30000000,4,4,2900,8
35,31500000,4,3,2150,8.7
36,175000000,6,8,12000,34.5
3,16500000,3,4,2200,7.1
28,12800000,3,3,1300,7.9
29,21500000,3,2,1200,11
28,33000000,6,6,3900,12
25,9800000,3,2,1500,6
25,14200000,3,3,1580,10
1,19000000,4,4,2620,8
35,8700000,2,2,1250,6
29,7600000,3,1,2500,13.09
18,45000000,3,2,2000,9.6
4,31500000,4,3,3000,6.5
3,7000000,2,1,1497,6
25,9800000,3,3,2100,7.5
28,17500000,3,3,2400,13.5
1,19000000,4,4,2600,8.5
4,27500000,4,3,2550,8.5
