location,price,beds,baths,house_size,land_size
Nugegoda,70000000,6,5,3450,20
Talawatugoda,33500000,5,4,3800,7.8
Malabe,11400000,3,3,1300,6.5
Rajagiriya,8000000,2,1,1000,2
Maharagama,30500000,6,3,3400,16.1
Colombo 5,95000000,4,3,3000,19
Malabe,23000000,4,4,3000,7.25
Malabe,50000000,10,6,3800,20
Moratuwa,8000000,5,2,3000,16.5
Moratuwa,36500000,6,2,3900,10.25
Kesbewa,25500000,4,3,3000,10
Kesbewa,80000000,5,4,3250,25
Colombo 5,65000000,7,5,2800,6.9
Kesbewa,7500000,3,2,1100,7
Homagama,8000000,3,1,1800,14
Kesbewa,25000000,4,4,2090,8.5
Malabe,16000000,3,3,1600,10
Malabe,11800000,3,3,1500,8
Malabe,22500000,4,4,2800,8
Malabe,19800000,4,4,2400,8
Kottawa,22500000,4,4,3200,8.5
Piliyandala,24500000,5,5,3600,10
Dehiwala,37000000,5,5,3800,10.2
Maharagama,35000000,6,4,4000,10
Dehiwala,25000000,3,3,1000,6.45
Piliyandala,50000000,5,4,3250,25
Kotte,90000000,5,6,6300,18
Kottawa,10000000,2,1,700,7.5
Kottawa,6500000,2,2,1000,5.6
Malabe,36500000,4,4,2800,10
Maharagama,55000000,5,4,4100,11.5
Malabe,28800000,4,5,3500,6.5
Malabe,33000000,4,4,3000,10
Malabe,68000000,6,6,5300,21
Maharagama,45500000,5,4,4600,10
Battaramulla,33000000,6,3,3900,10
Nugegoda,44000000,4,3,3000,7.5
Nugegoda,19000000,4,2,1200,4
Talawatugoda,100000000,4,4,6900,35
Angoda,8500000,4,3,1800,7.8
Pannipitiya,30000000,4,4,2680,8
Kaduwela,6500000,2,1,900,7
Kottawa,29500000,4,4,3510,9
Angoda,39000000,6,3,4000,7.1
Talawatugoda,57500000,5,5,3800,20
Homagama,6200000,4,1,1350,10
Colombo 12,30000000,4,3,750,2.8
Homagama,8500000,3,1,2383,10.5
Kotte,23500000,4,2,1950,6
Nugegoda,23500000,4,2,1950,6
Maharagama,65000000,5,5,5000,14
Battaramulla,47500000,5,4,4000,15
Homagama,9500000,4,2,2000,7.5
Malabe,32500000,4,4,2900,8
Nugegoda,46000000,5,4,4000,10
Boralesgamuwa,23000000,5,2,2500,8.6
Athurugiriya,11400000,3,2,1500,9.3
Dehiwala,6500000,2,1,700,2.5
Talawatugoda,47500000,5,4,4400,10.2
Kottawa,18000000,3,4,2350,8.9
Athurugiriya,19800000,4,4,2400,8
Athurugiriya,31000000,4,5,4000,10
Nugegoda,40000000,5,3,3500,11
Kottawa,17000000,4,3,2100,6.2
Nugegoda,28500000,4,2,2000,10
Talawatugoda,34000000,4,4,3300,8
Athurugiriya,14000000,3,3,1800,10
Kesbewa,13000000,3,3,1850,6.1
Malabe,16500000,3,4,2200,7.1
Kottawa,22500000,4,3,2500,9
Piliyandala,10000000,3,1,1100,12
Kottawa,20000000,4,4,2500,8
Kaduwela,45000000,3,2,1500,42
Athurugiriya,8300000,2,1,1600,12.2
Talawatugoda,34000000,4,4,3300,8
Athurugiriya,28000000,5,4,2500,16
Malabe,85000000,3,2,1800,10
Talawatugoda,33000000,4,4,3200,10
Athurugiriya,11800000,3,3,1400,9
Dehiwala,18000000,3,1,2000,7
Talawatugoda,21500000,4,3,2200,6.5
Talawatugoda,32000000,4,4,3000,9.2
Malabe,33000000,6,6,3800,12
Malabe,18500000,3,3,2400,10
Piliyandala,18000000,5,3,3000,10
Athurugiriya,7000000,2,1,1400,6
Wellampitiya,8300000,5,1,800,2.6
Dehiwala,50000000,8,6,3000,12
Talawatugoda,35800000,4,4,3500,10.5
Kesbewa,13000000,4,2,2000,11.5
Malabe,33000000,6,6,3900,12
Pannipitiya,25000000,4,4,2700,7
Talawatugoda,34000000,4,4,3300,8
Rajagiriya,43000000,4,4,3000,6.25
Piliyandala,9000000,2,1,1250,6
Maharagama,16200000,2,1,1500,10.5
Homagama,12500000,3,2,1300,6.5
Piliyandala,14000000,3,3,1850,12
Homagama,21000000,5,3,3000,12
Dehiwala,96660000,6,3,2500,17.9
Avissawella,10500000,7,4,2500,10
Battaramulla,45000000,4,3,3300,7
Kohuwala,33000000,4,4,2900,8
Battaramulla,13500000,3,1,1500,7
Malabe,19800000,4,4,2400,8
Piliyandala,7950000,3,1,1400,7
Battaramulla,27500000,2,1,1200,8.5
Kottawa,8900000,3,2,1380,6
Kottawa,26000000,4,2,2700,13
Kesbewa,7900000,3,1,1300,9.5
Malabe,7800000,2,2,1000,6
Athurugiriya,7000000,3,2,2450,10
Piliyandala,8000000,2,1,1100,6
Talawatugoda,19000000,4,2,2300,8.8
Kaduwela,7000000,2,1,1300,8
Colombo 13,6800000,2,1,1000,28.3
Athurugiriya,20000000,4,3,3300,7.5
Nugegoda,57000000,4,5,4500,10
Boralesgamuwa,23000000,5,2,2500,8.6
Talawatugoda,32500000,4,4,3200,10
Malabe,22000000,4,4,2450,7
Kottawa,26000000,4,4,2900,10
Battaramulla,18000000,3,3,1800,10.5
Kaduwela,9000000,2,1,2000,9
Homagama,6500000,3,2,1048,10.5
Homagama,4400000,2,1,800,8.6
Malabe,19000000,3,3,2400,10
Pannipitiya,26000000,6,4,2800,10
Talawatugoda,23200000,5,3,3000,14.5
Ratmalana,8800000,5,2,1900,5.3
Pannipitiya,29500000,8,4,1139,25
Battaramulla,45000000,4,5,3300,7
Colombo 8,2950000,1,1,920,3.5
Athurugiriya,7500000,3,2,1200,7
Kesbewa,7000000,3,1,1800,20
Kohuwala,33000000,4,4,2900,8
Homagama,8990000,3,1,1800,27.8
Talawatugoda,60000000,6,5,6500,23
Pannipitiya,29000000,3,2,1600,17
Rajagiriya,41000000,4,4,3600,30
Talawatugoda,45000000,4,4,3700,15
Malabe,22000000,4,4,2450,7
Maharagama,19500000,6,5,2700,10
Nugegoda,104000000,4,4,3500,40
Homagama,8400000,3,2,1300,7.4
Boralesgamuwa,13500000,3,2,1800,11
Homagama,38250000,3,2,2600,34
Malabe,18000000,4,4,2200,7
Colombo 8,89000000,4,3,2500,10.8
Nugegoda,45000000,4,5,3500,7
Athurugiriya,9500000,3,1,1800,16.5
Dehiwala,14500000,2,1,1340,6
Kottawa,6250000,3,2,1000,5.5
Malabe,23500000,3,2,2500,10.5
Kottawa,15000000,3,2,2600,10.3
Pannipitiya,29000000,4,3,3600,10
Battaramulla,82000000,4,4,4500,8
Battaramulla,164000000,8,8,9000,16
Nawala,70000000,4,4,4000,10
Pannipitiya,16000000,4,2,1700,10
Pannipitiya,23000000,3,2,1800,26
Homagama,6800000,3,2,1200,10
Nugegoda,26000000,3,2,2500,6.4
Malabe,18000000,4,4,2200,7
Talawatugoda,33500000,5,4,4200,7
Kotte,85000000,5,4,4400,24.25
Piliyandala,12500000,4,3,1800,6.1
Angoda,17500000,4,2,1795,15.37
Talawatugoda,29500000,3,2,2700,15
Kottawa,12000000,4,3,1400.8,8.5
Piliyandala,28800000,5,4,3600,8.2
Athurugiriya,18000000,4,4,2200,8
Kottawa,28000000,4,4,3600,10
Battaramulla,30000000,5,4,3500,16
Homagama,3600000,3,2,700,10
Piliyandala,20000000,3,1,1750,20
Battaramulla,19000000,5,2,1652,4.66
Homagama,5500000,3,1,1000,12
Talawatugoda,22500000,4,3,2500,8.8
Kesbewa,25500000,4,3,3000,10
Kottawa,12900000,4,2,1615,7.5
Kottawa,9300000,2,2,1150,7.5
Pannipitiya,65000000,4,4,3600,10
Piliyandala,13000000,4,4,2400,10
Homagama,11500000,3,2,1400,6.5
Nawala,75000000,4,4,3000,10
Athurugiriya,18000000,4,4,2200,8
Malabe,20000000,4,3,2500,10.8
Kottawa,29500000,4,4,3510,9
Battaramulla,45000000,5,5,3280,7.5
Malabe,21000000,4,4,2650,10.5
Talawatugoda,29000000,3,3,2800,11
Athurugiriya,12500000,3,3,1290.08,7.5
Rajagiriya,20000000,4,2,2500,8
Battaramulla,175000000,4,4,4000,21
Nugegoda,13800000,2,1,1500,6
Malabe,40000000,6,3,1800,8
Kohuwala,45550000,4,2,1998,14.2
Moratuwa,15000000,5,2,2000,8.26
Battaramulla,26000000,5,2,2000,13.5
Boralesgamuwa,18000000,4,5,2600,8
Talawatugoda,33500000,6,4,4300,12
Homagama,5000000,3,1,1300,7.5
Homagama,9500000,3,1,2500,11.5
Malabe,14500000,5,3,1950,6.6
Kesbewa,6600000,3,1,1300,10.5
Malabe,19500000,3,3,2400,8.6
Kesbewa,7800000,3,2,1275,10
Ratmalana,12000000,4,3,1850,4
Malabe,18000000,4,4,2200,7
Battaramulla,27500000,2,2,1500,8
Malabe,19500000,3,3,2400,10
Malabe,22000000,4,4,2400,7
Talawatugoda,30000000,4,3,2900,10
Talawatugoda,21500000,6,3,3400,11.8
Boralesgamuwa,32000000,3,2,2205,7.5
Kottawa,29500000,4,4,3600,9.8
Talawatugoda,22500000,4,3,2500,5
Padukka,4300000,3,2,1329,20
Dehiwala,24500000,6,3,2500,12.5
Dehiwala,30000000,3,2,2700,6
Kaduwela,4200000,1,1,1200,7.5
Boralesgamuwa,6900000,3,1,1100,10
Boralesgamuwa,16500000,5,2,2200,8
Nugegoda,160000000,5,5,8000,18
Malabe,18000000,4,4,2200,7
Colombo 9,30000000,5,2,3000,4
Nugegoda,45000000,4,5,3600,7
Battaramulla,115000000,5,3,3500,43
Malabe,18700000,3,3,1800,7.13
Malabe,32500000,5,4,2850,7.5
Dehiwala,50000000,5,5,3500,10
Malabe,26500000,5,5,4000,8
Mount Lavinia,39000000,5,4,2850,6.11
Kaduwela,19000000,4,4,2500,7
Boralesgamuwa,25500000,4,3,2850,11
Hanwella,4700000,2,2,1500,20
Pannipitiya,25000000,5,3,6000,10
Colombo 10,6000000,3,1,1200,8
Colombo 15,3500000,1,1,400,1.5
Talawatugoda,52000000,5,5,2800,16.45
Colombo 5,55000000,6,4,1500,9.92
Malabe,46000000,4,4,3500,11.8
Homagama,6800000,3,2,1200,10
Colombo 12,3400000,2,1,600,2.2
Colombo 12,6800000,2,1,600,4.4
Athurugiriya,8500000,4,2,1600,10
Pannipitiya,27500000,8,5,3980,15
Malabe,20000000,4,3,2450,8
Malabe,22500000,5,4,2850,6.5
Boralesgamuwa,8000000,3,1,1000,9.5
Battaramulla,37000000,7,6,3500,10
Angoda,8000000,4,2,1100,7
Colombo 14,9500000,2,1,1250,4.8
Malabe,20000000,4,3,2500,10.8
Homagama,6000000,2,1,1361.25,7
Pannipitiya,16500000,4,2,2750,10
Homagama,5450000,2,2,900,7
Malabe,11800000,3,2,3000,11
Kottawa,12500000,3,1,1500,12.5
Boralesgamuwa,27500000,6,4,4500,14
Nugegoda,39500000,5,5,3000,6.2
Kesbewa,12500000,3,1,2030,13.5
Kottawa,20000000,4,3,2200,9.5
Talawatugoda,10300000,4,2,1300,10
Moratuwa,8600000,2,1,800,7.5
Avissawella,7700000,3,2,1750,10.7
Battaramulla,30000000,5,4,3500,16
Talawatugoda,53000000,4,4,4000,10.5
Nugegoda,29000000,4,3,2800,8.33
Moratuwa,22750000,3,3,2600,7
Kotte,44000000,4,3,4000,10.3
Nugegoda,180000000,5,5,8000,18
Malabe,33500000,5,4,3500,12
Maharagama,34000000,5,3,2000,15
Malabe,22000000,4,4,2450,7
Battaramulla,32000000,4,4,3300,10
Pannipitiya,37500000,4,4,3000,11
Homagama,9500000,3,1,1300,12
Colombo 8,75000000,4,4,3000,10
Homagama,12700000,7,2,2860,15
Kottawa,22000000,4,4,2780,8
Dehiwala,38000000,4,4,3500,6000
Piliyandala,12000000,3,3,1300,7.5
Malabe,15500000,3,3,1483,9.5
Piliyandala,13000000,3,3,1600,10
Piliyandala,10500000,3,3,1300,7.5
Homagama,4800000,2,1,1824.08,6.7
Colombo 8,11500000,2,1,750,2.7
Kottawa,3000000,2,1,1000,5
Malabe,22500000,4,3,2500,8
Battaramulla,43000000,4,4,3000,20
Malabe,21000000,4,4,2650,10.5
Boralesgamuwa,29500000,4,3,2700,10.5
Battaramulla,37000000,4,4,2900,10
Kottawa,22500000,4,3,2500,9
Kesbewa,9200000,3,1,1300,7
Athurugiriya,16500000,3,3,1500,7.5
Colombo 15,9800000,4,2,1225.13,4.5
Boralesgamuwa,35500000,4,2,2000,8.65
Homagama,7000000,3,1,1200,12
Athurugiriya,19800000,4,4,2600,8
Athurugiriya,18000000,4,4,2200,8
Malabe,22000000,4,4,2400,7
Pannipitiya,15500000,3,3,1675,7
Boralesgamuwa,12700000,3,2,700,9
Ratmalana,23500000,5,4,3500,7.5
Talawatugoda,29500000,4,3,2567,10
Talawatugoda,15000000,2,1,1250,12
Rajagiriya,70000000,4,4,3500,24
Malabe,22500000,4,4,2800,8
Kesbewa,13800000,3,2,1550,7.62
Nugegoda,45000000,4,5,3500,7
Talawatugoda,57500000,5,5,3500,20
Kottawa,18900000,5,3,2650,8.2
Boralesgamuwa,28000000,4,2,3000,11
Maharagama,19800000,4,3,2750,8
Rajagiriya,45000000,5,3,4500,16
Nugegoda,17500000,4,2,1820,13
Rajagiriya,39000000,3,3,4000,16.5
Avissawella,4000000,3,1,1200,31
Athurugiriya,12000000,4,3,1600,8.4
Wellampitiya,4500000,2,1,571.67,2.7
Ratmalana,33000000,4,4,2700,8
Dehiwala,50000000,5,6,3750,12
Wellampitiya,5000000,2,1,570,2
Kolonnawa,11500000,2,1,702,6
Athurugiriya,38250000,3,2,2500,34
Ratmalana,16000000,6,2,4800,8.96
Malabe,21500000,4,3,2750,7.5
Piliyandala,7200000,3,1,1178,12
Homagama,5500000,3,1,2613.6,9.6
Athurugiriya,19000000,4,3,2000,6.5
Rajagiriya,37000000,4,4,3100,7.8
Piliyandala,10000000,3,2,1400,9.5
Boralesgamuwa,27000000,4,4,2400,7
Malabe,24000000,4,4,2650,8
Malabe,12000000,3,3,1350,7.2
Malabe,26000000,5,4,3000,8.5
Boralesgamuwa,7500000,1,1,1000,4.27
Dehiwala,35000000,8,8,3900,5.34
Pannipitiya,29000000,3,2,1600,17
Kesbewa,11000000,3,2,1250,8
Kesbewa,18400000,4,2,1930,6.2
Athurugiriya,11800000,3,3,1400,9
Dehiwala,45000000,4,1,2000,12.5
Malabe,11800000,3,3,1200,7.8
Homagama,7500000,3,1,1097,11.5
Athurugiriya,9800000,3,1,1200,8
Malabe,20000000,4,3,2500,10.8
Nugegoda,46000000,5,4,4000,10
Malabe,28500000,5,4,3800,10.5
Malabe,18000000,4,4,2200,7
Kottawa,27000000,4,4,2900,10
Moratuwa,16500000,2,1,2045,7.5
Talawatugoda,75000000,5,4,3500,20
Malabe,19500000,3,4,2400,10
Malabe,28500000,5,4,3200,10.5
Mount Lavinia,27500000,4,4,2750,10
Colombo 5,325000000,4,6,6700,15
Malabe,26500000,5,5,4000,8
Boralesgamuwa,35000000,4,3,1672,7
Malabe,22000000,4,4,2450,7
Athurugiriya,11500000,3,2,1500,7.3
Malabe,40000000,4,3,4960,17.8
Kolonnawa,37000000,2,1,1000,18.5
Piliyandala,22000000,5,2,2000,10
Kesbewa,6900000,3,2,2150,7
Kotte,54000000,7,5,4500,10.89
Dehiwala,16000000,4,3,1500,8
Kottawa,21000000,5,3,2700,12
Malabe,20000000,3,2,2500,10.8
Athurugiriya,13700000,3,2,1600,10
Avissawella,7900000,5,3,2800,18
Kottawa,22000000,4,3,2900,10
Maharagama,60000000,4,3,3000,31
Homagama,5700000,3,2,1200,11
Nugegoda,70000000,6,5,3450,20
Moratuwa,22750000,3,3,2600,7
Malabe,19800000,4,4,2600,8
Malabe,24000000,4,4,2800,8
Kottawa,29500000,4,3,3500,9
Malabe,33000000,6,6,3900,12
Kottawa,27000000,4,4,2900,10
Malabe,18000000,4,4,2200,7
Nugegoda,30000000,4,3,2500,10.3
Nugegoda,195000000,9,9,140000,31
Kesbewa,7700000,3,1,1700,8.5
Boralesgamuwa,160000000,5,5,4500,31.68
Nugegoda,64000000,3,2,950,20
Talawatugoda,13500000,3,2,1800,16
Nugegoda,33000000,3,2,1560,10
Dehiwala,28500000,4,3,2500,6.4
Boralesgamuwa,21000000,5,4,2500,9.9
Colombo 14,6500000,2,1,2000,1.75
Moratuwa,23000000,4,3,3500,17
Pannipitiya,29000000,7,6,3000,9.38
Maharagama,15300000,2,1,1000,7
Piliyandala,13000000,3,3,1600,6.1
Dehiwala,60000000,7,6,5000,10
Moratuwa,13000000,3,1,1500,11
Homagama,8500000,3,3,540,15
Malabe,13500000,3,2,1450,4.5
Boralesgamuwa,28500000,2,1,2100,18.5
Mount Lavinia,22000000,3,2,2500,6.5
Malabe,24000000,4,4,2600,8
Piliyandala,16900000,3,2,1000,12.5
Dehiwala,30000000,3,3,2000,10
Malabe,10800000,3,3,1250,6.5
Piliyandala,17500000,4,3,2700,7
Kesbewa,12500000,3,3,1350,9
Piliyandala,9800000,3,3,1342,7
Piliyandala,22000000,4,4,3150,10
Boralesgamuwa,60000000,7,5,4000,18.5
Colombo 5,65000000,7,5,2800,6.9
Kaduwela,13200000,5,3,3000,11
Piliyandala,21000000,3,4,2587,11
Athurugiriya,16500000,4,4,2500,10
Malabe,18000000,4,4,2400,8
Malabe,18800000,3,2,1500,8
Colombo 6,120000000,6,4,3500,11
Malabe,26000000,4,4,3100,8
Boralesgamuwa,18000000,5,3,3000,8
Piliyandala,16500000,5,2,2524,8.5
Kotte,50000000,4,4,4106,19
Angoda,19500000,3,1,1000,17.5
Dehiwala,27000000,3,2,2500,8
Nugegoda,220000000,5,4,6000,14.5
Kotte,80000000,4,3,2500,17.2
Malabe,28500000,4,4,3000,8
Boralesgamuwa,57500000,7,5,4000,18.5
Malabe,14000000,5,3,1950,6.6
Talawatugoda,37000000,4,4,4500,8
Malabe,33800000,4,4,3150,10
Rajagiriya,28000000,4,2,3000,6
Piliyandala,11500000,3,2,1650,6
Malabe,18000000,4,4,2100,7
Dehiwala,39000000,3,3,2700,6
Malabe,13000000,3,3,1600,10
Piliyandala,11500000,3,2,1572,6
Colombo 5,37500000,5,4,2500,6.5
Piliyandala,21500000,5,4,2999,8.2
Dehiwala,27600000,3,2,1357,10
Piliyandala,11800000,3,2,1650,10
Piliyandala,25500000,5,4,3600,11
Piliyandala,32000000,5,4,4251,16
Piliyandala,19800000,3,4,2756,12
Piliyandala,17500000,4,4,2600,9
Kolonnawa,9300000,3,2,1200,10
Athurugiriya,17000000,4,3,2200,10
Battaramulla,63000000,4,4,4000,23.5
Maharagama,29000000,5,4,3450,10
Malabe,36000000,4,4,3500,11.8
Talawatugoda,44000000,4,5,3500,10
Kottawa,13600000,3,2,1800,8.7
Angoda,26500000,3,3,2178,8
Kottawa,19500000,3,3,2500,7
Piliyandala,22500000,5,4,3245,9
Kesbewa,11500000,3,2,1200,6.5
Pannipitiya,20500000,4,2,2000,27
Piliyandala,15900000,6,3,2600,8.5
Malabe,28000000,4,4,4100,10
Malabe,32000000,6,5,3850,12
Athurugiriya,11000000,3,3,1200,7.3
Talawatugoda,48500000,5,4,4200,10
Athurugiriya,12000000,3,2,1200,7
Talawatugoda,31900000,4,4,3100,9
Athurugiriya,5700000,3,3,1600,4
Battaramulla,39000000,8,2,3800,13
Piliyandala,12000000,4,2,2300,10
Angoda,20000000,4,3,3000,6.5
Piliyandala,19700000,4,4,3210,8
Moratuwa,18700000,3,1,1900,22
Dehiwala,44500000,4,3,3100,9.47
Athurugiriya,22000000,4,4,2700,11.6
Talawatugoda,19800000,8,3,4600,10
Boralesgamuwa,22000000,4,4,2986,8
Piliyandala,21000000,3,3,2200,11
Kottawa,14700000,3,3,2111,8.7
Wellampitiya,6500000,2,2,1800,3.2
Athurugiriya,11000000,3,3,1200,7.3
Kesbewa,8500000,2,1,1200,14
Homagama,7000000,5,2,2400,12.5
Nugegoda,36500000,7,6,3500,9
Colombo 5,180000000,6,6,4500,8.8
Piliyandala,22500000,5,4,3125,9
Athurugiriya,22000000,4,4,2700,11.6
Piliyandala,4200000,3,1,1200,10
Malabe,23400000,5,4,2500,8
Nawala,60000000,3,3,2860,12
Piliyandala,11500000,3,2,1650,8.5
Malabe,20500000,4,4,2650,7
Malabe,29500000,4,4,2500,12
Malabe,13000000,2,1,1500,9.2
Malabe,24000000,4,4,2650,7
Battaramulla,10000000,3,2,1200,7.5
Boralesgamuwa,33000000,6,3,4000,16.65
Malabe,36000000,5,4,3550,11.5
Piliyandala,11500000,3,2,1600,6
Piliyandala,17000000,4,3,2000,7.7
Athurugiriya,33000000,6,4,3200,20
Malabe,16000000,3,3,1600,10
Battaramulla,26500000,4,3,3000,7.6
Talawatugoda,110000000,5,5,7500,15
Colombo 6,48000000,2,3,27000,4.9
Malabe,16500000,3,2,1800,12
Mount Lavinia,40000000,6,5,2600,6
Piliyandala,12000000,3,3,1500,8
Battaramulla,180000000,9,7,12000,25
Homagama,6100000,2,1,1000,10
Piliyandala,11800000,3,3,1500,10
Piliyandala,22000000,4,4,3150,10
Kottawa,15000000,4,3,1900,8
Mount Lavinia,115000000,5,5,6000,25.5
Ratmalana,16000000,5,3,3000,7.5
Malabe,20500000,4,4,2600,7
Maharagama,31000000,4,3,3000,15
Kottawa,15500000,3,2,2000,14.3
Kottawa,31500000,4,3,2839,10.9
Kottawa,62500000,6,5,5000,15
Pannipitiya,39000000,5,3,4000,7.2
Piliyandala,19000000,4,3,3000,8.5
Boralesgamuwa,27000000,4,4,2750,8.5
Moratuwa,45000000,4,3,4000,9
Malabe,31000000,5,4,4000,12.65
Malabe,21000000,4,4,2650,7
Malabe,29000000,4,4,4000,10
Kolonnawa,19500000,3,2,1100,9.85
Maharagama,80000000,5,2,2875,41
Maharagama,13600000,3,3,1560,7.5
Wellampitiya,80000000,10,3,6000,25
Malabe,25000000,5,2,2500,12
Kottawa,12000000,3,2,1450,8
Talawatugoda,20000000,4,3,2950,8
Nugegoda,68000000,6,5,4500,10
Kesbewa,10500000,3,2,1400,10
Kaduwela,6500000,3,1,1075.19,7.5
Piliyandala,13500000,3,3,1550,10
Piliyandala,22500000,4,4,3600,9
Piliyandala,15000000,4,3,1623,13
Talawatugoda,39000000,7,4,5000,9.5
Pannipitiya,7500000,2,1,1200,8
Boralesgamuwa,26000000,4,3,2850,8
Homagama,15000000,5,3,2800,10.95
Kottawa,15000000,3,3,1800,12
Talawatugoda,34000000,4,4,3200,7.5
Homagama,7800000,3,2,1500,10.5
Nugegoda,47000000,9,5,5000,11
Battaramulla,48500000,4,4,3500,10
Piliyandala,12000000,3,3,1452,8
Talawatugoda,26500000,4,4,3500,6.4
Moratuwa,9000000,3,1,1000,14
Talawatugoda,26500000,4,4,3000,7
Athurugiriya,13500000,3,3,1650,6.75
Boralesgamuwa,29700000,4,3,3100,6
Talawatugoda,45000000,4,4,3700,8
Battaramulla,100000000,7,6,6200,23
Talawatugoda,34500000,4,4,3400,10
Piliyandala,22000000,4,4,3240,10
Malabe,10200000,3,2,25000,11
Piliyandala,17500000,4,3,2000,7.7
Nawala,85000000,5,5,2668.05,9.8
Talawatugoda,45000000,4,4,4000,10.25
Dehiwala,74000000,4,3,2146,15.67
Talawatugoda,100000000,4,4,5500,20
Piliyandala,17500000,4,4,2870,9.5
Battaramulla,35000000,5,4,3500,7
Boralesgamuwa,35000000,3,2,2000,15
Malabe,22000000,4,4,2650,11.6
Piliyandala,11500000,3,2,1650,6
Homagama,9000000,3,2,1412,10
Colombo 15,12000000,4,2,1200,3
Kolonnawa,45000000,5,4,3000,10
Piliyandala,17500000,4,4,2300,9
Piliyandala,13500000,3,3,1520,10
Athurugiriya,13000000,3,3,1650,7.5
Kottawa,25500000,4,4,2800,10
Kottawa,16000000,4,3,2800,7.7
Battaramulla,42000000,4,3,3500,10
Colombo 8,127500000,6,5,3500,15
Malabe,28500000,4,3,2800,8
Athurugiriya,22000000,4,4,2700,11.6
Colombo 10,4300000,1,1,850,2.5
Athurugiriya,23000000,4,4,2650,8
Homagama,4500000,3,1,1200,9
Colombo 14,8700000,2,1,800,3.5
Malabe,25500000,4,4,2850,7.5
Piliyandala,12000000,3,3,1450,8
Athurugiriya,8000000,3,2,950,8.5
Piliyandala,12500000,3,2,1250,7.7
Talawatugoda,35500000,4,4,3500,8
Piliyandala,16500000,4,3,2000,6.5
Malabe,17500000,3,2,1400,10
Piliyandala,22500000,5,4,3200,9
Athurugiriya,17000000,3,1,1200,15
Dehiwala,17500000,5,3,3200,5.95
Boralesgamuwa,22000000,4,4,2650,7.5
Nawala,35000000,4,3,1800,5.49
Piliyandala,11500000,3,2,1580,6
Piliyandala,17500000,4,4,2785,9.5
Battaramulla,39000000,4,4,3000,9
Talawatugoda,22000000,4,3,2860,7
Piliyandala,11800000,3,3,1550,10
Kotte,69000000,4,3,4500,11.2
Talawatugoda,28500000,5,5,2300,7.5
Piliyandala,22000000,4,4,2200,8
Piliyandala,21500000,5,4,2985,8.2
Piliyandala,12000000,4,2,2300,10
Maharagama,16000000,8,3,3800,17
Talawatugoda,35000000,4,3,3500,13
Piliyandala,21000000,4,4,3100,8
Pannipitiya,26000000,4,4,2800,7.2
Malabe,22000000,4,4,2650,11.6
Athurugiriya,8500000,3,2,2400,10.5
Boralesgamuwa,26000000,8,6,1500,6
Malabe,6800000,2,2,1200,10
Kottawa,15500000,3,2,2000,14.3
Piliyandala,13700000,3,2,1600,10
Piliyandala,22000000,4,4,2850,6
Piliyandala,8800000,3,2,1345,7.5
Malabe,28000000,7,3,3200,20
Kotte,45000000,6,6,4500,8
Athurugiriya,18000000,4,3,2250,7.2
Moratuwa,17000000,5,2,1800,7.5
Moratuwa,35000000,5,2,5000,35
Piliyandala,7800000,4,2,1400,10.08
Piliyandala,38000000,5,3,3100,30
Malabe,24000000,4,4,2500,8
Malabe,20000000,4,2,1600,10
Malabe,15700000,7,3,1500,10
Maharagama,8200000,2,1,700,8.5
Athurugiriya,14500000,5,2,2800,8
Battaramulla,150000000,7,6,6500,7
Piliyandala,17500000,4,4,2850,9.5
Piliyandala,7500000,3,1,1000,6.7
Battaramulla,19500000,1,1,1200,12
Piliyandala,7500000,2,1,1000,14.5
Dehiwala,16500000,5,3,1600,6
Battaramulla,16000000,7,3,2000,10
Kottawa,25000000,5,5,4000,8
Athurugiriya,13000000,3,3,1650,7.13
Talawatugoda,80000000,4,4,4800,18.5
Wellampitiya,45000000,3,2,2200,13
Nawala,98000000,4,5,3500,15.14
Piliyandala,13000000,4,1,1700,11.5
Talawatugoda,36000000,4,3,3500,8
Talawatugoda,45000000,4,4,1800,12
Malabe,24000000,4,4,2650,7
Malabe,24000000,4,4,2650,8
Battaramulla,28000000,4,2,2890,8.5
Boralesgamuwa,18500000,4,3,2865,8
Dehiwala,95000000,6,4,4500,24.52
Maharagama,20800000,4,4,2400,9.25
Nawala,45000000,4,4,2600,8.5
Battaramulla,12000000,2,1,1500,6
Piliyandala,21000000,4,3,3200,8
Piliyandala,7900000,3,2,1500,8
Malabe,28000000,4,5,3500,6
Piliyandala,10500000,3,2,1254,7.5
Talawatugoda,26500000,4,4,3500,6.4
Maharagama,27500000,3,3,2500,9
Dehiwala,27000000,6,3,2500,6
Moratuwa,21000000,3,2,1400,11.75
nan,0,0,0,0,0
Talawatugoda,35500000,4,4,3500,8
Kottawa,25000000,4,4,2800,10
Malabe,24000000,4,4,2600,8
Malabe,17800000,3,3,1800,10
Malabe,17800000,3,3,1700,10
Piliyandala,22000000,5,6,3800,6
Kottawa,15000000,4,3,1900,8
Boralesgamuwa,26500000,4,2,2200,6
Malabe,28000000,4,4,2900,8
Piliyandala,25500000,5,4,3156,10
Colombo 10,5500000,2,1,272,1
Piliyandala,30000000,5,4,3858,16
Angoda,16000000,4,2,3000,18.44
Battaramulla,62000000,5,4,2500,43.25
Piliyandala,8000000,3,1,1300,7
Piliyandala,21500000,5,4,2500,8.2
Colombo 5,270000000,4,4,3500,23
Piliyandala,11300000,3,3,1300,7
