,0,1,2,3,4,5,6,7,8,9
0,title,posted date,location,price,description,Address:,Beds:,Baths:,House size:,Land size:
1,Colombo 3 Alfred Place House With Swimming Pool For Rent,19 Jul  3:34 pm,"Colombo 3, Colombo","800,000",7 Bedrooms4 Bathrooms4500 Square FeetSwimming PoolRoof Top Garden,"Alfred Place, Colombo 3",7,4,"4,500.0 sqft",18.0 perches
2,"['Colombo 3 Alfred Place House With Swimming Pool For Rent', '19 Jul  3:34 pm', 'Colombo 3, Colombo', '800,000', '7 Bedrooms4 Bathrooms4500 Square FeetSwimming PoolRoof Top Garden', 'Alfred Place, Colombo 3', '7', '4', '4,500.0 sqft', '18.0 perches']","['title', 'posted date', 'location', 'price', 'description', 'Address:', 'Beds:', 'Baths:', 'House size:', 'Land size:']",,,,,,,,
3,"2BR Furnished A/C Rent in Mahanuga Gardens, Colombo 3",16 Jul  8:10 pm,"Colombo 3, Colombo","180,000",* - This apartment type House is located in the 2nd floor of 4 story private apartment.,"Road: Mahanuga Gardens, Colombo 3 [Next to Crescat Residencies]",2,2,"1,060.0 sqft",15.0 perches
4,3BR House in Colombo 3,19 Jul  2:57 pm,"Colombo 3, Colombo","135,000","COLOMBO APARTMENTS offers Fully Furnished 3Room Apartments for short and extended/long stay. Sea view apartment near sea site one car park lift have,All the Apartments are a Fully Furnished including a Fully Equipped Kitchen.1------------------------------------------------------------------------------------ ■ 3Rooms- 1 Common Bathroom. ■ Living and Dining Area. Fully Air conditioned.■  Wi-Fi, Gas, Water and International TV Channels.■ 24 Hours Security and Parking.■ Parties, wedding inculding.  PER DAY7500/- ELE PERUNIT 50/- NOW CALL","4, 10th lane colombo-3",3,1,"1,200.0 sqft","1,200.0 perches"
5,3BR Apartment in Colombo 3,19 Jul  3:43 pm,"Colombo 3, Colombo","155,000",The apartments are tastefully furnished including fully equipped kitchen.,COLOMBO-03 10TH LANE NO:-04,3,1,"1,050.0 sqft","1,350.0 acres"
6,3BR House in Colombo-3,19 Jul  3:44 pm,"Colombo 3, Colombo","130,000","COLOMBO APARTMENTS offers Fully Furnished 3Room Apartments for short and extended/long stay. All the Apartments are a Fully Furnished including a Fully Equipped Kitchen.1------------------------------------------------------------------------------------ ■ 3Rooms-1 Attached and 1 Common Bathroom. ■ Living and Dining Area. Fully Air conditioned.■  Wi-Fi, Gas, Water and International TV Channels.■ 24 Hours Security and Parking.■ Parties, wedding inculding.  PER DAY7500/- ELE PERUNIT 50/- NOW CALL","4, 10th lane colombo-3",3,1,"1,200.0 sqft","1,200.0 perches"
7,kolpity luxury house for rent,12 Jul  5:07 pm,"Colombo 3, Colombo","80,000","Property Type: HouseBedrooms: 02Bathrooms 01Floor area: 1200 sqft.Car parking spaces: please note . there is no car park availability.Area of land: 1 = === RS  80,,000 PER MONTHAvailability: Available nowBills included ? YesAdvance payment: 06 monthNearest bus stop: 25 mProperty details",kollupitiya.near majestic city.,2,1,"1,400.0 sqft",5.0 perches
8,Colombo 3 Inner Bagathale Road House For Rent,19 Jul  2:47 pm,"Colombo 3, Colombo","220,000",04 Bedrooms 03 Bathrooms 2000 Square Feet Unfurnished,inner Bagatelle Road,4,2,"2,000.0 sqft",10.0 perches
9,5 Bd Fully Furnished House for Rent in Colombo 3,15 Jul 11:49 am,"Colombo 3, Colombo","250,000",• Our Reference No LH 2973( Please quote this reference number when inquiring),Colombo 3,5,6,"2,700.0 sqft",10.0 perches
10,Small House For Rent In Colombo 03, 9 Jul 11:56 am,"Colombo 3, Colombo","60,000",*6 months advance deposit*2 bed rooms  *No parking*100 meters to Galle road and duplication road*Red cement floor *No Brokers please,2,1,"1,200.0 sqft",2.0 perches,
11,Two story house at Colombo 03, 6 Jul  6:41 am,"Colombo 3, Colombo","60,000","Two story house for rent in Colombo 03. Suitable for office & residentialGround floor - Living room, kitchen & bathroom.First floor - Two bedrooms & one attached bathroom.Roof Top",Colombo 03,2,2,"1,800.0 sqft",3.0 perches
12,Commercial 5 Bed House for Rent in Colpetty Colombo 3., 1 Jul  1:18 pm,"Colombo 3, Colombo","275,000","Facing to the Deanston Place Road between Galle Road and Duplication Road. This recently refurbished completely air conditioned, 5 bedroom house with 4 bathrooms (one attached) is available for rent. Ideal for any commercial purpose. Separate servants room and toilet.","Deanston Place, Colombo 3.",6,5,"3,000.0 sqft",10.0 perches
13,Luxery New House for Rent Colombo 03, 7 Jul  1:31 pm,"Colombo 3, Colombo","330,000","Ready for Commercial and Residential purpose. Located in prime business area, closer to shopping , transport and great neighbourhood. ",5,2,"1,600.0 sqft",10.0 perches,
