,0,1,2,3,4,5,6,7
0,title,posted date,location,price,description,Property type:,Address:,Size:
1,Small and large private office spaces in Colombo 03 with parking,15 Jul  6:46 am,"Colombo 3, Colombo","55,000","Modern commercial building complexStarting fat Rs 55,000 for 300 sqft - all inclusive and fully serviced Private and separated office spaces can be arranged according to the space requirement 500 meters from the train station and 10 meters to the bus standAllocated, private car parking and visitor parking areaNewly installed Air Conditioning and lighting Located in and around Galle road near Liberty Plaza,Kelly Felder, Gflock, ACBT, Sponge, Pan Asia Bank, Metropolitain, PlazaOutside waiting area for visitorsSeparate smoking, lunch and tea areaNewly installed wood flooring and vinyl flooring Fingerprint entrance and remote lock control via mobile app for maximum security 24 Hour CCTV monitoring with CCTV mobile app connectivity for live viewing Spacious rooftop to hangout and celebrate special occasions Office cleaning and maintenance services are included 24 hour access and security Free running and drinking water supply Separate meter for electricityTea, Coffee making can be arranged - Charged separatelySecurity deposit of 6 months PLEASE CONTACT US AND ARRANGE FOR VIEWING THE PREMISES",Office,Galle road address,"34,000 sqft"
2,"['Small and large private office spaces in Colombo 03 with parking', '15 Jul  6:46 am', 'Colombo 3, Colombo', '55,000', 'Modern commercial building complexStarting fat Rs 55,000 for 300 sqft - all inclusive and fully serviced Private and separated office spaces can be arranged according to the space requirement 500 meters from the train station and 10 meters to the bus standAllocated, private car parking and visitor parking areaNewly installed Air Conditioning and lighting Located in and around Galle road near Liberty Plaza,Kelly Felder, Gflock, ACBT, Sponge, Pan Asia Bank, Metropolitain, PlazaOutside waiting area for visitorsSeparate smoking, lunch and tea areaNewly installed wood flooring and vinyl flooring Fingerprint entrance and remote lock control via mobile app for maximum security 24 Hour CCTV monitoring with CCTV mobile app connectivity for live viewing Spacious rooftop to hangout and celebrate special occasions Office cleaning and maintenance services are included 24 hour access and security Free running and drinking water supply Separate meter for electricityTea, Coffee making can be arranged - Charged separatelySecurity deposit of 6 months PLEASE CONTACT US AND ARRANGE FOR VIEWING THE PREMISES', 'Office', 'Galle road address', '34,000 sqft']","['title', 'posted date', 'location', 'price', 'description', 'Property type:', 'Address:', 'Size:']",,,,,,
3,Building for Rent in - Colombo 03, 9 Jul  2:24 pm,"Colombo 3, Colombo","110,000","A Great Location Situated in A Generally Busy Street in The Heart of Colombo.Ideal for A Coffee Shop, Boutique Shop or A Warehouse.to Be Rented out Immediately for A Period of One to Two Years.",Building,Hudson road,750 sqft
4,Office Space for Rent in Colombo 3,20 Jul  4:35 pm,"Colombo 3, Colombo","148,000",3 room with attached bathroom large hall 3 room with air condition 2nd floor car park close to Marine Drive and galle Road 6 month advanced agent fee half month,Office,10th Lane Colombo 3,"1,500 sqft"
5,Small and large private office spaces in Colombo 03 with parking,15 Jul  6:46 am,"Colombo 3, Colombo","55,000","Modern commercial building complexStarting fat Rs 55,000 for 300 sqft - all inclusive and fully serviced Private and separated office spaces can be arranged according to the space requirement 500 meters from the train station and 10 meters to the bus standAllocated, private car parking and visitor parking areaNewly installed Air Conditioning and lighting Located in and around Galle road near Liberty Plaza,Kelly Felder, Gflock, ACBT, Sponge, Pan Asia Bank, Metropolitain, PlazaOutside waiting area for visitorsSeparate smoking, lunch and tea areaNewly installed wood flooring and vinyl flooring Fingerprint entrance and remote lock control via mobile app for maximum security 24 Hour CCTV monitoring with CCTV mobile app connectivity for live viewing Spacious rooftop to hangout and celebrate special occasions Office cleaning and maintenance services are included 24 hour access and security Free running and drinking water supply Separate meter for electricityTea, Coffee making can be arranged - Charged separatelySecurity deposit of 6 months PLEASE CONTACT US AND ARRANGE FOR VIEWING THE PREMISES",Office,Galle road address,"34,000 sqft"
6,Showroom Space for Rent in Colombo 03,20 Jul 10:02 am,"Colombo 3, Colombo","450,000",A showroom consisting of approximately 3000 square feet is available for immediate long term rent.,Other,"St.Anthony's Mawatha, Colombo 03","3,000 sqft"
7,Modern office - Ground Floor 1800sqft Colombo 03,15 Jul  9:49 am,"Colombo 3, Colombo","210,000","Modern commercial buildingPrivate and separated and 10 meters from the Galle road800 meters from the train station and 30 meters to the bus standPrivate car parking and visitor parking areaNewly installed Air Conditioning and lighting Located in and around Galle road near  Kelly Felder, Gflock, ACBT, Sponge, Pan Asia Bank, MetropolitainFingerprint entrance and remote lock control via mobile app for maximum security 24 Hour CCTV monitoring with CCTV mobile app connectivity for live viewing 24 hour access and security Free running and drinking water supply Separate meter for electricitySecurity deposit of 6 months PLEASE CONTACT US AND ARRANGE FOR VIEWING THE PREMISES",Office,"1,800 sqft",
8,Colombo 03 Commercial Property For Rent,19 Jul  5:30 pm,"Colombo 3, Colombo","731,250",3250 Square FeetGround Floor2 ParkingClose To Stone and String,Office,"Duplication Road, Colombo 3","3,250 sqft"
9,Office For Rent - Colomobo 3,20 Jul 11:02 am,"Colombo 3, Colombo","165,000","Semi Detached Bungalow suitable for a quiet office owned by retired senior diplomat.  Fully Air-conditioned. Allocated parking for 2 cars. Approximately 1000 square feet.  Three working areas, pantry, two washrooms.",Office,"16A, Temple Lane, Colombo 3.","1,000 sqft"
