,0,1,2,3,4,5,6,7,8,9
0,title,posted date,location,price,description,Address:,Beds:,Baths:,House size:,Land size:
1,Houses in Colombo (Water Faced) Lake Drive Colombo-8,12 Jul  9:02 am,"Colombo 8, Colombo","175,000",》》Foreigners are well Come》》**Short term =Rs200000/-**,40/40 lake Garden Colombo-8,3,4,"2,500.0 sqft",32.0 perches
2,"['Houses in Colombo (Water Faced) Lake Drive Colombo-8', '12 Jul  9:02 am', 'Colombo 8, Colombo', '175,000', '》》Foreigners are well Come》》**Short term =Rs200000/-**', '40/40 lake Garden Colombo-8', '3', '4', '2,500.0 sqft', '32.0 perches']","['title', 'posted date', 'location', 'price', 'description', 'Address:', 'Beds:', 'Baths:', 'House size:', 'Land size:']",,,,,,,,
3,House for Rent in Colombo 08 (484B), 7 Jul  5:18 pm,"Colombo 8, Colombo","250,000",Three story house available with four bed rooms and three attached bathroomSix perches land4700 sqf,KITHULWATTA ROAD,4,3,"4,700.0 sqft",6.0 perches
4,"Down stairs portion of house for rent in Borella, Colombo 8,",19 Jul  4:34 pm,"Colombo 8, Colombo","47,500","Down stairs portion of house for rent in Chandralekha Mawatha, Colombo 8,Ground floor quiet/secured portion of house having: 1. Large Hall (Terrazzo floored) 2. Large room can be use as bedroom3. Lunch room / Pantry 4. Tiled toilet/bathroom 5. Verandah area 6. Front and back small garden space 7. Extremely decent neighborhood. ","Chandralekha Mawatha, Borella, Colombo 8",1,1,"1,000.0 sqft",8.0 perches
5,Luxury 4BR House For Rent - Colombo 8,19 Jul  4:27 pm,"Colombo 8, Colombo","350,000",04 Bedrooms04 BathroomsFully Furnished3500 Square FeetSwimming PoolCarped Floor AreaFront And Rear GardenSnooker Table and Leisure Area,"Park Lane, Colombo 8",4,4,"3,500.0 sqft",18.0 perches
6,Furnished House for Rent in Colombo-08,16 Jul  2:49 pm,"Colombo 8, Colombo","175,000","This beautifully designed furnished house has the following amenities...> 3 Bed rooms > 2 Attached bathrooms & a 1 common bathroom. > All bedrooms air conditioned.> Spacious living & dining area.> Balconies on each bed room.> 1,800/sqft of living space.> Fully equipped kitchen.> Maids quarters with bath.> Spacious roof top which you could entertain a small crowd or relax in the evenings....> Main road & side road frontages.> Parking for one vehicle within the property and few more on the lane if needed. > Remote roller gate.",Borella,3,3,"1,800.0 sqft",10.0 perches
7,Garden Houses for Rent Borella,16 Jul  2:01 pm,"Colombo 8, Colombo","80,000",FOREIGNERS ARE WELCOME ,Ayurveda Junction Borella,4,3,"2,500.0 sqft",25.0 perches
8,House for Rent in - Borella,14 Jul 10:28 pm,"Colombo 8, Colombo","250,000","Four Air Conditioned rooms. ( Three with attached bath rooms.)Living, Dinning, Pantry.Separate Maids room with attached bathroom.Parking inside for two vehicles.Roof top viewing the golf course.Solar hot water.Three phase electricity.CCTV and Alarm systems.","Kithulwatta Road, Borella.",4,4,"4,000.0 sqft",6.0 perches
9,"House for Rent in Borella,colombo 8 (upstair House)",19 Jul  2:27 pm,"Colombo 8, Colombo","75,000",15 ft road access 300m to main road1 km to Borella junction 1 km to Rajagiriya junction 2 vehicle parking,"1st lane Gothami road,borella",3,2,"2,500.0 sqft",25.0 perches
