,0,1,2,3,4,5,6,7
0,title,posted date,location,price,description,Property type:,Address:,Size:
1,Office/Shop space for rent - Colombo 5,10 Jul  3:33 pm,"Colombo 5, Colombo","80,000","Situated in a prime location facing the Baseline road, in the vicinity of Lanka Hospital, IPM and Thimbirigasyaya DIvisional Secretariat.",Office,"21/12A/1/1, Polhengoda Road, Colombo 5","1,200 sqft"
2,"['Office/Shop space for rent - Colombo 5', '10 Jul  3:33 pm', 'Colombo 5, Colombo', '80,000', 'Situated in a prime location facing the Baseline road, in the vicinity of Lanka Hospital, IPM and Thimbirigasyaya DIvisional Secretariat.', 'Office', '21/12A/1/1, Polhengoda Road, Colombo 5', '1,200 sqft']","['title', 'posted date', 'location', 'price', 'description', 'Property type:', 'Address:', 'Size:']",,,,,,
3,4 Storey Commercial Building for Rent kirulapone,20 Jul  2:21 pm,"Colombo 5, Colombo","500,000","5lakh monthly rent 4storey building with car parking...,,, advance can talk",Building,kirulapone (siebel avenue),"5,000 sqft"
4,Office Space for Rent in - Colombo 5,19 Jul  2:56 pm,"Colombo 5, Colombo","600,000","Excellent Location in Fife Road, Colombo 5 with Tiled Floors and Air Conditioned",Office,"3,300 sqft",
5,"Commercial Property for Rent in Colombo 5, Chithra Lane",18 Jul  9:54 am,"Colombo 5, Colombo","155,000","2 Storey Commercial Property for Rent at Colombo 5, Chithra Lane.With wide roads.",Office,"Colombo 5, Chithra Lane.","3,500 sqft"
6,Office Space For Rent - Colombo 5,18 Jul  3:50 am,"Colombo 5, Colombo","90,000","Poorwarama Road, Colombo 5. Office Space for Rent-(Without Furniture)",Office,"Poorwarama Road, Colombo 5","1,500 sqft"
7,Office Space for Rent in Elibank Road Col 5,15 Jul 10:36 am,"Colombo 5, Colombo","185,000",office space for rent in elibank road col52000sqft1st floorfurnished/unfurnished 3 bathrooms________________________call/smsomix real estateagent fee half month,Office,"elibank road, col5","2,000 sqft"
8,Commercial Property Rent Colombo 5,15 Jul 10:22 am,"Colombo 5, Colombo","350,000",Pollayangoda Colombo 5 3 Story Brand new  Building 350000.00 Commercial Building,Building,Pollayangoda Colombo 5,"4,000 sqft"
9,Building For Rent - Colombo 5,15 Jul  9:43 am,"Colombo 5, Colombo","300,000",Colombo 5 Pollayangoda 3000 sqft brand new building 3 Bathrooms 300000.00 Monthly rental 5 Parking,Building,Colombo 5 Pollayangoda,"3,000 sqft"
