,0,1,2,3,4,5,6,7,8,9
15,Brand New House for Sale in Athurugiriya [HS16],19 Jul  8:53 pm,"Athurugiriya, Colombo","40,000,000","Brand new house for sale in Athurugiriya, located 800 meters away from Millennium City Junction & 2 km from Athurugiriya Road, within close proximity to all modern day conveniences. The house offers extensive living space along with four bedrooms and three bathrooms. The house has been tastefully designed and constructed to exceptional standards with the use of high quality fittings and fixtures.","Galwarusa Road, Oruwala, Athurugiriya",4,3,"3,200.0 sqft",10.0 perches
16,New House for Sale in Athurugiriya,19 Jul  3:46 pm,"Athurugiriya, Colombo","9,800,000",New House for sale in Athurugiriya,Athurugiriya,3,1,"1,400.0 sqft",9.0 perches
17,B / New Single Storied House For Sale in || Athurugiriya,19 Jul 11:33 am,"Athurugiriya, Colombo","11,400,000",B / New Single Storied  House For Sale In || Aturugiriya .09 Perches Landscaped garden area.,"Habarakada, Athurugiriya",3,3,"1,400.0 sqft",9.0 perches
18,Brand-New House for Sale - Athurrugiriya,21 Jul  4:07 pm,"Athurugiriya, Colombo","14,000,000","* Brand-new, Architecture designed, Modern Luxury house at Athurugiriya, * Located 30min drive from Colombo with every essentials in close proximity* Luxury Bathroom amenity & Interior, Air-conditioned, Centralised WiFi* Roller door with ample parking* Garden landscaped design with a scenic view* Highly Residential, Calm and Decent Environment* Clear deeds and all required documents available for housing loan facility",Athurugiriya,3,3,"2,000.0 sqft",8.5 perches
19,Brand New House for Sale Athurugiriya,18 Jul  9:25 pm,"Athurugiriya, Colombo","10,500,000","අතුරුගිරිය නගරයට අාසන්නව කාමර 3කින් සමන්විත නව නිවස විකිණීමට තිබේ. පර්චස් 6.5ක ඉඩම, වර්ග අඩි 1350 නිවස, ජල විදුලිය සමග සියලු නාගරික පහසුකම් වලින් සමන්විතයිපිරිසිදු ඔප්පු.මිල ගණන් සාකච්චා කරගත හැකිය",Athurugiriya,3,3,"1,350.0 sqft",6.5 perches
20,2 STORY NEW HOUSE in ATHURUGIRIYA,18 Jul  5:03 pm,"Athurugiriya, Colombo","19,000,000","Two story house in Walgama Athurugiriya4 Bedroom 4 Bathroom living room and kitchen Rolla Gart2 Vehicle parking 15-20 ft wide road Enters100, meter from main road2 Kms Experswey Athurugiriya4 Kms Experswey Kottawa3 Kms Homagama TwonTotal price Rs 19 Million",Homagama Road Walgama Athurugiriya,4,3,"2,780.0 sqft",8.0 perches
21,Two Storey House in Athurugiriya,19 Jul 10:05 am,"Athurugiriya, Colombo","22,500,000","A two storey house, which can also be used as two separate units (Two separate electricity meters for upstairs and down stairs) is for sale in Athurugiriya closer to ARIYANA resort apartments. About 03 Kilometers to Athurugiriya Clock tower. A very Peaceful environment.",Walking distance to Athurugiriya ARIYANA resort apartments,5,3,"2,400.0 sqft",18.5 perches
22,Brand New || 2 Storied House in Athurugiriya,18 Jul 12:34 pm,"Athurugiriya, Colombo","19,000,000","Brand New Two Storied House For Sale In Athurugiriya.08 Perches , Landscaped garden area.","Pemananda Mw, Athurugiriya.",4,4,"2,400.0 sqft",8.0 perches
23,Brand New House For Sale In Athurugiriya,17 Jul 11:39 pm,"Athurugiriya, Colombo","10,900,000",Brand new house for sale close athurugiriya millenium city.500 meters to main road.3 bed room.2 bath room and servent bath room.pantry cupbourds with mahogany.finishing roof.Elcardo Roller door with 10 year warranty.hot water.3 vehicle can be park.20 feet access road.CCTV Cameras.landscape garden with grass and interlock paving blocks.Ac provisions to 3 bed rooms.washing mechi e room.out side sink area.2 x 2 tiling .all door and window frames are teak.door and windoors are treated mahogany.thulan timber for finishing roof.allumium roof guters and flashing.good residencial area.,Athurugiriya close millenium city,3,3,"1,450.0 sqft",10.5 perches
24,House for Sale in Athurugiriya Habarakada,17 Jul  3:36 pm,"Athurugiriya, Colombo","11,000,000",New HouseBed rooms - 03Common bathroom 1Large living roomDining roomKitchenGarage Fully Tiled Bathroom fittings totoClose to Athurugiriya3 km to High way Entrance 20 Perch LandBoundary wall with gateClear deedBest residential Areaprice - 110 lakhs (negotiable)Call More Details,68/3 Kamathgodalla Road Habarakada Athurugiriya,3,1,"1,800.0 sqft",20.0 perches
25,House in Athurugiriya,17 Jul 11:20 am,"Athurugiriya, Colombo","8,000,000","Hokandara , horahena road  ",2,2,"1,300.0 sqft",10.0 perches,
26,Brand New Single Story House for Sale - Athurugiriya,17 Jul 10:43 am,"Athurugiriya, Colombo","13,500,000","Brand New Single Story House For Sale In Galwarusawa Road, Athurugiriya.10 Perches Landscaped garden area.","Galwarusawa Rd, Athurugiriya.",3,3,"1,650.0 sqft",10.0 perches
27,Single Storied || House For Sale In Athurugiriya,17 Jul 10:26 am,"Athurugiriya, Colombo","8,300,000","House @ Athurugiriya Road, Waduramulla.12.3 Perches with Landscaped garden area.","Athurugiriya Rd, Waduramulla",2,1,"1,600.0 sqft",12.0 perches
28,Modern 3 Storied House For Sale - Athurugiriya,17 Jul 10:19 am,"Athurugiriya, Colombo","31,000,000","Brand New Three Storied House For Sale In Malabe Road, Athurugiriya.10 Perches , Landscaped garden area.","Malabe Rd, Athurugiriya.",4,5,"4,000.0 sqft",10.0 perches
