,Location,Price,Beds,Baths,House Size,Land Size
2320,"Homagama, Colombo",7800000,3,2,"1,500.0 sqft",10.5 perches
2321,"Nugegoda, Colombo",47000000,9,5,"5,000.0 sqft",11.0 perches
2322,"Battaramulla, Colombo",48500000,4,4,"3,500.0 sqft",10.0 perches
2323,"Piliyandala, Colombo",12000000,3,3,"1,452.0 sqft",8.0 perches
2324,"Talawatugoda, Colombo",26500000,4,4,"3,500.0 sqft",6.4 perches
2325,"Moratuwa, Colombo",9000000,3,1,"1,000.0 sqft",14.0 perches
2326,"Talawatugoda, Colombo",26500000,4,4,"3,000.0 sqft",7.0 perches
2327,"Athurugiriya, Colombo",13500000,3,3,"1,650.0 sqft",6.75 perches
2328,"Boralesgamuwa, Colombo",29700000,4,3,"3,100.0 sqft",6.0 perches
2329,"Talawatugoda, Colombo",45000000,4,4,"3,700.0 sqft",8.0 perches
2330,"Battaramulla, Colombo",100000000,7,6,"6,200.0 sqft",23.0 perches
2331,"Talawatugoda, Colombo",34500000,4,4,"3,400.0 sqft",10.0 perches
2332,"Piliyandala, Colombo",22000000,4,4,"3,240.0 sqft",10.0 perches
2333,"Malabe, Colombo",10200000,3,2,"25,000.0 sqft",11.0 perches
2334,"Piliyandala, Colombo",17500000,4,3,"2,000.0 sqft",7.7 perches
2335,"Nawala, Colombo",85000000,5,5,"2,668.05 sqft",9.8 perches
2336,"Talawatugoda, Colombo",45000000,4,4,"4,000.0 sqft",10.25 perches
2337,"Dehiwala, Colombo",74000000,4,3,"2,146.0 sqft",15.67 perches
2338,"Talawatugoda, Colombo",100000000,4,4,"5,500.0 sqft",20.0 perches
2339,"Piliyandala, Colombo",17500000,4,4,"2,870.0 sqft",9.5 perches
2340,"Battaramulla, Colombo",35000000,5,4,"3,500.0 sqft",7.0 perches
2341,"Boralesgamuwa, Colombo",35000000,3,2,"2,000.0 sqft",15.0 perches
2342,"Malabe, Colombo",22000000,4,4,"2,650.0 sqft",11.6 perches
2343,"Piliyandala, Colombo",11500000,3,2,"1,650.0 sqft",6.0 perches
2344,"Homagama, Colombo",9000000,3,2,"1,412.0 sqft",10.0 perches
2345,"Colombo 15, Colombo",12000000,4,2,"1,200.0 sqft",3.0 perches
2346,"Kolonnawa, Colombo",45000000,5,4,"3,000.0 sqft",10.0 perches
2347,"Piliyandala, Colombo",17500000,4,4,"2,300.0 sqft",9.0 perches
2348,"Piliyandala, Colombo",13500000,3,3,"1,520.0 sqft",10.0 perches
2349,"Athurugiriya, Colombo",13000000,3,3,"1,650.0 sqft",7.5 perches
2350,"Kottawa, Colombo",25500000,4,4,"2,800.0 sqft",10.0 perches
2351,"Kottawa, Colombo",16000000,4,3,"2,800.0 sqft",7.7 perches
2352,"Battaramulla, Colombo",42000000,4,3,"3,500.0 sqft",10.0 perches
2353,"Colombo 8, Colombo",127500000,6,5,"3,500.0 sqft",15.0 perches
2354,"Malabe, Colombo",28500000,4,3,"2,800.0 sqft",8.0 perches
2355,"Athurugiriya, Colombo",22000000,4,4,"2,700.0 sqft",11.6 perches
2356,"Colombo 10, Colombo",4300000,1,1,850.0 sqft,2.5 perches
2357,"Athurugiriya, Colombo",23000000,4,4,"2,650.0 sqft",8.0 perches
2358,"Homagama, Colombo",4500000,3,1,"1,200.0 sqft",9.0 perches
2359,"Colombo 14, Colombo",8700000,2,1,800.0 sqft,3.5 perches
2360,"Malabe, Colombo",25500000,4,4,"2,850.0 sqft",7.5 perches
2361,"Piliyandala, Colombo",12000000,3,3,"1,450.0 sqft",8.0 perches
2362,"Athurugiriya, Colombo",8000000,3,2,950.0 sqft,8.5 perches
2363,"Piliyandala, Colombo",12500000,3,2,"1,250.0 sqft",7.7 perches
2364,"Talawatugoda, Colombo",35500000,4,4,"3,500.0 sqft",8.0 perches
2365,"Piliyandala, Colombo",16500000,4,3,"2,000.0 sqft",6.5 perches
2366,"Malabe, Colombo",17500000,3,2,"1,400.0 sqft",10.0 perches
2367,"Piliyandala, Colombo",22500000,5,4,"3,200.0 sqft",9.0 perches
2368,"Athurugiriya, Colombo",17000000,3,1,"1,200.0 sqft",15.0 perches
2369,"Dehiwala, Colombo",17500000,5,3,"3,200.0 sqft",5.95 perches
2370,"Boralesgamuwa, Colombo",22000000,4,4,"2,650.0 sqft",7.5 perches
2371,"Nawala, Colombo",35000000,4,3,"1,800.0 sqft",5.49 perches
2372,"Piliyandala, Colombo",11500000,3,2,"1,580.0 sqft",6.0 perches
2373,"Piliyandala, Colombo",17500000,4,4,"2,785.0 sqft",9.5 perches
2374,"Battaramulla, Colombo",39000000,4,4,"3,000.0 sqft",9.0 perches
2375,"Talawatugoda, Colombo",22000000,4,3,"2,860.0 sqft",7.0 perches
2376,"Piliyandala, Colombo",11800000,3,3,"1,550.0 sqft",10.0 perches
2377,"Kotte, Colombo",69000000,4,3,"4,500.0 sqft",11.2 perches
2378,"Talawatugoda, Colombo",28500000,5,5,"2,300.0 sqft",7.5 perches
2379,"Piliyandala, Colombo",22000000,4,4,"2,200.0 sqft",8.0 perches
2380,"Piliyandala, Colombo",21500000,5,4,"2,985.0 sqft",8.2 perches
2381,"Piliyandala, Colombo",12000000,4,2,"2,300.0 sqft",10.0 perches
2382,"Maharagama, Colombo",16000000,8,3,"3,800.0 sqft",17.0 perches
2383,"Talawatugoda, Colombo",35000000,4,3,"3,500.0 sqft",13.0 perches
2384,"Piliyandala, Colombo",21000000,4,4,"3,100.0 sqft",8.0 perches
2385,"Pannipitiya, Colombo",26000000,4,4,"2,800.0 sqft",7.2 perches
2386,"Malabe, Colombo",22000000,4,4,"2,650.0 sqft",11.6 perches
2387,"Athurugiriya, Colombo",8500000,3,2,"2,400.0 sqft",10.5 perches
2388,"Boralesgamuwa, Colombo",26000000,8,6,"1,500.0 sqft",6.0 perches
2389,"Malabe, Colombo",6800000,2,2,"1,200.0 sqft",10.0 perches
2390,"Kottawa, Colombo",15500000,3,2,"2,000.0 sqft",14.3 perches
2391,"Piliyandala, Colombo",13700000,3,2,"1,600.0 sqft",10.0 perches
2392,"Piliyandala, Colombo",22000000,4,4,"2,850.0 sqft",6.0 perches
2393,"Piliyandala, Colombo",8800000,3,2,"1,345.0 sqft",7.5 perches
2394,"Malabe, Colombo",28000000,7,3,"3,200.0 sqft",20.0 perches
2395,"Kotte, Colombo",45000000,6,6,"4,500.0 sqft",8.0 perches
2396,"Athurugiriya, Colombo",18000000,4,3,"2,250.0 sqft",7.2 perches
2397,"Moratuwa, Colombo",17000000,5,2,"1,800.0 sqft",7.5 perches
2398,"Moratuwa, Colombo",35000000,5,2,"5,000.0 sqft",35.0 perches
2399,"Piliyandala, Colombo",7800000,4,2,"1,400.0 sqft",10.08 perches
2400,"Piliyandala, Colombo",38000000,5,3,"3,100.0 sqft",30.0 perches
2401,"Malabe, Colombo",24000000,4,4,"2,500.0 sqft",8.0 perches
2402,"Malabe, Colombo",20000000,4,2,"1,600.0 sqft",10.0 perches
2403,"Malabe, Colombo",15700000,7,3,"1,500.0 sqft",10.0 perches
2404,"Maharagama, Colombo",8200000,2,1,700.0 sqft,8.5 perches
2405,"Athurugiriya, Colombo",14500000,5,2,"2,800.0 sqft",8.0 perches
2406,"Battaramulla, Colombo",150000000,7,6,"6,500.0 sqft",7.0 perches
2407,"Piliyandala, Colombo",17500000,4,4,"2,850.0 sqft",9.5 perches
2408,"Piliyandala, Colombo",7500000,3,1,"1,000.0 sqft",6.7 perches
2409,"Battaramulla, Colombo",19500000,1,1,"1,200.0 sqft",12.0 perches
2410,"Piliyandala, Colombo",7500000,2,1,"1,000.0 sqft",14.5 perches
2411,"Dehiwala, Colombo",16500000,5,3,"1,600.0 sqft",6.0 perches
2412,"Battaramulla, Colombo",16000000,7,3,"2,000.0 sqft",10.0 perches
2413,"Kottawa, Colombo",25000000,5,5,"4,000.0 sqft",8.0 perches
2414,"Athurugiriya, Colombo",13000000,3,3,"1,650.0 sqft",7.13 perches
2415,"Talawatugoda, Colombo",80000000,4,4,"4,800.0 sqft",18.5 perches
2416,"Wellampitiya, Colombo",45000000,3,2,"2,200.0 sqft",13.0 perches
2417,"Nawala, Colombo",98000000,4,5,"3,500.0 sqft",15.14 perches
2418,"Piliyandala, Colombo",13000000,4,1,"1,700.0 sqft",11.5 perches
2419,"Talawatugoda, Colombo",36000000,4,3,"3,500.0 sqft",8.0 perches
2420,"Talawatugoda, Colombo",45000000,4,4,"1,800.0 sqft",12.0 perches
2421,"Malabe, Colombo",24000000,4,4,"2,650.0 sqft",7.0 perches
2422,"Malabe, Colombo",24000000,4,4,"2,650.0 sqft",8.0 perches
2423,"Battaramulla, Colombo",28000000,4,2,"2,890.0 sqft",8.5 perches
2424,"Boralesgamuwa, Colombo",18500000,4,3,"2,865.0 sqft",8.0 perches
2425,"Dehiwala, Colombo",95000000,6,4,"4,500.0 sqft",24.52 perches
2426,"Maharagama, Colombo",20800000,4,4,"2,400.0 sqft",9.25 perches
2427,"Nawala, Colombo",45000000,4,4,"2,600.0 sqft",8.5 perches
2428,"Battaramulla, Colombo",12000000,2,1,"1,500.0 sqft",6.0 perches
2429,"Piliyandala, Colombo",21000000,4,3,"3,200.0 sqft",8.0 perches
2430,"Piliyandala, Colombo",7900000,3,2,"1,500.0 sqft",8.0 perches
2431,"Malabe, Colombo",28000000,4,5,"3,500.0 sqft",6.0 perches
2432,"Piliyandala, Colombo",10500000,3,2,"1,254.0 sqft",7.5 perches
2433,"Talawatugoda, Colombo",26500000,4,4,"3,500.0 sqft",6.4 perches
2434,"Maharagama, Colombo",27500000,3,3,"2,500.0 sqft",9.0 perches
2435,"Dehiwala, Colombo",27000000,6,3,"2,500.0 sqft",6.0 perches
2436,"Moratuwa, Colombo",21000000,3,2,"1,400.0 sqft",11.75 perches
2437,,0,0,0,0.0 sqft,0.0 perches
2438,"Talawatugoda, Colombo",35500000,4,4,"3,500.0 sqft",8.0 perches
2439,"Kottawa, Colombo",25000000,4,4,"2,800.0 sqft",10.0 perches
2440,"Malabe, Colombo",24000000,4,4,"2,600.0 sqft",8.0 perches
2441,"Malabe, Colombo",17800000,3,3,"1,800.0 sqft",10.0 perches
2442,"Malabe, Colombo",17800000,3,3,"1,700.0 sqft",10.0 perches
2443,"Piliyandala, Colombo",22000000,5,6,"3,800.0 sqft",6.0 perches
2444,"Kottawa, Colombo",15000000,4,3,"1,900.0 sqft",8.0 perches
2445,"Boralesgamuwa, Colombo",26500000,4,2,"2,200.0 sqft",6.0 perches
2446,"Malabe, Colombo",28000000,4,4,"2,900.0 sqft",8.0 perches
2447,"Piliyandala, Colombo",25500000,5,4,"3,156.0 sqft",10.0 perches
2448,"Colombo 10, Colombo",5500000,2,1,272.0 sqft,1.0 perches
2449,"Piliyandala, Colombo",30000000,5,4,"3,858.0 sqft",16.0 perches
2450,"Angoda, Colombo",16000000,4,2,"3,000.0 sqft",18.44 perches
2451,"Battaramulla, Colombo",62000000,5,4,"2,500.0 sqft",43.25 perches
2452,"Piliyandala, Colombo",8000000,3,1,"1,300.0 sqft",7.0 perches
2453,"Piliyandala, Colombo",21500000,5,4,"2,500.0 sqft",8.2 perches
2454,"Colombo 5, Colombo",270000000,4,4,"3,500.0 sqft",23.0 perches
2455,"Piliyandala, Colombo",11300000,3,3,"1,300.0 sqft",7.0 perches
2456,"Piliyandala, Colombo",5700000,2,1,"1,800.0 sqft",10.0 perches
2457,"Talawatugoda, Colombo",26500000,4,4,"3,500.0 sqft",6.4 perches
2458,"Malabe, Colombo",20500000,4,3,"2,850.0 sqft",8.0 perches
2459,"Piliyandala, Colombo",17500000,4,3,"3,000.0 sqft",8.5 perches
2460,"Pannipitiya, Colombo",37000000,4,3,"4,500.0 sqft",8.0 perches
2461,"Malabe, Colombo",25000000,5,3,"3,000.0 sqft",10.5 perches
2462,"Malabe, Colombo",24000000,4,4,"2,400.0 sqft",8.0 perches
2463,"Dehiwala, Colombo",75000000,4,3,"3,000.0 sqft",10.0 perches
2464,"Ratmalana, Colombo",26000000,4,2,"1,957.0 sqft",20.5 perches
2465,"Avissawella, Colombo",10000000,3,1,"2,500.0 sqft",40.0 perches
2466,"Athurugiriya, Colombo",11500000,3,2,"1,650.0 sqft",6.0 perches
2467,"Piliyandala, Colombo",34000000,5,4,"3,890.0 sqft",10.0 perches
2468,"Athurugiriya, Colombo",22000000,5,3,"2,500.0 sqft",8.0 perches
2469,"Malabe, Colombo",22000000,4,4,"2,650.0 sqft",11.6 perches
2470,"Piliyandala, Colombo",21000000,4,4,"2,987.0 sqft",8.0 perches
2471,"Moratuwa, Colombo",28000000,5,5,"4,600.0 sqft",15.0 perches
2472,"Piliyandala, Colombo",15000000,3,3,"1,650.0 sqft",13.0 perches
2473,"Malabe, Colombo",21000000,3,3,"1,250.0 sqft",10.0 perches
2474,"Malabe, Colombo",19500000,3,3,"2,150.0 sqft",9.5 perches
2475,"Piliyandala, Colombo",11800000,3,3,"1,590.0 sqft",10.0 perches
2476,"Malabe, Colombo",16500000,4,3,"2,200.0 sqft",6.0 perches
2477,"Dehiwala, Colombo",39000000,4,6,"2,400.0 sqft",6.0 perches
2478,"Piliyandala, Colombo",22500000,4,3,"3,600.0 sqft",6.0 perches
2479,"Homagama, Colombo",16500000,4,2,"2,400.0 sqft",10.0 perches
2480,"Boralesgamuwa, Colombo",55000000,3,3,"3,200.0 sqft",10.5 perches
2481,"Boralesgamuwa, Colombo",21500000,5,4,"4,000.0 sqft",9.5 perches
2482,"Dehiwala, Colombo",13000000,2,2,"1,300.0 sqft",4.5 perches
2483,"Piliyandala, Colombo",30000000,4,3,"3,000.0 sqft",17.0 perches
2484,"Piliyandala, Colombo",21000000,5,5,"3,250.0 sqft",6.3 perches
2485,"Boralesgamuwa, Colombo",26000000,5,4,"3,752.0 sqft",11.0 perches
2486,"Malabe, Colombo",24000000,4,4,"2,650.0 sqft",8.0 perches
2487,"Talawatugoda, Colombo",48500000,4,4,"3,200.0 sqft",10.5 perches
2488,"Malabe, Colombo",29000000,4,4,"4,000.0 sqft",10.0 perches
2489,"Athurugiriya, Colombo",11500000,3,3,"2,000.0 sqft",7.2 perches
2490,"Malabe, Colombo",22000000,4,3,"2,700.0 sqft",11.6 perches
2491,"Boralesgamuwa, Colombo",22500000,5,4,"3,600.0 sqft",10.0 perches
2492,"Kohuwala, Colombo",105000000,4,4,"4,600.0 sqft",37.0 perches
2493,"Boralesgamuwa, Colombo",26000000,5,3,"3,500.0 sqft",7.0 perches
2494,"Piliyandala, Colombo",22000000,4,3,"2,900.0 sqft",8.0 perches
2495,"Piliyandala, Colombo",12000000,3,3,"1,600.0 sqft",8.0 perches
2496,"Piliyandala, Colombo",29500000,4,3,"2,800.0 sqft",25.1 perches
2497,"Malabe, Colombo",23000000,4,4,"2,450.0 sqft",7.5 perches
2498,"Piliyandala, Colombo",34000000,5,4,"4,500.0 sqft",10.0 perches
2499,"Dehiwala, Colombo",120000000,6,6,"6,000.0 sqft",20.5 perches
2500,"Nugegoda, Colombo",65000000,6,6,"5,000.0 sqft",8.5 perches
2501,"Homagama, Colombo",4500000,2,2,"1,200.0 sqft",12.0 perches
2502,"Kottawa, Colombo",22500000,5,4,"3,214.0 sqft",8.5 perches
2503,"Malabe, Colombo",22000000,3,3,"2,000.0 sqft",9.0 perches
2504,"Pannipitiya, Colombo",17000000,4,3,"2,800.0 sqft",8.0 perches
2505,"Piliyandala, Colombo",17500000,4,4,"2,200.0 sqft",9.0 perches
2506,"Piliyandala, Colombo",6800000,2,1,"1,700.0 sqft",8.0 perches
2507,"Malabe, Colombo",10800000,3,3,"1,250.0 sqft",6.5 perches
2508,"Homagama, Colombo",9000000,5,3,"2,000.0 sqft",16.0 perches
2509,"Battaramulla, Colombo",50000000,5,3,"2,000.0 sqft",20.0 perches
2510,"Nugegoda, Colombo",130000000,9,6,"5,127.0 sqft",20.0 perches
2511,"Piliyandala, Colombo",17500000,4,3,"2,900.0 sqft",7.0 perches
2512,"Nugegoda, Colombo",9000000,3,2,"1,426.0 sqft",7.0 perches
2513,"Maharagama, Colombo",17500000,4,1,"1,900.0 sqft",13.5 perches
2514,"Athurugiriya, Colombo",11000000,3,3,"1,250.0 sqft",7.3 perches
2515,"Nugegoda, Colombo",17500000,3,1,"1,800.0 sqft",5.0 perches
2516,"Malabe, Colombo",24000000,4,4,"2,650.0 sqft",7.0 perches
2517,"Kottawa, Colombo",24000000,4,4,"2,800.0 sqft",10.0 perches
2518,"Piliyandala, Colombo",21000000,5,5,"3,245.0 sqft",6.5 perches
2519,"Piliyandala, Colombo",16000000,4,2,"2,200.0 sqft",6.5 perches
2520,"Colombo 7, Colombo",4000000,2,1,546.0 sqft,2.0 perches
2521,"Dehiwala, Colombo",46000000,4,4,"3,200.0 sqft",16.0 perches
2522,"Piliyandala, Colombo",26000000,4,4,"3,500.0 sqft",7.5 perches
2523,"Talawatugoda, Colombo",34500000,4,4,"3,750.0 sqft",12.0 perches
2524,"Maharagama, Colombo",24000000,6,4,"3,452.0 sqft",8.5 perches
2525,"Battaramulla, Colombo",37000000,5,5,"3,800.0 sqft",7.5 perches
2526,"Piliyandala, Colombo",21000000,4,3,"3,000.0 sqft",8.0 perches
2527,"Homagama, Colombo",22000000,4,4,"3,200.0 sqft",24.0 perches
2528,"Piliyandala, Colombo",11500000,3,2,"1,600.0 sqft",6.0 perches
2529,"Malabe, Colombo",17800000,3,3,"1,700.0 sqft",10.0 perches
2530,"Wellampitiya, Colombo",9500000,2,2,"1,600.0 sqft",8.0 perches
2531,"Kolonnawa, Colombo",13000000,2,2,500.0 sqft,3.0 perches
2532,"Malabe, Colombo",14500000,5,3,"3,500.0 sqft",6.0 perches
2533,"Athurugiriya, Colombo",9300000,3,2,"1,500.0 sqft",7.8 perches
2534,"Malabe, Colombo",24000000,5,4,"2,800.0 sqft",10.25 perches
2535,"Maharagama, Colombo",45000000,4,2,"2,500.0 sqft",16.0 perches
2536,"Talawatugoda, Colombo",36000000,3,3,"3,500.0 sqft",7.5 perches
2537,"Kaduwela, Colombo",12500000,8,3,"4,500.0 sqft",14.0 perches
2538,"Battaramulla, Colombo",37500000,4,4,"3,700.0 sqft",8.0 perches
2539,"Dehiwala, Colombo",72323000,4,3,"3,500.0 sqft",23.33 perches
2540,"Rajagiriya, Colombo",17500000,3,2,"2,000.0 sqft",6.0 perches
2541,"Kotte, Colombo",44000000,4,3,"4,000.0 sqft",10.3 perches
2542,"Kolonnawa, Colombo",1300000000,6,6,"7,500.0 sqft",53.0 perches
2543,"Boralesgamuwa, Colombo",33000000,5,4,"3,500.0 sqft",8.0 perches
2544,"Malabe, Colombo",22000000,3,3,"2,000.0 sqft",8.75 perches
2545,"Malabe, Colombo",28000000,7,3,"3,700.0 sqft",20.0 perches
2546,"Talawatugoda, Colombo",26300000,4,4,"3,550.0 sqft",6.5 perches
2547,"Kottawa, Colombo",13900000,3,2,"1,687.0 sqft",8.6 perches
2548,"Wellampitiya, Colombo",13000000,4,2,"2,725.0 sqft",10.0 perches
2549,"Piliyandala, Colombo",21000000,4,3,"2,986.0 sqft",8.0 perches
2550,"Piliyandala, Colombo",11000000,3,2,"1,200.0 sqft",6.75 perches
2551,"Battaramulla, Colombo",180000000,5,5,"6,600.0 sqft",38.0 perches
2552,"Nawala, Colombo",73000000,3,3,"2,800.0 sqft",11.94 perches
2553,"Boralesgamuwa, Colombo",42000000,4,4,"3,850.0 sqft",10.7 perches
2554,"Battaramulla, Colombo",39000000,4,3,"4,250.0 sqft",12.0 perches
2555,"Piliyandala, Colombo",10500000,2,1,850.0 sqft,7.5 perches
2556,"Battaramulla, Colombo",47500000,4,3,"2,100.0 sqft",10.8 perches
2557,"Kaduwela, Colombo",8500000,2,1,"1,500.0 sqft",12.0 perches
2558,"Piliyandala, Colombo",16000000,4,2,"2,200.0 sqft",6.5 perches
2559,"Mount Lavinia, Colombo",56016000,4,3,"3,000.0 sqft",15.56 perches
2560,"Talawatugoda, Colombo",47500000,4,4,"4,000.0 sqft",10.5 perches
2561,"Talawatugoda, Colombo",35500000,4,4,"3,200.0 sqft",8.0 perches
2562,"Piliyandala, Colombo",13700000,3,3,"1,523.0 sqft",10.0 perches
2563,"Moratuwa, Colombo",12990000,5,3,"2,200.0 sqft",4.87 perches
2564,"Maharagama, Colombo",42500000,4,2,"3,500.0 sqft",10.3 perches
2565,"Homagama, Colombo",3800000,2,1,"2,000.0 sqft",9.0 perches
2566,"Maharagama, Colombo",29500000,4,4,"3,000.0 sqft",7.3 perches
2567,"Kolonnawa, Colombo",3400000,2,2,800.0 sqft,2.9 perches
2568,"Battaramulla, Colombo",30000000,4,3,"3,200.0 sqft",10.2 perches
2569,"Piliyandala, Colombo",18500000,5,4,"2,890.0 sqft",8.0 perches
2570,"Piliyandala, Colombo",22000000,4,3,"2,200.0 sqft",8.0 perches
2571,"Homagama, Colombo",16500000,5,3,"3,000.0 sqft",10.5 perches
2572,"Kesbewa, Colombo",22500000,5,4,"3,540.0 sqft",9.0 perches
2573,"Piliyandala, Colombo",20000000,5,5,"3,452.0 sqft",6.0 perches
2574,"Dehiwala, Colombo",80000000,8,8,"5,000.0 sqft",14.75 perches
2575,"Malabe, Colombo",37000000,5,4,"3,000.0 sqft",15.0 perches
2576,"Boralesgamuwa, Colombo",42000000,7,3,"2,500.0 sqft",15.0 perches
2577,"Pannipitiya, Colombo",25000000,4,4,"3,145.0 sqft",7.5 perches
2578,"Maharagama, Colombo",27500000,4,3,"2,500.0 sqft",12.5 perches
2579,"Piliyandala, Colombo",15000000,4,3,"1,586.0 sqft",13.0 perches
2580,"Piliyandala, Colombo",26000000,4,4,"3,152.0 sqft",7.5 perches
2581,"Malabe, Colombo",28000000,4,4,"4,000.0 sqft",10.0 perches
2582,"Pannipitiya, Colombo",26000000,4,4,"2,800.0 sqft",7.2 perches
2583,"Avissawella, Colombo",8300000,3,2,"2,000.0 sqft",12.75 perches
2584,"Piliyandala, Colombo",22000000,4,4,"3,000.0 sqft",8.0 perches
2585,"Piliyandala, Colombo",22500000,5,4,"3,200.0 sqft",9.0 perches
2586,"Kottawa, Colombo",30500000,4,3,"3,500.0 sqft",11.5 perches
2587,"Pannipitiya, Colombo",29500000,4,4,"3,000.0 sqft",7.3 perches
2588,"Talawatugoda, Colombo",30000000,4,3,"3,250.0 sqft",11.0 perches
2589,"Malabe, Colombo",17800000,3,3,"1,700.0 sqft",10.0 perches
2590,"Malabe, Colombo",45000000,5,4,"4,600.0 sqft",16.0 perches
2591,"Talawatugoda, Colombo",45000000,3,2,"3,000.0 sqft",11.5 perches
2592,"Talawatugoda, Colombo",34000000,4,3,"3,100.0 sqft",9.0 perches
2593,"Malabe, Colombo",24000000,4,4,"2,700.0 sqft",8.0 perches
2594,"Pannipitiya, Colombo",18500000,4,3,"2,600.0 sqft",8.0 perches
2595,"Piliyandala, Colombo",7500000,3,1,"2,000.0 sqft",10.5 perches
2596,"Kottawa, Colombo",26500000,4,4,"3,200.0 sqft",6.5 perches
2597,"Battaramulla, Colombo",80000000,4,4,"5,000.0 sqft",14.0 perches
2598,"Boralesgamuwa, Colombo",34000000,4,3,"3,100.0 sqft",6.0 perches
2599,"Homagama, Colombo",2500000,2,1,800.0 sqft,11.5 perches
2600,"Piliyandala, Colombo",21000000,3,3,"2,400.0 sqft",11.0 perches
2601,"Malabe, Colombo",29000000,5,4,"3,100.0 sqft",10.0 perches
2602,"Malabe, Colombo",24000000,4,4,"2,400.0 sqft",8.0 perches
2603,"Athurugiriya, Colombo",33000000,4,4,"3,800.0 sqft",20.0 perches
2604,"Dehiwala, Colombo",39000000,4,4,"2,200.0 sqft",6.0 perches
2605,"Mount Lavinia, Colombo",22000000,4,3,"1,200.0 sqft",4.0 perches
2606,"Athurugiriya, Colombo",16800000,4,3,"2,400.0 sqft",6.3 perches
2607,"Piliyandala, Colombo",15000000,4,3,"1,650.0 sqft",13.0 perches
2608,"Colombo 7, Colombo",11000000,3,3,"2,500.0 sqft",20.0 perches
2609,"Kolonnawa, Colombo",22000000,6,4,"1,632.0 sqft",6.0 perches
2610,"Kohuwala, Colombo",40000000,4,3,"2,500.0 sqft",14.0 perches
2611,"Pannipitiya, Colombo",30625000,3,2,"2,750.0 sqft",35.0 perches
2612,"Nugegoda, Colombo",102000000,4,4,"3,500.0 sqft",40.0 perches
2613,"Kotte, Colombo",45000000,5,3,"2,500.0 sqft",20.0 perches
2614,"Boralesgamuwa, Colombo",26000000,4,2,"4,000.0 sqft",6.5 perches
2615,"Athurugiriya, Colombo",11000000,3,3,"1,200.0 sqft",7.3 perches
2616,"Piliyandala, Colombo",22000000,4,4,"3,150.0 sqft",10.0 perches
2617,"Athurugiriya, Colombo",14000000,3,3,"1,400.0 sqft",9.0 perches
2618,"Kottawa, Colombo",11000000,3,2,"1,200.0 sqft",9.0 perches
2619,"Malabe, Colombo",14800000,3,2,"1,280.0 sqft",7.5 perches
2620,"Avissawella, Colombo",8500000,2,2,600.0 sqft,14.0 perches
2621,"Talawatugoda, Colombo",100000000,4,4,"5,200.0 sqft",30.0 perches
2622,"Piliyandala, Colombo",19800000,5,3,"3,000.0 sqft",9.0 perches
2623,"Dehiwala, Colombo",9500000,2,1,800.0 sqft,3.0 perches
2624,"Pannipitiya, Colombo",73000000,4,4,"7,000.0 sqft",56.0 perches
2625,"Piliyandala, Colombo",22500000,5,4,"3,085.0 sqft",9.0 perches
2626,"Battaramulla, Colombo",39000000,4,4,"2,700.0 sqft",7.0 perches
2627,"Piliyandala, Colombo",75000000,7,6,"6,200.0 sqft",36.4 perches
2628,"Piliyandala, Colombo",18500000,4,3,"3,010.0 sqft",8.0 perches
2629,"Kotte, Colombo",120000000,5,4,"93,000.0 sqft",18.0 perches
2630,"Piliyandala, Colombo",21000000,4,3,"3,000.0 sqft",8.0 perches
2631,"Moratuwa, Colombo",163500000,4,4,"12,000.0 sqft",43.0 perches
2632,"Malabe, Colombo",10800000,3,3,"1,250.0 sqft",6.0 perches
2633,"Nugegoda, Colombo",32000000,4,3,"2,750.0 sqft",8.7 perches
2634,"Maharagama, Colombo",42000000,7,7,"2,500.0 sqft",9.0 perches
2635,"Athurugiriya, Colombo",13100000,3,3,"2,050.0 sqft",10.0 perches
2636,"Rajagiriya, Colombo",82000000,4,4,"6,500.0 sqft",18.5 perches
2637,"Malabe, Colombo",26000000,3,2,"2,500.0 sqft",13.0 perches
2638,"Battaramulla, Colombo",34000000,4,3,"3,500.0 sqft",7.0 perches
2639,"Piliyandala, Colombo",22000000,4,4,"3,000.0 sqft",8.0 perches
2640,"Dehiwala, Colombo",40000000,4,3,"3,250.0 sqft",8.0 perches
2641,"Kotte, Colombo",21000000,3,2,"2,000.0 sqft",7.0 perches
2642,"Athurugiriya, Colombo",15500000,3,3,"2,020.0 sqft",10.0 perches
2643,"Malabe, Colombo",17000000,4,4,"2,400.0 sqft",8.0 perches
2644,"Talawatugoda, Colombo",39500000,4,4,"3,600.0 sqft",14.0 perches
2645,"Talawatugoda, Colombo",45000000,4,4,"4,000.0 sqft",10.5 perches
2646,"Piliyandala, Colombo",12000000,3,3,"1,550.0 sqft",8.0 perches
2647,"Malabe, Colombo",10800000,3,3,"1,250.0 sqft",6.5 perches
2648,"Piliyandala, Colombo",16000000,3,2,"1,800.0 sqft",10.0 perches
2649,"Piliyandala, Colombo",13500000,3,3,"1,550.0 sqft",10.0 perches
2650,"Malabe, Colombo",24000000,4,4,"2,550.0 sqft",8.0 perches
2651,"Talawatugoda, Colombo",26500000,4,4,"3,500.0 sqft",6.4 perches
2652,"Boralesgamuwa, Colombo",14000000,2,2,"1,250.0 sqft",8.16 perches
2653,"Padukka, Colombo",5500000,4,1,"1,700.0 sqft",80.0 perches
2654,"Piliyandala, Colombo",8800000,3,2,"1,650.0 sqft",7.5 perches
