,Location,Price,Beds,Baths,House Size,Land Size
7519,"Rajagiriya, Colombo",450000000,4,4,"12,150.0 sqft",57.7 perches
7520,"Kotte, Colombo",69000000,4,4,"4,500.0 sqft",11.2 perches
7521,"Piliyandala, Colombo",22500000,5,4,"3,200.0 sqft",9.0 perches
7522,"Piliyandala, Colombo",21500000,4,4,"2,698.0 sqft",7.0 perches
7523,"Nugegoda, Colombo",225000000,9,9,"10,000.0 sqft",25.0 perches
7524,"Rajagiriya, Colombo",65000000,5,5,"4,000.0 sqft",11.2 perches
7525,"Talawatugoda, Colombo",26500000,4,3,"3,000.0 sqft",6.5 perches
7526,"Homagama, Colombo",6800000,2,1,"1,100.0 sqft",8.13 perches
7527,"Colombo 13, Colombo",218500000,6,6,"1,500.0 sqft",38.0 perches
7528,"Malabe, Colombo",17500000,3,2,"1,459.0 sqft",6.5 perches
7529,"Piliyandala, Colombo",19000000,4,3,"3,000.0 sqft",8.5 perches
7530,"Piliyandala, Colombo",11500000,3,2,"1,528.0 sqft",6.0 perches
7531,"Piliyandala, Colombo",9800000,3,2,"1,355.0 sqft",7.0 perches
7532,"Piliyandala, Colombo",18000000,5,2,"3,000.0 sqft",15.0 perches
7533,"Padukka, Colombo",6500000,3,1,"2,000.0 sqft",11.0 perches
7534,"Piliyandala, Colombo",11500000,3,2,"1,526.0 sqft",6.0 perches
7535,"Athurugiriya, Colombo",23000000,4,4,"2,650.0 sqft",8.0 perches
7536,"Piliyandala, Colombo",19800000,3,3,"2,400.0 sqft",11.0 perches
7537,"Kohuwala, Colombo",40000000,4,3,"2,400.0 sqft",12.22 perches
7538,"Malabe, Colombo",24000000,4,4,"2,650.0 sqft",7.0 perches
7539,"Wellampitiya, Colombo",5800000,2,2,952.0 sqft,3.5 perches
7540,"Malabe, Colombo",22000000,4,4,"2,700.0 sqft",11.6 perches
7541,"Colombo 13, Colombo",150000000,5,5,"6,000.0 sqft",27.5 perches
7542,"Hanwella, Colombo",17000000,5,4,"1,900.0 sqft",6.5 perches
7543,"Malabe, Colombo",11500000,2,2,"1,200.0 sqft",8.5 perches
7544,"Malabe, Colombo",28000000,4,4,"4,000.0 sqft",10.0 perches
7545,"Piliyandala, Colombo",11000000,3,1,"1,500.0 sqft",20.0 perches
7546,"Malabe, Colombo",28000000,4,4,"3,000.0 sqft",8.0 perches
7547,"Piliyandala, Colombo",38000000,5,3,"3,000.0 sqft",30.0 perches
7548,"Piliyandala, Colombo",22000000,4,4,"2,850.0 sqft",7.5 perches
7549,"Pannipitiya, Colombo",26000000,3,3,"3,100.0 sqft",10.0 perches
7550,"Nugegoda, Colombo",64500000,4,4,"2,500.0 sqft",26.85 perches
7551,"Colombo 9, Colombo",6500000,1,2,500.85 sqft,1.89 perches
7552,"Talawatugoda, Colombo",24000000,4,4,"2,700.0 sqft",8.0 perches
7553,"Kotte, Colombo",68500000,5,3,"5,000.0 sqft",11.8 perches
7554,"Piliyandala, Colombo",22500000,4,3,"3,600.0 sqft",9.0 perches
7555,"Piliyandala, Colombo",22000000,4,4,"2,980.0 sqft",6.1 perches
7556,"Kottawa, Colombo",12000000,3,2,"1,500.0 sqft",8.0 perches
7557,"Pannipitiya, Colombo",45000000,4,4,"1,000.0 sqft",8.0 perches
7558,"Malabe, Colombo",21000000,4,4,"2,650.0 sqft",7.0 perches
7559,"Piliyandala, Colombo",10500000,2,1,750.0 sqft,7.5 perches
7560,"Malabe, Colombo",24000000,4,4,"2,950.0 sqft",8.0 perches
7561,"Dehiwala, Colombo",40000000,4,3,"3,000.0 sqft",14.0 perches
7562,"Piliyandala, Colombo",15000000,4,3,"1,900.0 sqft",8.0 perches
7563,"Piliyandala, Colombo",33000000,5,4,"3,456.0 sqft",8.0 perches
7564,"Piliyandala, Colombo",15000000,4,3,"1,752.0 sqft",13.0 perches
7565,"Piliyandala, Colombo",11000000,3,2,"1,750.0 sqft",8.0 perches
7566,"Malabe, Colombo",22000000,4,4,"2,700.0 sqft",11.6 perches
7567,"Battaramulla, Colombo",180000000,5,5,"6,600.0 sqft",38.0 perches
7568,"Boralesgamuwa, Colombo",35500000,4,3,"2,650.0 sqft",10.0 perches
7569,"Piliyandala, Colombo",9800000,3,2,"1,325.0 sqft",7.0 perches
7570,"Dehiwala, Colombo",42000000,4,3,"3,000.0 sqft",14.0 perches
7571,"Piliyandala, Colombo",30000000,5,4,"4,500.0 sqft",16.0 perches
7572,"Piliyandala, Colombo",10800000,3,2,"2,000.0 sqft",6.0 perches
7573,"Nugegoda, Colombo",26000000,5,4,"3,750.0 sqft",11.0 perches
7574,"Piliyandala, Colombo",11300000,3,3,"1,300.0 sqft",7.0 perches
7575,"Piliyandala, Colombo",26000000,5,4,"3,752.0 sqft",11.0 perches
7576,"Kesbewa, Colombo",15000000,4,2,"1,450.0 sqft",10.0 perches
7577,"Battaramulla, Colombo",82500000,4,3,"4,000.0 sqft",14.5 perches
7578,"Kottawa, Colombo",23500000,5,3,"2,850.0 sqft",8.0 perches
7579,"Kotte, Colombo",27500000,4,4,"3,000.0 sqft",10.0 perches
7580,"Kottawa, Colombo",15500000,3,2,"1,386.0 sqft",12.0 perches
7581,"Piliyandala, Colombo",12000000,3,3,"1,420.0 sqft",8.0 perches
7582,"Piliyandala, Colombo",21500000,4,4,"2,860.0 sqft",7.0 perches
7583,"Piliyandala, Colombo",12000000,3,3,"1,398.0 sqft",8.0 perches
7584,"Malabe, Colombo",17500000,4,4,"2,200.0 sqft",8.0 perches
7585,"Colombo 9, Colombo",9500000,3,3,"2,600.0 sqft",3.5 perches
7586,"Piliyandala, Colombo",21500000,5,4,"3,110.0 sqft",8.2 perches
7587,"Malabe, Colombo",35000000,6,4,"3,000.0 sqft",28.0 perches
7588,"Dehiwala, Colombo",41500000,5,5,"3,600.0 sqft",6.0 perches
7589,"Maharagama, Colombo",23000000,8,3,"4,000.0 sqft",18.5 perches
7590,"Athurugiriya, Colombo",16500000,3,2,"2,850.0 sqft",6.0 perches
7591,"Colombo 9, Colombo",14500000,2,2,650.0 sqft,3.65 perches
7592,"Piliyandala, Colombo",15000000,5,2,"2,300.0 sqft",6.0 perches
7593,"Nugegoda, Colombo",42000000,4,3,"2,900.0 sqft",18.0 perches
7594,"Piliyandala, Colombo",33000000,5,4,"3,485.0 sqft",10.0 perches
7595,"Pannipitiya, Colombo",24000000,4,4,"2,800.0 sqft",10.0 perches
7596,"Boralesgamuwa, Colombo",33000000,4,3,"3,500.0 sqft",12.0 perches
7597,"Malabe, Colombo",24000000,4,4,"2,750.0 sqft",8.0 perches
7598,"Kesbewa, Colombo",12500000,4,2,"2,140.0 sqft",22.0 perches
7599,"Piliyandala, Colombo",12000000,3,3,"1,456.0 sqft",8.0 perches
7600,"Talawatugoda, Colombo",40000000,4,5,"3,900.0 sqft",13.0 perches
7601,"Kolonnawa, Colombo",37500000,5,2,"2,500.0 sqft",12.5 perches
7602,"Moratuwa, Colombo",7500000,2,1,"1,000.0 sqft",5.0 perches
7603,"Moratuwa, Colombo",5600000,3,1,960.0 sqft,5.5 perches
7604,"Athurugiriya, Colombo",8000000,3,2,950.0 sqft,8.5 perches
7605,"Battaramulla, Colombo",115000000,5,3,"3,500.0 sqft",43.0 perches
7606,"Piliyandala, Colombo",17500000,4,4,"2,000.0 sqft",9.0 perches
7607,"Nawala, Colombo",27000000,3,1,"2,500.0 sqft",9.0 perches
7608,"Kohuwala, Colombo",115000000,5,5,"4,000.0 sqft",15.5 perches
7609,"Piliyandala, Colombo",13700000,3,3,"1,456.0 sqft",10.0 perches
7610,"Battaramulla, Colombo",35000000,4,4,"4,200.0 sqft",12.0 perches
7611,"Battaramulla, Colombo",38000000,4,4,"2,930.0 sqft",10.0 perches
0,,0,0,0,0.0 sqft,0.0 perches
1,"Boralesgamuwa, Colombo","29,000,000",4,4,"2,500.0 sqft",11.0 perches
2,"Kottawa, Colombo","25,000,000",4,4,"3,200.0 sqft",7.5 perches
3,"Kaduwela, Colombo","9,800,000",3,2,"1,200.0 sqft",14.0 perches
4,"Piliyandala, Colombo","17,000,000",4,4,"1,950.0 sqft",6.2 perches
5,"Homagama, Colombo","19,500,000",5,3,"3,000.0 sqft",9.5 perches
6,,0,0,0,0.0 sqft,0.0 perches
7,"Malabe, Colombo","24,000,000",4,4,"2,900.0 sqft",7.0 perches
8,"Malabe, Colombo","17,500,000",3,3,"2,000.0 sqft",8.0 perches
9,"Piliyandala, Colombo","7,500,000",2,1,800.0 sqft,14.5 perches
10,"Malabe, Colombo","27,500,000",4,4,"4,100.0 sqft",10.0 perches
11,"Piliyandala, Colombo","12,000,000",3,2,"1,500.0 sqft",8.0 perches
12,"Maharagama, Colombo","78,000,000",4,3,"6,200.0 sqft",30.0 perches
13,"Malabe, Colombo","20,500,000",4,4,"2,400.0 sqft",7.0 perches
14,"Colombo 5, Colombo","95,000,000",3,2,"2,900.0 sqft",7.8 perches
15,"Malabe, Colombo","23,500,000",5,4,"2,890.0 sqft",8.0 perches
16,"Talawatugoda, Colombo","34,000,000",4,4,"3,000.0 sqft",8.0 perches
17,,0,0,0,0.0 sqft,0.0 perches
18,"Malabe, Colombo","24,000,000",4,4,"2,850.0 sqft",8.0 perches
19,"Piliyandala, Colombo","15,500,000",3,3,"1,758.0 sqft",12.0 perches
20,,0,0,0,0.0 sqft,0.0 perches
21,"Piliyandala, Colombo","32,000,000",4,3,"3,500.0 sqft",13.0 perches
22,"Piliyandala, Colombo","13,700,000",3,3,"1,502.0 sqft",10.0 perches
23,"Piliyandala, Colombo","12,000,000",3,2,"1,500.0 sqft",8.0 perches
24,"Kottawa, Colombo","23,000,000",5,3,"3,450.0 sqft",8.0 perches
25,"Homagama, Colombo","17,500,000",5,2,"2,500.0 sqft",18.5 perches
26,"Piliyandala, Colombo","34,000,000",3,4,"3,250.0 sqft",10.3 perches
27,"Kottawa, Colombo","22,500,000",6,5,"5,400.0 sqft",15.0 perches
28,"Talawatugoda, Colombo","35,000,000",4,3,"3,100.0 sqft",8.0 perches
29,"Malabe, Colombo","24,000,000",4,4,"2,750.0 sqft",8.0 perches
30,"Moratuwa, Colombo","40,000,000",6,4,"5,000.0 sqft",10.0 perches
31,"Maharagama, Colombo","29,500,000",4,4,"3,100.0 sqft",8.0 perches
32,"Athurugiriya, Colombo","13,500,000",3,3,"2,000.0 sqft",12.65 perches
33,"Piliyandala, Colombo","23,500,000",6,4,"3,560.0 sqft",13.0 perches
34,"Athurugiriya, Colombo","15,000,000",3,3,"1,900.0 sqft",10.0 perches
35,,0,0,0,0.0 sqft,0.0 perches
36,"Athurugiriya, Colombo","15,000,000",5,4,"2,500.0 sqft",6.5 perches
37,,0,0,0,0.0 sqft,0.0 perches
38,,0,0,0,0.0 sqft,0.0 perches
39,"Nugegoda, Colombo","180,000,000",5,5,"8,000.0 sqft",18.0 perches
40,"Battaramulla, Colombo","32,500,000",5,2,"2,500.0 sqft",10.0 perches
41,,0,0,0,0.0 sqft,0.0 perches
42,"Athurugiriya, Colombo","16,800,000",4,3,"2,350.0 sqft",6.3 perches
43,,0,0,0,0.0 sqft,0.0 perches
44,"Homagama, Colombo","7,500,000",3,2,"1,299.0 sqft",11.6 perches
45,,0,0,0,0.0 sqft,0.0 perches
46,"Malabe, Colombo","27,000,000",5,4,"2,400.0 sqft",22.32 perches
47,"Piliyandala, Colombo","15,700,000",4,3,"2,485.0 sqft",7.0 perches
48,,0,0,0,0.0 sqft,0.0 perches
49,"Malabe, Colombo","23,000,000",5,4,"3,000.0 sqft",8.0 perches
50,"Pannipitiya, Colombo","14,000,000",3,2,"2,100.0 sqft",14.3 perches
51,"Piliyandala, Colombo","23,500,000",6,2,"3,000.0 sqft",13.5 perches
52,"Kottawa, Colombo","29,500,000",4,4,"3,000.0 sqft",7.3 perches
53,"Angoda, Colombo","8,000,000",2,1,"1,000.0 sqft",14.0 perches
54,"Battaramulla, Colombo","115,000,000",5,3,"3,500.0 sqft",43.0 perches
55,,0,0,0,0.0 sqft,0.0 perches
56,"Boralesgamuwa, Colombo","29,700,000",4,3,"3,000.0 sqft",6.0 perches
57,"Mount Lavinia, Colombo","22,000,000",4,3,"1,700.0 sqft",4.0 perches
58,"Pannipitiya, Colombo","29,500,000",4,4,"3,100.0 sqft",7.3 perches
59,"Ratmalana, Colombo","26,000,000",4,3,"2,000.0 sqft",8.0 perches
60,"Piliyandala, Colombo","14,500,000",4,3,"1,650.0 sqft",13.0 perches
61,,0,0,0,0.0 sqft,0.0 perches
62,,0,0,0,0.0 sqft,0.0 perches
63,"Malabe, Colombo","17,800,000",3,3,"1,750.0 sqft",10.0 perches
64,"Colombo 9, Colombo","3,300,000",1,1,428.0 sqft,1.57 perches
65,"Kottawa, Colombo","37,500,000",6,4,"4,000.0 sqft",10.0 perches
66,"Athurugiriya, Colombo","10,800,000",3,2,"1,250.0 sqft",8.0 perches
67,,0,0,0,0.0 sqft,0.0 perches
68,"Malabe, Colombo","15,000,000",3,1,"1,200.0 sqft",12.0 perches
69,"Talawatugoda, Colombo","82,500,000",6,6,"4,950.0 sqft",12.0 perches
70,,0,0,0,0.0 sqft,0.0 perches
71,"Homagama, Colombo","4,750,000",3,2,"1,200.0 sqft",12.0 perches
72,"Battaramulla, Colombo","155,000,000",4,4,"6,000.0 sqft",21.0 perches
73,,0,0,0,0.0 sqft,0.0 perches
74,"Piliyandala, Colombo","17,000,000",4,3,"2,000.0 sqft",7.7 perches
75,"Talawatugoda, Colombo","18,500,000",3,3,"1,850.0 sqft",12.6 perches
76,"Avissawella, Colombo","14,200,000",4,2,"2,650.0 sqft",13.0 perches
77,"Kotte, Colombo","72,000,000",4,4,"4,200.0 sqft",9.5 perches
78,"Piliyandala, Colombo","15,500,000",4,4,"2,400.0 sqft",6.5 perches
79,,0,0,0,0.0 sqft,0.0 perches
80,"Piliyandala, Colombo","33,000,000",5,4,"3,486.0 sqft",8.0 perches
81,"Pannipitiya, Colombo","29,500,000",4,4,"3,500.0 sqft",8.0 perches
82,"Piliyandala, Colombo","15,000,000",4,3,"1,758.0 sqft",13.0 perches
83,"Moratuwa, Colombo","16,000,000",3,2,"2,500.0 sqft",17.5 perches
84,,0,0,0,0.0 sqft,0.0 perches
85,"Battaramulla, Colombo","180,000,000",5,5,"6,600.0 sqft",38.0 perches
86,"Malabe, Colombo","23,500,000",5,4,"2,900.0 sqft",8.0 perches
87,,0,0,0,0.0 sqft,0.0 perches
88,"Mount Lavinia, Colombo","37,000,000",7,4,"4,000.0 sqft",10.07 perches
89,"Battaramulla, Colombo","30,000,000",6,3,"3,000.0 sqft",10.0 perches
90,,0,0,0,0.0 sqft,0.0 perches
91,"Piliyandala, Colombo","8,000,000",3,2,"1,300.0 sqft",7.0 perches
92,"Talawatugoda, Colombo","34,000,000",4,4,"3,200.0 sqft",7.5 perches
93,"Homagama, Colombo","28,000,000",4,3,"4,500.0 sqft",21.0 perches
94,"Pannipitiya, Colombo","26,500,000",4,3,"3,000.0 sqft",6.5 perches
95,"Padukka, Colombo","2,200,000",2,1,"1,800.0 sqft",21.0 perches
96,"Piliyandala, Colombo","15,500,000",3,3,"1,950.0 sqft",12.0 perches
97,,0,0,0,0.0 sqft,0.0 perches
98,"Piliyandala, Colombo","8,000,000",3,2,"1,300.0 sqft",7.0 perches
99,,0,0,0,0.0 sqft,0.0 perches
100,"Colombo 4, Colombo","120,000,000",4,3,"3,000.0 sqft",8.0 perches
101,"Athurugiriya, Colombo","47,500,000",4,4,"5,600.0 sqft",12.4 perches
102,,0,0,0,0.0 sqft,0.0 perches
103,"Kottawa, Colombo","14,000,000",3,2,"2,000.0 sqft",14.3 perches
104,"Malabe, Colombo","27,500,000",4,4,"4,000.0 sqft",10.0 perches
105,"Colombo 5, Colombo","36,000,000",4,3,"2,650.0 sqft",6.0 perches
106,"Kottawa, Colombo","14,400,000",3,3,"2,134.0 sqft",8.7 perches
107,,0,0,0,0.0 sqft,0.0 perches
108,,0,0,0,0.0 sqft,0.0 perches
109,,0,0,0,0.0 sqft,0.0 perches
110,,0,0,0,0.0 sqft,0.0 perches
111,"Kaduwela, Colombo","11,000,000",4,3,"3,700.0 sqft",12.0 perches
112,"Piliyandala, Colombo","24,500,000",4,3,"2,500.0 sqft",9.0 perches
113,"Athurugiriya, Colombo","16,000,000",3,2,"1,850.0 sqft",6.15 perches
114,"Dehiwala, Colombo","28,220,000",2,2,"2,000.0 sqft",8.3 perches
115,,0,0,0,0.0 sqft,0.0 perches
116,"Nawala, Colombo","45,000,000",4,3,"2,500.0 sqft",7.0 perches
117,"Piliyandala, Colombo","48,000,000",4,4,"4,000.0 sqft",15.0 perches
118,"Piliyandala, Colombo","8,500,000",3,1,"1,078.0 sqft",7.5 perches
119,"Pannipitiya, Colombo","16,900,000",4,2,"3,000.0 sqft",8.2 perches
120,"Piliyandala, Colombo","23,500,000",4,4,"3,014.0 sqft",8.0 perches
121,,0,0,0,0.0 sqft,0.0 perches
122,"Talawatugoda, Colombo","29,500,000",4,4,"2,800.0 sqft",10.5 perches
123,"Battaramulla, Colombo","28,000,000",6,3,"2,000.0 sqft",15.4 perches
124,"Malabe, Colombo","80,000,000",4,4,"5,000.0 sqft",32.0 perches
125,"Battaramulla, Colombo","150,000,000",7,6,"6,500.0 sqft",7.0 perches
126,"Piliyandala, Colombo","14,400,000",3,3,"2,145.0 sqft",8.7 perches
127,"Pannipitiya, Colombo","29,500,000",4,3,"3,200.0 sqft",8.0 perches
128,"Kottawa, Colombo","23,500,000",5,3,"3,104.0 sqft",10.0 perches
129,"Battaramulla, Colombo","26,000,000",4,3,"2,900.0 sqft",7.6 perches
130,"Malabe, Colombo","17,000,000",4,3,"2,650.0 sqft",7.2 perches
131,,0,0,0,0.0 sqft,0.0 perches
132,"Dehiwala, Colombo","20,000,000",3,3,"1,900.0 sqft",2.45 perches
133,,0,0,0,0.0 sqft,0.0 perches
134,,0,0,0,0.0 sqft,0.0 perches
135,,0,0,0,0.0 sqft,0.0 perches
136,,0,0,0,0.0 sqft,0.0 perches
137,"Piliyandala, Colombo","17,500,000",4,3,"2,400.0 sqft",6.3 perches
138,"Pannipitiya, Colombo","29,500,000",4,4,"3,000.0 sqft",7.3 perches
139,"Boralesgamuwa, Colombo","27,000,000",4,3,"2,850.0 sqft",8.5 perches
140,,0,0,0,0.0 sqft,0.0 perches
141,,0,0,0,0.0 sqft,0.0 perches
142,"Nugegoda, Colombo","38,000,000",4,3,"2,950.0 sqft",9.0 perches
143,"Talawatugoda, Colombo","12,000,000",3,2,"1,600.0 sqft",6.0 perches
144,"Kotte, Colombo","35,000,000",4,3,"2,800.0 sqft",7.0 perches
145,"Piliyandala, Colombo","21,000,000",4,4,"2,750.0 sqft",8.8 perches
146,"Malabe, Colombo","24,000,000",4,4,"2,600.0 sqft",7.0 perches
147,"Dehiwala, Colombo","42,000,000",5,5,"1,700.0 sqft",6.0 perches
148,"Talawatugoda, Colombo","48,500,000",4,4,"3,500.0 sqft",10.5 perches
149,,0,0,0,0.0 sqft,0.0 perches
150,,0,0,0,0.0 sqft,0.0 perches
151,"Kottawa, Colombo","23,500,000",5,3,"3,500.0 sqft",8.5 perches
152,,0,0,0,0.0 sqft,0.0 perches
153,"Piliyandala, Colombo","15,000,000",4,2,"2,458.0 sqft",6.5 perches
154,"Piliyandala, Colombo","18,500,000",5,6,"3,600.0 sqft",6.0 perches
155,"Boralesgamuwa, Colombo","120,000,000",3,3,"3,000.0 sqft",38.5 perches
156,"Padukka, Colombo","7,950,000",2,1,"1,250.0 sqft",12.5 perches
157,"Piliyandala, Colombo","18,000,000",5,6,"3,800.0 sqft",6.0 perches
158,"Piliyandala, Colombo","22,500,000",5,4,"3,255.0 sqft",9.0 perches
159,,0,0,0,0.0 sqft,0.0 perches
160,"Boralesgamuwa, Colombo","17,500,000",6,3,"2,200.0 sqft",6.7 perches
161,"Malabe, Colombo","43,000,000",5,4,"4,000.0 sqft",17.0 perches
162,"Colombo 5, Colombo","57,400,000",6,4,"3,000.0 sqft",7.0 perches
163,"Moratuwa, Colombo","3,300,000",2,1,500.0 sqft,3.0 perches
164,"Malabe, Colombo","28,500,000",4,3,"2,800.0 sqft",8.0 perches
165,"Piliyandala, Colombo","17,000,000",4,3,"3,142.0 sqft",7.0 perches
166,"Boralesgamuwa, Colombo","35,500,000",5,4,"3,587.0 sqft",10.0 perches
167,,0,0,0,0.0 sqft,0.0 perches
168,"Piliyandala, Colombo","10,500,000",3,2,"1,850.0 sqft",9.8 perches
169,"Malabe, Colombo","24,000,000",4,4,"2,400.0 sqft",7.0 perches
170,"Malabe, Colombo","17,000,000",4,4,"1,950.0 sqft",6.0 perches
171,,0,0,0,0.0 sqft,0.0 perches
172,"Talawatugoda, Colombo","34,000,000",4,4,"3,000.0 sqft",8.0 perches
173,,0,0,0,0.0 sqft,0.0 perches
174,"Piliyandala, Colombo","48,000,000",5,3,"3,250.0 sqft",25.0 perches
175,"Colombo 5, Colombo","180,000,000",6,6,"4,600.0 sqft",8.5 perches
176,"Malabe, Colombo","28,500,000",4,4,"2,500.0 sqft",10.0 perches
177,"Battaramulla, Colombo","52,000,000",5,3,"3,000.0 sqft",11.0 perches
178,"Piliyandala, Colombo","10,000,000",3,2,"1,000.0 sqft",7.3 perches
179,"Malabe, Colombo","21,000,000",5,3,"2,771.0 sqft",12.0 perches
180,"Malabe, Colombo","25,000,000",4,3,"4,000.0 sqft",10.46 perches
181,"Pannipitiya, Colombo","29,500,000",4,4,"3,200.0 sqft",8.0 perches
182,,0,0,0,0.0 sqft,0.0 perches
183,"Nugegoda, Colombo","22,000,000",3,3,"1,300.0 sqft",9.11 perches
184,"Piliyandala, Colombo","17,500,000",4,3,"2,450.0 sqft",6.3 perches
185,"Talawatugoda, Colombo","24,000,000",4,4,"2,950.0 sqft",8.0 perches
186,,0,0,0,0.0 sqft,0.0 perches
187,,0,0,0,0.0 sqft,0.0 perches
188,"Malabe, Colombo","19,000,000",3,3,"1,950.0 sqft",8.1 perches
189,,0,0,0,0.0 sqft,0.0 perches
190,"Piliyandala, Colombo","8,750,000",2,1,"1,000.0 sqft",10.0 perches
191,"Kesbewa, Colombo","15,000,000",4,3,"1,675.0 sqft",13.0 perches
192,,0,0,0,0.0 sqft,0.0 perches
193,"Piliyandala, Colombo","10,800,000",3,3,"1,300.0 sqft",7.0 perches
194,"Kotte, Colombo","50,000,000",4,3,"3,500.0 sqft",18.5 perches
195,"Piliyandala, Colombo","15,700,000",4,3,"2,200.0 sqft",6.72 perches
196,"Malabe, Colombo","14,500,000",4,3,"1,900.0 sqft",6.5 perches
197,"Malabe, Colombo","11,000,000",3,2,"1,800.0 sqft",10.0 perches
198,,0,0,0,0.0 sqft,0.0 perches
199,"Malabe, Colombo","23,000,000",5,4,"2,700.0 sqft",8.2 perches
200,"Piliyandala, Colombo","15,000,000",4,3,"1,586.0 sqft",13.0 perches
201,"Battaramulla, Colombo","180,000,000",7,7,"14,000.0 sqft",23.0 perches
202,"Kottawa, Colombo","16,000,000",4,3,"2,000.0 sqft",6.0 perches
203,"Talawatugoda, Colombo","42,000,000",4,4,"3,200.0 sqft",10.0 perches
204,"Wellampitiya, Colombo","18,000,000",3,2,"4,083.75 sqft",15.0 perches
205,"Piliyandala, Colombo","19,500,000",4,3,"3,000.0 sqft",8.0 perches
206,"Battaramulla, Colombo","28,000,000",6,3,"2,000.0 sqft",15.4 perches
207,,0,0,0,0.0 sqft,0.0 perches
208,,0,0,0,0.0 sqft,0.0 perches
209,"Athurugiriya, Colombo","9,500,000",3,2,"1,130.0 sqft",6.5 perches
210,"Ratmalana, Colombo","28,500,000",6,4,"1,650.0 sqft",6.5 perches
211,"Kottawa, Colombo","19,000,000",4,4,"2,450.0 sqft",8.5 perches
212,,0,0,0,0.0 sqft,0.0 perches
213,"Battaramulla, Colombo","30,000,000",4,4,"4,200.0 sqft",9.5 perches
214,"Malabe, Colombo","24,000,000",4,4,"2,700.0 sqft",8.0 perches
215,"Piliyandala, Colombo","27,500,000",4,4,"3,300.0 sqft",21.0 perches
216,"Piliyandala, Colombo","27,500,000",4,3,"3,300.0 sqft",21.0 perches
217,,0,0,0,0.0 sqft,0.0 perches
218,,0,0,0,0.0 sqft,0.0 perches
219,"Piliyandala, Colombo","15,000,000",4,3,"2,460.0 sqft",10.0 perches
220,"Piliyandala, Colombo","15,700,000",3,3,"1,850.0 sqft",10.0 perches
221,"Malabe, Colombo","34,000,000",4,4,"2,800.0 sqft",13.0 perches
222,"Athurugiriya, Colombo","13,000,000",3,3,"1,650.0 sqft",10.0 perches
223,"Talawatugoda, Colombo","35,000,000",4,3,"3,500.0 sqft",13.0 perches
224,"Piliyandala, Colombo","9,500,000",3,2,"2,000.0 sqft",10.0 perches
225,"Piliyandala, Colombo","21,500,000",5,3,"2,500.0 sqft",8.2 perches
226,"Boralesgamuwa, Colombo","29,700,000",4,3,"3,000.0 sqft",6.0 perches
227,"Talawatugoda, Colombo","37,500,000",4,4,"3,200.0 sqft",7.0 perches
228,"Malabe, Colombo","32,000,000",4,3,"3,000.0 sqft",10.0 perches
229,,0,0,0,0.0 sqft,0.0 perches
230,"Kottawa, Colombo","62,500,000",6,4,"5,000.0 sqft",15.0 perches
231,"Boralesgamuwa, Colombo","29,700,000",4,3,"3,000.0 sqft",6.0 perches
232,"Kottawa, Colombo","23,500,000",4,4,"2,900.0 sqft",10.0 perches
233,"Piliyandala, Colombo","21,000,000",4,4,"2,650.0 sqft",8.1 perches
234,"Malabe, Colombo","28,500,000",4,4,"2,850.0 sqft",8.0 perches
235,"Mount Lavinia, Colombo","26,100,000",4,4,"2,500.0 sqft",7.0 perches
236,"Dehiwala, Colombo","28,500,000",5,2,"1,500.0 sqft",8.0 perches
237,"Piliyandala, Colombo","21,000,000",5,4,"2,700.0 sqft",6.8 perches
238,"Malabe, Colombo","23,500,000",5,4,"2,900.0 sqft",8.0 perches
239,"Boralesgamuwa, Colombo","36,000,000",5,4,"3,578.0 sqft",10.0 perches
240,"Piliyandala, Colombo","22,000,000",4,3,"2,200.0 sqft",8.0 perches
241,,0,0,0,0.0 sqft,0.0 perches
242,,0,0,0,0.0 sqft,0.0 perches
243,"Talawatugoda, Colombo","42,000,000",5,4,"3,800.0 sqft",8.0 perches
244,,0,0,0,0.0 sqft,0.0 perches
245,"Talawatugoda, Colombo","35,000,000",4,4,"3,600.0 sqft",8.0 perches
246,"Pannipitiya, Colombo","25,000,000",4,4,"2,950.0 sqft",7.2 perches
247,,0,0,0,0.0 sqft,0.0 perches
248,"Talawatugoda, Colombo","45,000,000",5,4,"4,100.0 sqft",10.0 perches
249,,0,0,0,0.0 sqft,0.0 perches
250,"Boralesgamuwa, Colombo","12,000,000",3,1,"1,500.0 sqft",9.0 perches
251,"Maharagama, Colombo","32,500,000",8,4,"4,500.0 sqft",16.33 perches
252,"Homagama, Colombo","14,500,000",3,1,"1,600.0 sqft",27.5 perches
253,"Homagama, Colombo","6,000,000",2,1,"1,800.0 sqft",14.0 perches
254,"Boralesgamuwa, Colombo","35,500,000",5,4,"3,789.0 sqft",10.0 perches
255,"Malabe, Colombo","30,000,000",5,2,"3,000.0 sqft",15.0 perches
256,"Dehiwala, Colombo","10,000,000",3,1,902.0 sqft,5.0 perches
257,"Pannipitiya, Colombo","27,000,000",4,4,"3,100.0 sqft",10.2 perches
258,"Dehiwala, Colombo","27,000,000",6,3,"2,500.0 sqft",6.0 perches
259,"Talawatugoda, Colombo","32,500,000",4,4,"3,400.0 sqft",10.0 perches
260,"Talawatugoda, Colombo","34,000,000",4,4,"3,400.0 sqft",7.5 perches
261,"Kottawa, Colombo","22,500,000",5,4,"2,400.0 sqft",8.0 perches
262,"Mount Lavinia, Colombo","36,000,000",4,4,"2,500.0 sqft",8.5 perches
