,0,1,2,3,4,5,6,7
85,Valuable Commercial Land for Sale in Rajagiriya Town, 4 Jul  2:16 pm,"Rajagiriya, Colombo","8,500,000",Valuable commercial land for sale in Rajagiriya Town,"Commercial, Other",14.5 perches,
86,28P Land for Sale Buthgamuwa Road Rajagiriya,25 Jun  9:23 pm,"Rajagiriya, Colombo","1,500,000","28 perches land for sale in buthgamuwa road rajagiriya.facing buthgamuwa road,1.5 million per perch.",buthgamuwa road rajagiriya,"Commercial, Residential, Other",28.0 perches
87,Land for Sale - Rajagiriya, 2 Jun  1:54 pm,"Rajagiriya, Colombo","2,350,000",Facing carpet roadHighly residential areaPitakotte junction 500MPitakotte thalawathugoda bus route 100MRajagiriya Pitakotte bus route 500MAll approval available,Residential,11.1 perches,
88,10 P LAND with 03 STORY HOUSE RAJAGIRIYA, 1 Jun 11:38 am,"Rajagiriya, Colombo","4,500,000",Rs 4500000.00 LAKHS PER PERCH,RAJAGIRIYA,"Commercial, Residential",10.0 perches
89,10Perch Land for Sale with Old House in Rajagiriya, 3 Jun  7:01 pm,"Rajagiriya, Colombo","7,000,000",10 perch land for sale with old house. 07 feet access road.clear deed. good neighbourhood.can use for rent or ware house. immediate sale for money urgent. 07 million only. call for more details,"nelum pls,Kalapaluwawa,rajagiriya",Residential,10.0 perches
90,20 P and Property Sale At Cotta Rd Rajagirya,31 May  1:35 pm,"Rajagiriya, Colombo","5,500,000",Rs 5.5 Million( 55 Lakhs )PER PERCH Negotiable,50 METERS TO COTTA ROAD RAJAGIRIYA,"Commercial, Residential",20.0 perches
91,09 P Bare Land Sale at Rajagiriya,30 May 11:31 am,"Rajagiriya, Colombo","1,600,000","Rs 1,600000.00 LAKHS per perchNegotiable",GOTHATUWA BUTHGAMUWA ROAD RAJAGIRIYA,"Commercial, Residential",9.0 perches
92,9.5 P Bare Land Sale at Rajagiriya,28 May  9:54 pm,"Rajagiriya, Colombo","3,250,000",Rs 3250000.00 LAKHSPER PERCHNEGOTIABLE,JAYANTHE MAWATHA RAJAGIRIYA -BATTRAMULLA MAIN ROAD RAJAGIRIYA,"Commercial, Residential",9.5 perches
93,Land in Rajagiriya,11 Jul  4:00 pm,"Rajagiriya, Colombo","10,200,000","A flat land 500 M to the main Rd( Kalapaiuwawa rd) 3 Km to Rajagiriya wide road access to the land 15ft road for Rs 12,00,000/= P.P","Eksath Mw, Kalapaluwawa Rd, Rajagiriya",Residential,8.5 perches
94,11.09 P Land Sale at Nawala Rajagiriya,28 Jun 10:11 am,"Rajagiriya, Colombo","4,350,000",Rs 4350000.00 LAKHSPER PERCH,ROYAL COURT HOUSING SKIM NAWALA RAJAGIRIYA,"Commercial, Residential",11.09 perches
95,Land for Sale - Rajagiriya,27 May  1:53 pm,"Rajagiriya, Colombo","3,000,000",LAND FOR SALE RAJAGIRIYANEAR ELECTION COMMISSION17.2 PERCHESWITH OLD HOSE(LAND VALUE ONLY)  💠 Very Use Full for ResidentHighly residential area and very calm surrounding.   For Quickly Sell☎ Call for More Details,L-RAJAGIRIYA-01,Residential,17.2 perches
96,Land for Sale in - RAJAGIRIYA,28 May  9:05 am,"Rajagiriya, Colombo","2,300,000","Location- Mulleriyawa New TownAddress- Ruwanpura..Residential Area( Peaceful Environment, Front of Diyatha Rowing Side)Close to Battaramulla , Koswatta , Rajagiriya",Residential,15.0 perches,
97,Land For Sale - Rajagiriya,10 Jul  2:54 pm,"Rajagiriya, Colombo","4,525,000",Immediately sale,"4th lane , Moragasmulla",Residential,11.0 perches
98,38 P & PROPERTY SALE RAJAGIRIYA,25 May 12:38 pm,"Rajagiriya, Colombo","3,800,000",Rs 3800000.00 LAKHSPER PERCH Negotiable,FACING KAMATHAWATHA ROAD MEDAWELIKADA ROAD RAJAGIRIYA,"Commercial, Residential",38.0 perches
99,8 P Land for Sale in Rajagiriya ., 1 Jun  6:06 pm,"Rajagiriya, Colombo","900,000","රාජගිරියේ සිට කිලෝමීටර් 3 ක්පමණ  වන කලපලුවාව keels super ඉදිරියේ හල්ගහදෙනිය පාරේ සිට මීටර් 300ක් පමණ දුරින් අඩි 12 පාරට මුහුනත පලල අඩි 75ක් ද ,දිග අඩි 34ක් පමණ ද වන පර්චස් 8ක ඉඩම පර්චසය ලක්ෂ 9 ගනනේ විකිනීමට බලාපොරොත්තු වේ  . නොබෙදු පර්චස්  8ක් ලෙස  හා ප්‍රකාශන  ඔප්පුවක්  ලෙසින් ඔප්පු  2කින් දෙදෙනකුට  අයිතිවාසිකම්  ඇත .ඔවුන් දදෙදෙනාම  අත්සන්  කරයිසැලසුමක්  ඇද  ඇත .තැරව්කරුවන් අනවශ්‍යයි .මිල සාකච්ඡා කල හැක .සත්‍ය ගැනුම්කරුවන් සදහා පමණයි .",HALGAHADENIYA ROAD KALAPALUWAWA RAJAGIRIYA .,Residential,8.0 perches
