location,price,beds,baths,house_size,land_size
32,55000000,5,4,4500.0,11.0
36,110000000,5,4,3600.0,16.89
21,65000000,4,3,8000.0,29.5
31,110000000,5,5,5000.0,7.3
26,69000000,4,4,4500.0,11.2
38,57000000,4,4,3500.0,26.0
13,95000000,7,5,3000.0,12.5
18,55000000,5,6,3800.0,12.0
32,55000000,5,4,3500.0,14.0
32,85000000,4,4,4000.0,26.0
32,75000000,4,4,4000.0,18.12
13,60000000,4,3,3000.0,6.5
13,70000000,6,6,3050.0,22.0
3,80000000,4,4,5000.0,14.0
3,120000000,4,4,5000.0,20.0
26,69000000,4,3,4500.0,11.0
18,65000000,5,4,3000.0,19.0
18,55000000,5,6,3750.0,12.0
32,95000000,7,5,2800.0,12.5
38,58000000,4,3,3500.0,16.0
13,57400000,6,4,3000.0,7.0
26,69000000,4,3,4500.0,11.2
36,115000000,4,3,3200.0,20.0
31,60000000,3,2,3000.0,12.45
32,72000000,5,4,4850.0,21.5
3,68000000,5,4,3600.0,9.5
26,68000000,4,4,4500.0,11.2
26,95000000,3,3,5000.0,12.0
38,100000000,5,5,5500.0,20.0
18,60000000,4,4,2700.0,10.0
27,55000000,7,3,3400.0,26.0
18,56500000,5,5,3091.0,12.0
38,100000000,5,6,5500.0,20.0
13,54000000,3,4,1800.0,12.0
18,55000000,6,5,5000.0,14.1
31,85000000,4,3,2150.0,21.75
26,70000000,4,3,3500.0,18.0
38,55000000,4,4,2800.0,11.8
3,75000000,4,4,3750.0,35.0
31,90000000,7,2,6000.0,9.75
18,55000000,4,3,4500.0,12.0
36,75000000,5,4,3500.0,10.5
3,89000000,4,4,5000.0,30.0
27,78000000,4,3,6200.0,30.0
26,87000000,5,6,6300.0,18.0
32,82500000,4,4,4500.0,25.8
32,55000000,5,4,5500.0,12.0
23,100000000,4,3,1800.0,36.95
13,90000000,6,4,5000.0,15.0
26,62000000,5,4,3500.0,24.5
26,69000000,4,3,4500.0,11.2
13,95000000,5,3,3500.0,12.8
13,100000000,4,4,3200.0,8.98
18,60000000,4,3,2800.0,10.0
31,75000000,5,4,3000.0,10.0
35,60000000,3,4,4000.0,54.3
13,140000000,3,3,3000.0,32.42
18,60000000,4,2,2500.0,12.0
35,60000000,3,4,4000.0,54.3
36,65000000,5,4,4000.0,17.25
26,65000000,3,4,3500.0,20.0
4,78880000,5,3,2000.0,49.3
18,75000000,4,4,3317.0,12.71
30,55000000,3,3,3500.0,20.5
3,53235000,4,3,2500.0,18.2
13,120000000,5,4,4000.0,11.7
3,60000000,5,3,3024.0,15.0
37,52500000,4,3,2885.0,20.0
3,70000000,4,2,3000.0,14.0
29,55000000,6,4,4200.0,18.0
3,125000000,4,5,4000.0,13.0
32,65000000,6,5,4800.0,10.0
32,92500000,5,4,4500.0,17.0
3,59700000,5,5,4100.0,10.0
14,120000000,5,4,1500.0,10.0
