,0,1,2,3,4,5,6,7
273,"5 Storied Commercial Building for Sale in Pathiragoda Road, Maharagama",10 Jul  9:08 am,"Maharagama, Colombo","55,000,000","5 Storied Commercial Building for Sale in Pathiragoda Road, Maharagama16 PerchesEach Floor is 2000 Sq.Ft. Apartment4 Apartments3 Bedrooms & 2 Bathrooms on Each ApartmentFully TiledA/C, Hot Water, Car Park, CCTV & All Facilities ThereRoof Top on 5th FloorRoof Tops are Tiled & Have Separate Bathroom8 Perch Car Park20Ft. Access RoadClose to Sri Jayawardenapura Hospital2km to Highlevel RoadIdeal for Commercial or Residential UseIdeal for School, Private Hospital or Care HomeUrgent SaleNo BrokersSelling Price: Rs.55 MillionCall for More Details",Building,Pathiragoda Road,"8,000 sqft"
274,03 Story Building & 5.5 P Sale Kesbawa,31 May 10:58 am,"Kesbewa, Colombo","25,000,000",Rs 25000000.00 LAKHSTOTAL PRICE Negotiable,Building,FACING COLOMBO -HORANA ROAD NEAR KESBEWA JUNCTION KESBEWA,"2,500 sqft"
275,Hotel for Immediate Sale at Panagoda,31 May 10:30 am,"Athurugiriya, Colombo","120,000,000",Hotel located at Panagoda180 Perches Land.6 Fully Furnished Rooms.1- Reception Hall (can accommodate upto 350 Guests)Restaurant (can accommodate upto 40 Guests)1- Air conditioned Conference Hall (can accommodate upto 80 Guests)Large KitchenSwimming Pool with kids pool50KW Generator Three separate Summer Huts(Owner is migrating soon),Other,"20,000 sqft",
276,Hotel for Sale in Maharagama,25 Jun 10:48 am,"Maharagama, Colombo","55,000,000",5 Rooms with Bathroom and FurnishedFully Tiled Two Storey15 1/2 PerchPrice Can Be Negotiated,Hotel,109/6 Railway Avenue,"6,000 sqft"
277,Building with Land for Sale - Piliyandala,30 Jun  9:40 am,"Piliyandala, Colombo","45,000,000",Building with Land for sale Piliyandala=============================,Building,"Makuluduwa Road, Bokundara, Piliyandala","3,450 sqft"
278,Shop for Sale in Pamunuwa Road Maharagama,20 Jun  1:55 pm,"Maharagama, Colombo","6,000,000",The shop is in a good condition with a safe Door & lockers.This is the shop located in ground floor of two stories building which has 4 shops in each floor.Both water and electricity are available.There is a common toilet as well.,Shop,"217/B, Pamunuwa road, Maharagama",120 sqft
279,Building For Sale - Moratuwa,29 May 12:05 pm,"Moratuwa, Colombo","5,500,000","Building For Sale In Moratuwa, Face To New Galle Road.",Building,"615, New Galle Road, Moratuwa",675 sqft
280,6500 sq ft Building in Pettah, 8 Jul  1:02 pm,"Colombo 11, Colombo","150,000,000",This 3 story building on Old Moor street is for sale. It's placed on 10 perches with approximately 6500 sq ft and large open spaces throughout the building. It is located very close to the Dam street end which makes it very convenient for deliveries and pick ups.,Building,Old Moor Street,"6,500 sqft"
281,BUILDING & 15 P SALE BORALESGAMUWA,29 May  9:49 am,"Boralesgamuwa, Colombo","25,500,000",Rs 25500000.00 LAKHSTOTAL PRICE,Building,FACING GANGARAMA ROAD WERAHERA BORALESGAMUWA,"4,000 sqft"
282,3Story Building For Sale in Pelawattha,28 May  4:51 pm,"Battaramulla, Colombo","72,000,000",3 Story Commerclal  Building  For Sale in Pelawattha  1800sqft,Building,facing kottawa -Borella Bus Route .near pelawattha junction,"1,800 sqft"
283,Three Story Building Moratuwa,28 May  3:45 pm,"Moratuwa, Colombo","15,000,000","Three story Building New Gall Road, Moratuwa  6.5 Perches 4200 Sq Ft Slab Area ",Building,"New Gall Road, Moratuwa","4,200 sqft"
284,Shop Space For Sale At Liberty Plaza - Ground Floor, 8 Jul  1:02 pm,"Colombo 3, Colombo","26,000,000",This commercial space is available on the best of commercial spaces in Colombo.,Shop,Liberty Plaza,180 sqft
285,Shop Office in Borella for Sale,19 Jun  5:17 pm,"Colombo 8, Colombo","12,250,000",Business Space (Shop / Office) for sale or lease in the heart of Borella town centre (Colombo 8).Suitable for any business or for company office.Suitable retail businesses: Jewellery / Pharmacy / Textile / Electronics / Fancy Items.Ideal company office: Insurance / Banks / Travel Agent / Job Agency / Ticketing Office / Lawyer office.100% Commercial Area.Located facing D.S. Senanayake road. Entrance from the main road opposite the bus stand.Toilet facility available within the shop / office.Air-conditioned.Security cameras fitted.Free parking facility.Security provided.,Shop,Borella Junction (Colombo 8),700 sqft
286,Commercial Building in Colombo 10,27 May  4:41 pm,"Colombo 10, Colombo","40,000,000","4 Perch Building Located at the heart of Colombo 10. Ideal & prosperous location for Commercial use, located in the previous Passport Office road (Ananda Rajakaruna Mawatha, Colombo 10) across from Welikada Prison, Walking Distance to Baseline Rd & Punchi Borella Junction. Used as a successful vehicle business location (Ground floor spacious enough for parking 10-12 vehicles), previously used for a office building. Building is kept in very neat manner and is well organized.",Building,Ananda Rajakaruna Mw,"1,500 sqft"
287,ව්‍යාපාරික ස්ථානයක් හා නිවසක් මහල් තුනකින් සමන්විත විකිනීමට අංගොඩ,27 May  2:21 pm,"Angoda, Colombo","37,000,000",ව්‍යාපාරික ස්ථානයක් හා නිවසක් මහල් තුනකින් සමන්විත විකිනීමට.මුල්ලේරියාව ප්‍රධාන පාරට මුහුනලා දැනට ව්‍යාපාරයක් පවත්වගෙන යන  මහල් තුනකින් සමන්විත අගනා ගොඩනැගිල්ල ඉතා ඉක්මනින් වැඩිම ඉල්ලුමට දෙනු ලැබේ.,Building,"251A Udumulla,mulleriyawa","1,800 sqft"
288,Building For Sale in Kottawa,27 May 10:30 am,"Kottawa, Colombo","17,000,000",Building For Sale in Kottawa - 06 perches land- 2km from Kottawa Junction facing Kottawa Athurugiriya Road- Call for more info,Shop,"1,400 sqft",
289,5 Story Building for Sale Dehiwala,28 Jun 10:57 am,"Dehiwala, Colombo","95,000,000",Building for sale 5 storey sqft 7500 immediately sale price 950 lakh please no brokers,Building,galle road dehiwala,"7,500 sqft"
290,Building for Sale Colombo 6,28 Jun  2:52 pm,"Colombo 6, Colombo","265,000,000",Colombo 6 Wellwatta Galle road facing 10 perches with 4 story building 265 million Monthly income 1 Million,Building,Colombo 6,"8,000 sqft"
291,Hotel for sale Maharagama,30 Jun  8:25 am,"Maharagama, Colombo","100,000,000",14 RoomsAttached bathroom and graniteFull furnishedTile and granited1 side 2 storey second side 3 storey,Hotel,109/6 Railway Avenue,"10,000 sqft"
