,0,1,2,3,4,5,6,7,8
0,title,posted date,location,price,description,Address:,Beds:,Baths:,Size:
1,Apartment for Rent in Colombo 5 (1273 B/1 ), 8 Jul  1:04 pm,"Colombo 5, Colombo","100,000",Maximum for 3 People,THIMBIRIGASYAYA ROAD,2,2,"1,300 sqft"
2,"['Apartment for Rent in Colombo 5 (1273 B/1 )', ' 8 Jul  1:04 pm', 'Colombo 5, Colombo', '100,000', 'Maximum for 3 People', 'THIMBIRIGASYAYA ROAD', '2', '2', '1,300 sqft']","['title', 'posted date', 'location', 'price', 'description', 'Address:', 'Beds:', 'Baths:', 'Size:']",,,,,,,
3,Apartment For Rent in Havelock City Colombo 5,20 Jul  1:43 pm,"Colombo 5, Colombo","230,000","- 2 bedrooms and 2 bathrooms - maids room and toilet- 1300 sqft- Pantry fitted kitchen with all necessary amenities- Hot water/ Main water- Three (3)phase electricity- Back up electricity ( generators)- Internet access.- Servant room/Servant Toilet with separate access.- One parking slots.- Central gas supply- Breathtaking landscape- Lush green garden- Jogging track, children's play area- Clubhouse with Swimming Pool-Jacuzzi, Squash Court, Gym- Ample parking for visitors- Price is 230,000/- per month",2,2,"1,300 sqft",
4,Apartment for rent in Colombo 05,20 Jul 12:42 pm,"Colombo 5, Colombo","335,000","- 4 bedrooms and 3 bathrooms - maids room and toilet - 2060 sqft - swimming pool and gym- large garden area, kids play area - clubhouse, food city, cafe area",4,3,"2,060 sqft",
5,Apartment for Rent at Edmonton Heights Colombo - 05,20 Jul 11:18 am,"Colombo 5, Colombo","150,000",4 Bed Room luxury apartment (New) For Rent (constructed by Nawaloka Group),"Baseline Road, Colombo 5.",4,3,"1,500 sqft"
6,Apartment For Rent in Havelock City Colombo 5,19 Jul 11:38 am,"Colombo 5, Colombo","262,000","Ultra-luxury two-bedroom apartment Havelock city Colombo 5. offering panoramic stunning views of the city and the ocean. All high end equipment and utilities. All furnished with luxury class teak and mahogany wood furniture’s, spring air and King Koil mattresses, classic dining sets with all cooking equipment’s, handpicked wall matching bed sheets, mini bar, digital fingerprint security door lock, all new electronic items, tasteful decorations etc. Live up to your acceptations. ",2,2,"1,300 sqft",
7,Brand New Apartment for Rent in Colombo 5,19 Jul  7:43 am,"Colombo 5, Colombo","150,000","An apartment available for rent in a serene location in the middle of Colombo 05. This newly built 1300 sqft spacious unit contains 3 bed rooms and two bathrooms. Facilities include 24/7 security, swimming pool and a gymnasium.  Minimum 1 year contact to be signed and 06 months rent to be paid upfront, also 01 month security deposit required.",3,2,"1,300 sqft",
8,3 BR Apartment | Colombo 5 - Havelock City For Rent,18 Jul 12:20 pm,"Colombo 5, Colombo","370,000","Ultra luxury 3 bedroom apartment Havelock city Colombo 5. offering panoramic stunning views of the city. All high end equipment`s and utilities. All furnished with luxury class teak and mahogany wood furniture’s, ","Havelock City, Colombo 5",3,2,"1,500 sqft"
9,2 BR Apartment | Colombo 5 - Havelock City For Rent,18 Jul 11:11 am,"Colombo 5, Colombo","270,000","Ultra luxury two bedroom apartment  Havelock city Colombo 5.  offering panoramic stunning views of the city and the ocean. All high end equipment`s and utilities. All furnished with luxury class teak and mahogany wood furniture’s, spring air and king koil mattresses, classic dining sets with all cooking equipment’s, handpicked wall matching bed sheets, mini bar, digital fingerprint security door lock, all new electronic items, tasteful decorations ect. Live up to your acceptations. ","Havelock City, Colombo 5",2,2,"1,300 sqft"
10,Brand New Apartment for Rent - Kirulapone,17 Jul  7:52 am,"Colombo 5, Colombo","100,000",4 attached bathrooms 1st floor Fully tiled A/C Hot water system Parking space 5 months advance,4,4,"2,500 sqft",
11,4BR Penthouse for Rent In Colombo 5 - Havelock City,15 Jul  4:24 pm,"Colombo 5, Colombo","800,000","Available for rent,from September 2019, a fully furnished four (4) bedroom Penthouse,with a private roof, Havelockcity,Colombo> > Total Floor Area : 4865 sq ft> Of which 1388 sq ft - private roof > >>>> PENTHOUSE DETAILS: >>>> 4 bedrooms>>>> 3 bathrooms>>>> Pantry fitted kitchen with all necessary amenities>>>> Hot water/ Main water>>>> Three (3)phase electricity>>>> Back up electricity ( generators)>>>> Air conditioners and fitted ceiling fans (in Living/Dining-Bedrooms)>>>> Internet access.>>>> Servant room/Servant Toilet with separate access.>>>> Two parking slots.>>>> Central gas supply>>>> Air conditioners and fitted ceiling fans (in Living/Dining-Bedrooms)","Havelock City, Colombo 5",4,3,"4,865 sqft"
12,Apartment for rent in Havlock City Colombo 5,15 Jul  1:17 pm,"Colombo 5, Colombo","220,000",Apartment for sale in Havelock City Colombo 5,2,2,"1,350 sqft",
13,Apartment for Rent at Havelock City Colombo 05,15 Jul 11:36 am,"Colombo 5, Colombo","260,000",When luxury becomes affordable.,Havelock City Colombo 05,3,2,"1,600 sqft"
14,2 BR Apartment - Colombo 5 Havelock City for Rent,15 Jul 11:16 am,"Colombo 5, Colombo","225,000","Available for rent,from July 2019",Havelock City,2,2,"1,300 sqft"
15,Apartment for Rent in Havelock City Colombo 6,15 Jul  6:39 am,"Colombo 5, Colombo","330,000","- 6th floor apartment available with three bedrooms and two bathrooms (one attached and one common bathrooms)- Kitchen, living room with pantry- Large Living hall with spacious balcony- Lockable Servant quarters with a washroom- Fully air conditioned- Fully furnished with kitchen equipment and washing machine, fridge with hydraulic gas-6th floor apartment available with three bedrooms and two bathrooms (one attached and one common bathrooms)- Two separate entrances to the Apartment- 24/7 security- Organized garbage disposal system- Ample parking area- City view","Layards Tower, Havelock City, Havelock, Colombo 5",3,2,"1,600 sqft"
16,Modern Apartment in Narahenpita for Rent,14 Jul  5:31 pm,"Colombo 5, Colombo","50,000","Spacious Modern Apartment For Rent at Narahenpita. Walking distance to Ninewells Hospital, Asiri Surgical and Vidura College.","Kirimandala Mawatha, Narahenpita",2,1,"1,200 sqft"
17,4BR Apartment | Colombo 5 - Havelock City For Rent,14 Jul  4:44 pm,"Colombo 5, Colombo","340,000",4 bedrooms and 3 bathrooms maids room and toilet 2060 sqft ,Havelock City,4,3,"2,060 sqft"
18,"Anderson Flat, Park Road, Colombo 5 Apartment",13 Jul 10:51 pm,"Colombo 5, Colombo","55,000","In close proximity to all leading schools, hospitals, supermarkets. Convenient location. Fully tiled, fitted pantry, unfurnishedMinimum period - 1 year",2,1,850 sqft,
19,3 bedrooms Apartment for rent in Colombo 05,13 Jul  4:17 pm,"Colombo 5, Colombo","240,000","- 3 bedrooms and 2 bathrooms - maids room and toilet - 1700 sqft - Fully Furnished - swimming pool and gym- rooftop area - Price is 240,000/=",3,2,"1,700 sqft",
20,3BR Apartment | Colombo 5 - Prime Residencies For Rent,13 Jul  9:45 am,"Colombo 5, Colombo","240,000",3 bedrooms and 2 bathrooms maids room and toilet 1700 sqft ,Siebel Avenue,3,2,"1,700 sqft"
21,Apartment for Rent - Colombo 5,11 Jul 10:25 am,"Colombo 5, Colombo","100,000",Colombo5 Skelton Road 3Bed Room 3Bathroom Living and Dinning Area with Servant Room and Toilet Rent 100000  Per month With all Facilites,Colombo 5 Skelton Road,3,3,"2,000 sqft"
22,Havelock City Apartment for Rent,13 Jul  8:40 am,"Colombo 5, Colombo","250,000","3 Bedroom with 2 Bathroom, Living room, Dining, Balcony with outdoorseating.1,496 Sq. feet,Park Tower 15th floor, Elegantly fully furnished with high class Don Corolis Furniture.55"" Samsung HD Smart LED TV in the living room, and 32"" Samsung LED Tv ineach individual room, Master Bedroom, Children's Bedroom and Guest bedroom .Well equipped kitchen with Refrigerator, Washing, Microwave, Cooking Hob.Fully Air-conditioned apartment.Excellent South City view away from the construction site.One free Car park slot in the basement parking lot.Additional parking slotavailable for a small monthly rental.Furnished Maids room with separate entrance, Maids washroom.High security with access card entrance to the tower. CCTV coverage of thetower access.Security intercom to announce and seek access permission ofvisitors to individual apartment.Fully protected by fire hydrant, firealarm and fire sprinkler systems.Free Swimming, Gym and club facilities, banquet halls.Complex facilitates include Cafeteria, Mini Food City Market, Squash Court,Paan Paan delivery and excellent landscape garden with walking and jogging track.Minimum 1 Year rental period.Rs.250,000 per month",havelock road,3,2,"1,496 sqft"
23,Apartment For Rent In Colombo 5, 8 Jul  5:40 pm,"Colombo 5, Colombo","80,000","Apartment in highly residential area in Colombo 5. White tiled 2 bedrooms with attached baths, dining cum pantry with attached bath and spacious living room.Fully furnished. Balcony with separate entrance.","131 Thimbirigasyaya Road, Colombo 5.",2,3,"1,000 sqft"
24,Apartment for Rent in Colombo 5 (1273 B/1 ), 8 Jul  1:04 pm,"Colombo 5, Colombo","100,000",Maximum for 3 People,THIMBIRIGASYAYA ROAD,2,2,"1,300 sqft"
25,Fully Furnished apartment for Rent in Col 5, 8 Jul  7:08 am,"Colombo 5, Colombo","98,000","3 bedroom 3 bathroom 1 with attached 1 with common 1 servant, hall kitchen fully tiled fully furnished very close to Royal Institute 6 month advanced agent fee half month",Near Royal institute Colombo 5,3,3,950 sqft
26,Apartment For Lease In Havelock City Colombo 05,14 Jul 10:41 pm,"Colombo 5, Colombo","290,000","Havelock city comprises of plush condominiums designed with you in mind, situated in the heart of Colombo, offering panoramic views of the city and the ocean. Apartment on the 20th floor of the Park Tower overlooking the garden, club house and the Indian Ocean. It is fully furnished and spans across approx. 1500 sq. ft. and 24 hour security. Consists the following,1.	3 bed rooms2.	2 bath rooms3.	A spacious hall4.	A pantry with all facilities5.	Maid’s room6.	Maid’s bathroom7.	Washing area8.	Store room9.	Car parking facilities10.	Balcony with a breathtaking view of the city and the Indian oceanThe apartment is fully furnished and provides the dweller with all necessary amenities. It offers the luxuries of,1.	Air Conditioning2.	Satellite TV3.	Wireless internet facility4.	Hot water5.	TelephoneThe Havelock City provides an exclusive clubhouse with an incredible range of recreational facilities which includes a swimming pool and gymnasium. It boasts a lush green 7 acre elevated roof garden. Situated in the commercial capital of Sri Lanka, it is in close proximity to a number of leading local and international schools. With ample car parking it is one of the most sort after condominiums in Colombo.AVAILABLE FROM 15th. AUG.2019 FOR LEASE",20-1 PARK TOWER HAVELOCK CITY COLOMBO 5.,3,3,"1,500 sqft"
27,Fully Furnished Apartment for rent in Colombo 5, 8 Jul  1:02 pm,"Colombo 5, Colombo","150,000","Property details.Col 5 - Off Jawatta road, 1150sqft, Fully furnished, 2 bedrooms, 2 bathrooms, living and dinning areas, Fully A/C, Rooftop terrace, security, parking, Close to hospitals, Government & International Schools & Super markets, Price is Rs.150k..",Off Jawatta Road Colombo 5,2,2,"1,150 sqft"
28,Apartment for Rent in Colombo 5 (1273 B/1 ), 8 Jul  1:04 pm,"Colombo 5, Colombo","100,000",Maximum for 3 People,THIMBIRIGASYAYA ROAD,2,2,"1,300 sqft"
