,Location,Price,Beds,Baths,House Size,Land Size
1454,Battaramulla,62000000,4,2,1500.0,18.2
1455,Talawatugoda,42000000,4,4,3850.0,12.75
1456,Talawatugoda,32500000,3,2,1450.0,10.19
1457,Nawala,35000000,3,2,1800.0,7.0
1458,Nugegoda,42000000,4,3,3000.0,10.0
1459,Malabe,28500000,5,4,3200.0,10.5
1460,Malabe,30000000,4,4,3900.0,8.0
1461,Talawatugoda,28500000,4,4,2900.0,10.0
1462,Homagama,4000000,2,2,1200.0,8.0
1463,Homagama,4900000,2,2,1000.0,9.5
1464,Battaramulla,110000000,4,4,5000.0,20.0
1465,Avissawella,12500000,5,2,1890.0,11.0
1466,Talawatugoda,30000000,4,4,2900.0,10.0
1467,Homagama,8400000,3,2,2200.0,9.0
1468,Homagama,3700000,3,1,1600.0,10.0
1469,Ratmalana,20000000,4,2,2000.0,7.0
1470,Malabe,46000000,5,4,3500.0,11.8
1471,Homagama,12000000,3,2,1300.0,6.5
1472,Dehiwala,67500000,7,5,3500.0,19.5
1473,Battaramulla,50000000,6,5,3600.0,17.6
1474,Malabe,23000000,4,4,2800.0,9.0
1475,Rajagiriya,36400000,4,4,2641.0,6.2
1476,Battaramulla,68000000,5,4,3600.0,9.5
1477,Malabe,28500000,5,4,3800.0,10.5
1478,Athurugiriya,8700000,3,1,1100.0,7.0
1479,Talawatugoda,45000000,7,6,4000.0,10.0
1480,Piliyandala,19000000,3,3,2800.0,6.5
1481,Nugegoda,29000000,5,2,2300.0,14.5
1482,Athurugiriya,18000000,4,4,2200.0,8.0
1483,Malabe,19000000,3,3,2400.0,10.0
1484,Piliyandala,9950000,5,2,2500.0,10.0
1485,Nugegoda,17500000,3,2,1500.0,4.0
1486,Colombo 6,22000000,3,2,1200.0,3.0
1487,Piliyandala,10000000,3,2,1500.0,8.0
1488,Dehiwala,40000000,4,3,2500.0,7.5
1489,Battaramulla,60000000,7,7,8000.0,20.0
1490,Malabe,11400000,3,3,1300.0,6.6
1491,Malabe,11800000,3,3,1200.0,7.8
1492,Piliyandala,7950000,4,2,5000.0,16.0
1493,Malabe,28500000,5,4,3200.0,10.5
1494,Talawatugoda,18500000,4,3,2500.0,17.0
1495,Malabe,33000000,5,4,3500.0,12.0
1496,Pannipitiya,39500000,4,4,4000.0,11.6
1497,Talawatugoda,47500000,5,4,3200.0,15.0
1498,Kohuwala,35000000,4,3,2500.0,14.0
1499,Malabe,17000000,5,4,2150.0,10.0
1500,Malabe,25000000,5,3,2650.0,19.0
1501,Nawala,22500000,6,3,2150.0,6.5
1502,Maharagama,1500000,4,2,3500.0,20.0
1503,Talawatugoda,18500000,4,3,4000.0,28.0
1504,Kesbewa,7000000,3,1,1800.0,20.0
1505,Homagama,9000000,3,3,1480.0,7.5
1506,Malabe,20000000,4,3,2500.0,10.8
1507,Kottawa,12500000,3,3,2600.0,8.5
1508,Malabe,22500000,4,4,2800.0,8.0
1509,Nugegoda,39500000,4,4,3000.0,6.2
1510,Piliyandala,16500000,4,4,3200.0,7.3
1511,Wellampitiya,3000000,2,1,1450.0,2.2
1512,Malabe,35000000,4,3,3500.0,6.5
1513,Padukka,8000000,3,2,1700.0,15.0
1514,Rajagiriya,110000000,5,4,3600.0,16.89
1515,Kottawa,27000000,5,4,5408.0,12.8
1516,Dehiwala,35000000,4,1,1800.0,7.0
1517,Maharagama,18000000,5,2,2908.0,13.25
1518,Colombo 5,80000000,5,3,2847.0,7.5
1519,Rajagiriya,43000000,3,3,3000.0,12.5
1520,Kesbewa,22500000,4,3,2400.0,8.0
1521,Colombo 5,175000000,4,3,3500.0,14.0
1522,Homagama,9000000,3,2,1450.0,7.5
1523,Homagama,8500000,4,2,3000.0,13.5
1524,Talawatugoda,43000000,10,8,3500.0,32.0
1525,Kottawa,19000000,3,3,2400.0,10.0
1526,Battaramulla,30000000,5,4,3500.0,16.0
1527,Homagama,16000000,8,3,4000.0,12.5
1528,Athurugiriya,18500000,5,3,2500.0,20.0
1529,Boralesgamuwa,25000000,5,3,4500.0,13.5
1530,Athurugiriya,31000000,4,5,4000.0,10.0
1531,Nugegoda,21500000,4,3,2500.0,6.5
1532,Moratuwa,28000000,4,4,3680.0,10.0
1533,Malabe,24000000,4,4,2650.0,8.0
1534,Malabe,32500000,4,4,2900.0,8.0
1535,Piliyandala,13500000,3,2,1500.0,7.0
1536,Malabe,22500000,4,4,2800.0,8.0
1537,Malabe,30000000,2,2,3600.0,9.0
1538,Kottawa,13000000,3,2,1288.0,8.0
1539,Athurugiriya,29500000,4,3,2800.0,8.0
1540,Kesbewa,10300000,2,1,1000.0,7.5
1541,Malabe,29500000,6,4,3285.0,12.0
1542,Nugegoda,34000000,6,6,4500.0,10.0
1543,Nugegoda,31000000,3,2,1500.0,9.0
1544,Kottawa,18500000,4,3,2500.0,17.0
1545,Kolonnawa,11000000,2,1,1800.0,12.15
1546,Dehiwala,49500000,7,7,3500.0,14.1
1547,Boralesgamuwa,250000000,6,4,3000.0,10.0
1548,Dehiwala,33500000,8,3,1800.0,9.45
1549,Battaramulla,50000000,4,4,6300.0,15.7
1550,Homagama,5000000,3,3,2940.3,10.8
1551,Battaramulla,45000000,4,5,3000.0,7.5
1552,Malabe,16000000,3,3,1600.0,10.0
1553,Wellampitiya,5500000,2,1,817.0,3.0
1554,Battaramulla,45000000,4,4,3500.0,10.0
1555,Kottawa,18500000,6,3,2000.0,10.24
1556,Moratuwa,13000000,4,2,1796.66,15.7
1557,Battaramulla,45000000,4,6,3000.0,7.5
1558,Moratuwa,29000000,4,4,2500.0,6.0
1559,Ratmalana,33000000,4,4,2700.0,8.0
1560,Boralesgamuwa,55000000,5,3,2800.0,26.0
1561,Battaramulla,75000000,5,4,4250.0,10.0
1562,Talawatugoda,45000000,6,5,5000.0,27.5
1563,Nugegoda,25000000,4,3,1700.0,6.2
1564,Kotte,36500000,4,4,3000.0,10.0
1565,Piliyandala,7700000,2,1,1000.0,7.5
1566,Boralesgamuwa,32060000,4,3,3000.0,45.8
1567,Nugegoda,24000000,4,3,2400.0,7.5
1568,Homagama,4800000,3,1,800.0,10.0
1569,Nugegoda,24000000,6,4,3000.0,9.5
1570,Kottawa,9800000,3,2,1250.0,9.5
1571,Malabe,26500000,5,5,4000.0,8.0
1572,Malabe,20000000,4,3,2500.0,10.8
1573,Colombo 15,6500000,5,3,800.0,2.5
1574,Boralesgamuwa,33000000,4,4,3000.0,10.5
1575,Athurugiriya,22500000,4,3,2800.0,11.0
1576,Malabe,29500000,7,3,3000.0,12.0
1577,Maharagama,130000000,3,2,2000.0,51.0
1578,Homagama,6500000,3,2,2995.0,11.0
1579,Kohuwala,25500000,4,2,2600.0,16.4
1580,Battaramulla,18000000,3,3,1800.0,10.5
1581,Hanwella,3500000,4,1,2600.0,26.0
1582,Athurugiriya,8300000,2,1,1600.0,12.0
1583,Athurugiriya,11400000,3,3,1400.0,9.0
1584,Malabe,11800000,3,3,1500.0,8.0
1585,Malabe,28500000,5,4,3800.0,10.5
1586,Boralesgamuwa,32000000,3,2,2205.0,7.5
1587,Ratmalana,8000000,2,2,750.0,3.36
1588,Dehiwala,50000000,6,5,2500.0,7.45
1589,Moratuwa,20000000,5,2,2120.0,9.4
1590,Nugegoda,30000000,3,2,1500.0,6.0
1591,Athurugiriya,8300000,2,1,1600.0,12.0
1592,Malabe,12500000,3,2,2500.0,7.3
1593,Kottawa,17000000,4,3,2100.0,6.2
1594,Battaramulla,30000000,5,4,3500.0,16.0
1595,Athurugiriya,19800000,4,4,2400.0,8.0
1596,Talawatugoda,34000000,4,4,3300.0,8.0
1597,Nugegoda,55000000,4,3,3500.0,12.0
1598,Malabe,16000000,3,3,1600.0,10.0
1599,Malabe,11400000,3,3,1300.0,6.5
1600,Colombo 15,30000000,3,4,1620.0,6.0
1601,Nugegoda,85000000,5,4,5000.0,25.5
1602,Nugegoda,160000000,5,5,8000.0,18.0
1603,Athurugiriya,3000000,2,1,900.0,4.0
1604,Dehiwala,90000000,9,6,6000.0,33.0
1605,Malabe,11800000,3,3,1500.0,8.0
1606,Malabe,24000000,4,4,2650.0,8.0
1607,Avissawella,5700000,3,2,1200.0,20.0
1608,Piliyandala,22500000,4,3,2200.0,10.0
1609,Kesbewa,50000000,5,4,3350.0,25.0
1610,Malabe,23000000,3,3,2300.0,10.0
1611,Homagama,7400000,3,1,1300.0,12.0
1612,Ratmalana,56000000,4,2,2500.0,18.69
1613,Malabe,33000000,6,6,3800.0,12.0
1614,Talawatugoda,75000000,5,3,5500.0,20.0
1615,Kottawa,14000000,4,2,2000.0,11.5
1616,Nugegoda,31100000,3,3,1600.0,6.0
1617,Malabe,21000000,3,2,1700.0,10.0
1618,Boralesgamuwa,29700000,3,2,2250.0,7.3
1619,Moratuwa,33200000,3,3,2172.0,10.0
1620,Pannipitiya,17500000,3,1,1480.0,17.0
1621,Kottawa,21000000,4,4,2880.0,8.0
1622,Piliyandala,8500000,2,2,1128.0,6.0
1623,Kesbewa,6000000,2,1,1200.0,43.5
1624,Boralesgamuwa,16500000,4,3,3000.0,6.7
1625,Athurugiriya,28000000,3,2,3600.0,9.0
1626,Athurugiriya,39000000,5,3,4000.0,12.5
1627,Nugegoda,26500000,7,5,3000.0,10.0
1628,Kotte,115000000,4,4,4500.0,32.8
1629,Mount Lavinia,68000000,5,4,3750.0,6.0
1630,Talawatugoda,36000000,4,3,3500.0,7.5
1631,Nawala,120000000,5,5,6400.0,22.0
1632,Kolonnawa,6700000,2,1,1500.0,5.3
1633,Padukka,3500000,3,1,2000.0,15.0
1634,Colombo 5,50000000,6,4,3039.0,10.0
1635,Maharagama,46000000,4,2,3500.0,10.5
1636,Homagama,6600000,2,2,1500.0,10.0
1637,Mount Lavinia,45000000,4,3,2300.0,10.5
1638,Moratuwa,28000000,6,2,4500.0,14.0
1639,Moratuwa,8000000,3,2,1400.0,4.0
1640,Malabe,28500000,5,4,3800.0,10.5
1641,Maharagama,17900000,3,3,2580.0,8.0
1642,Dehiwala,37000000,4,5,3900.0,10.0
1643,Dehiwala,25000000,2,2,1850.0,6.5
1644,Kottawa,25000000,7,5,3850.0,15.25
1645,Padukka,6000000,1,1,1200.0,20.0
1646,Piliyandala,18500000,4,3,2100.0,9.0
1647,Malabe,19500000,3,3,2150.0,9.5
1648,Nawala,90000000,5,4,4500.0,19.3
1649,Battaramulla,38000000,4,3,3000.0,8.75
1650,Mount Lavinia,26000000,4,4,3000.0,4.8
1651,Maharagama,46000000,6,2,3000.0,12.08
1652,Malabe,11400000,3,3,1300.0,6.5
1653,Malabe,16000000,3,3,1600.0,10.0
1654,Talawatugoda,33000000,4,4,3200.0,10.0
1655,Malabe,26500000,5,5,4000.0,8.0
1656,Mount Lavinia,36000000,3,3,3000.0,8.5
1657,Kesbewa,18500000,4,3,2000.0,9.0
1658,Colombo 4,138000000,4,4,3200.0,7.5
1659,Piliyandala,36500000,3,2,2500.0,13.0
1660,Angoda,15000000,3,1,1550.0,17.0
1661,Malabe,12800000,3,3,1300.0,7.9
1662,Boralesgamuwa,29500000,5,4,3200.0,6.5
1663,Malabe,26000000,5,4,3300.0,8.5
1664,Padukka,5200000,3,1,1298.0,13.0
1665,Malabe,22000000,4,4,2450.0,7.0
1666,Kottawa,29500000,4,4,3510.0,9.0
1667,Homagama,11000000,3,2,1500.0,11.0
1668,Malabe,22500000,4,4,2800.0,8.0
1669,Homagama,9000000,3,1,1000.0,10.2
1670,Padukka,6000000,3,1,1200.0,12.0
1671,Battaramulla,18000000,3,3,1800.0,10.5
1672,Kohuwala,47500000,4,2,2500.0,11.0
1673,Kottawa,26000000,4,2,2500.0,16.0
1674,Kesbewa,12500000,3,3,2000.0,8.0
1675,Talawatugoda,26500000,4,3,2000.0,7.8
1676,Athurugiriya,18000000,4,4,2200.0,8.0
1677,Kolonnawa,15000000,2,1,1174.5,9.5
1678,Malabe,12000000,3,2,2000.0,15.0
1679,Malabe,11800000,3,3,1200.0,7.8
1680,Malabe,21000000,4,4,2650.0,10.0
1681,Mount Lavinia,23975000,4,2,1500.0,7.0
1682,Malabe,18500000,4,3,2800.0,6.5
1683,Athurugiriya,11800000,3,3,1400.0,9.0
1684,Malabe,8500000,3,2,1800.0,10.0
1685,Talawatugoda,21500000,4,3,2200.0,6.5
1686,Athurugiriya,31000000,4,5,4000.0,10.0
1687,Talawatugoda,34000000,4,4,3300.0,8.0
1688,Kottawa,24800000,4,4,2700.0,7.0
1689,Malabe,22500000,4,4,2800.0,8.0
1690,Athurugiriya,19000000,4,4,2400.0,8.0
1691,Battaramulla,30000000,5,4,3500.0,16.0
1692,Malabe,11800000,3,3,1500.0,8.0
1693,Homagama,12900000,3,2,1650.0,10.0
1694,Pannipitiya,40000000,4,3,3800.0,22.0
1695,Malabe,16000000,3,3,1600.0,10.0
1696,Athurugiriya,11450000,3,3,1340.0,9.3
1697,Malabe,32500000,4,4,2900.0,8.0
1698,Homagama,6600000,4,2,1450.0,10.5
1699,Dehiwala,14500000,2,1,2000.0,7.7
1700,Nugegoda,31000000,4,3,3500.0,11.0
1701,Talawatugoda,26000000,4,3,2950.0,6.5
1702,Malabe,19500000,4,2,2750.0,9.5
1703,Talawatugoda,20000000,3,2,3500.0,6.0
1704,Talawatugoda,22000000,4,3,2860.0,7.0
1705,Kotte,19500000,4,3,2900.0,10.0
1706,Boralesgamuwa,33000000,4,3,3100.0,15.0
1707,Maharagama,29000000,6,3,2650.0,10.0
1708,Homagama,15500000,4,2,1850.0,10.0
1709,Piliyandala,18500000,4,3,2000.0,9.0
1710,Nugegoda,11500000,3,1,1500.0,4.0
1711,Malabe,18500000,3,3,2800.0,6.5
1712,Malabe,11800000,3,3,1500.0,8.0
1713,Malabe,26500000,5,5,4000.0,8.0
1714,Talawatugoda,29500000,3,3,2800.0,7.0
1715,Kaduwela,9000000,4,2,1400.0,7.0
1716,Wellampitiya,6000000,2,2,817.0,3.0
1717,Talawatugoda,20000000,4,3,2850.0,8.0
1718,Piliyandala,12000000,3,2,1800.0,10.3
1719,Homagama,6900000,4,2,1500.0,10.0
1720,Wellampitiya,3950000,2,1,800.0,2.5
1721,Nugegoda,29000000,4,3,2800.0,8.33
1722,Moratuwa,21500000,5,3,2500.0,9.0
1723,Homagama,9800000,5,3,2000.0,13.0
1724,Boralesgamuwa,60000000,4,3,3000.0,36.0
1725,Angoda,5700000,3,1,1226.0,15.0
1726,Kaduwela,16500000,7,3,2400.0,10.0
1727,Homagama,7800000,2,1,1000.0,6.5
1728,Kotte,50000000,5,4,2500.0,18.25
1729,Piliyandala,11000000,3,2,1350.0,7.5
1730,Battaramulla,40000000,4,3,3200.0,15.0
1731,Kesbewa,21000000,4,3,2200.0,7.0
1732,Dehiwala,37500000,3,2,3000.0,10.0
1733,Colombo 15,31000000,5,2,1800.0,7.0
1734,Boralesgamuwa,14000000,2,1,1500.0,6.3
1735,Talawatugoda,25000000,3,3,3000.0,10.0
1736,Kottawa,18500000,3,3,2350.0,9.0
1737,Homagama,15000000,3,2,2500.0,21.0
1738,Kaduwela,9000000,2,1,1200.0,15.0
1739,Angoda,33500000,4,2,3200.0,10.0
1740,Malabe,45000000,5,4,4600.0,16.0
1741,Colombo 4,429000000,6,3,10000.0,33.0
1742,Athurugiriya,19800000,4,4,2400.0,8.0
1743,Colombo 5,6900000,5,3,1400.0,1.8
1744,Kotte,50000000,5,4,2500.0,18.25
1745,Malabe,18500000,4,3,2800.0,6.5
1746,Colombo 5,7500000,3,1,500.0,11.0
1747,Malabe,28500000,5,4,3800.0,10.5
1748,Nugegoda,26000000,3,2,2500.0,6.4
1749,Pannipitiya,25000000,4,4,2700.0,7.0
1750,Moratuwa,14000000,3,1,1600.0,10.6
1751,Boralesgamuwa,15000000,4,3,1750.0,12.0
1752,Homagama,37500000,6,4,3500.0,20.0
1753,Kaduwela,11450000,3,3,1360.0,9.0
1754,Battaramulla,13500000,4,3,2326.0,8.1
1755,Moratuwa,15000000,3,2,3000.0,10.0
1756,Kottawa,17000000,4,3,2100.0,6.2
1757,Athurugiriya,14000000,3,2,1400.0,22.0
1758,Kottawa,20000000,4,4,2500.0,8.0
1759,Talawatugoda,47500000,5,4,4400.0,10.2
1760,Moratuwa,4800000,2,1,1080.0,4.19
1761,Nugegoda,8500000,5,3,1800.0,3.0
1762,Malabe,24000000,4,4,2950.0,8.0
1763,Malabe,22500000,4,4,2850.0,8.0
1764,Kotte,5600000,2,1,1800.0,4.47
1765,Dehiwala,55000000,3,3,2200.0,14.0
1766,Malabe,11800000,3,3,1500.0,8.0
1767,Malabe,22500000,4,4,2800.0,8.0
1768,Ratmalana,36000000,5,5,3800.0,10.0
1769,Pannipitiya,15000000,2,1,1300.0,18.0
1770,Piliyandala,21000000,4,3,2100.0,7.0
1771,Dehiwala,37000000,4,5,3500.0,10.0
1772,Homagama,8700000,3,2,1260.0,10.0
1773,Piliyandala,24000000,4,4,3800.0,8.5
1774,Nugegoda,70000000,6,5,3450.0,20.0
1775,Talawatugoda,33500000,5,4,3800.0,7.8
1776,Malabe,11400000,3,3,1300.0,6.5
1777,Rajagiriya,8000000,2,1,1000.0,2.0
1778,Maharagama,30500000,6,3,3400.0,16.1
1779,Colombo 5,95000000,4,3,3000.0,19.0
1780,Malabe,23000000,4,4,3000.0,7.25
1781,Malabe,50000000,10,6,3800.0,20.0
1782,Moratuwa,8000000,5,2,3000.0,16.5
1783,Moratuwa,36500000,6,2,3900.0,10.25
1784,Kesbewa,25500000,4,3,3000.0,10.0
1785,Kesbewa,80000000,5,4,3250.0,25.0
1786,Colombo 5,65000000,7,5,2800.0,6.9
1787,Kesbewa,7500000,3,2,1100.0,7.0
1788,Homagama,8000000,3,1,1800.0,14.0
1789,Kesbewa,25000000,4,4,2090.0,8.5
1790,Malabe,16000000,3,3,1600.0,10.0
1791,Malabe,11800000,3,3,1500.0,8.0
1792,Malabe,22500000,4,4,2800.0,8.0
1793,Malabe,19800000,4,4,2400.0,8.0
1794,Kottawa,22500000,4,4,3200.0,8.5
1795,Piliyandala,24500000,5,5,3600.0,10.0
1796,Dehiwala,37000000,5,5,3800.0,10.2
1797,Maharagama,35000000,6,4,4000.0,10.0
1798,Dehiwala,25000000,3,3,1000.0,6.45
1799,Piliyandala,50000000,5,4,3250.0,25.0
1800,Kotte,90000000,5,6,6300.0,18.0
1801,Kottawa,10000000,2,1,700.0,7.5
1802,Kottawa,6500000,2,2,1000.0,5.6
1803,Malabe,36500000,4,4,2800.0,10.0
1804,Maharagama,55000000,5,4,4100.0,11.5
1805,Malabe,28800000,4,5,3500.0,6.5
1806,Malabe,33000000,4,4,3000.0,10.0
1807,Malabe,68000000,6,6,5300.0,21.0
1808,Maharagama,45500000,5,4,4600.0,10.0
1809,Battaramulla,33000000,6,3,3900.0,10.0
1810,Nugegoda,44000000,4,3,3000.0,7.5
1811,Nugegoda,19000000,4,2,1200.0,4.0
1812,Talawatugoda,100000000,4,4,6900.0,35.0
1813,Angoda,8500000,4,3,1800.0,7.8
1814,Pannipitiya,30000000,4,4,2680.0,8.0
1815,Kaduwela,6500000,2,1,900.0,7.0
1816,Kottawa,29500000,4,4,3510.0,9.0
1817,Angoda,39000000,6,3,4000.0,7.1
1818,Talawatugoda,57500000,5,5,3800.0,20.0
1819,Homagama,6200000,4,1,1350.0,10.0
1820,Colombo 12,30000000,4,3,750.0,2.8
1821,Homagama,8500000,3,1,2383.0,10.5
1822,Kotte,23500000,4,2,1950.0,6.0
1823,Nugegoda,23500000,4,2,1950.0,6.0
1824,Maharagama,65000000,5,5,5000.0,14.0
1825,Battaramulla,47500000,5,4,4000.0,15.0
1826,Homagama,9500000,4,2,2000.0,7.5
1827,Malabe,32500000,4,4,2900.0,8.0
1828,Nugegoda,46000000,5,4,4000.0,10.0
1829,Boralesgamuwa,23000000,5,2,2500.0,8.6
1830,Athurugiriya,11400000,3,2,1500.0,9.3
1831,Dehiwala,6500000,2,1,700.0,2.5
1832,Talawatugoda,47500000,5,4,4400.0,10.2
1833,Kottawa,18000000,3,4,2350.0,8.9
1834,Athurugiriya,19800000,4,4,2400.0,8.0
1835,Athurugiriya,31000000,4,5,4000.0,10.0
1836,Nugegoda,40000000,5,3,3500.0,11.0
1837,Kottawa,17000000,4,3,2100.0,6.2
1838,Nugegoda,28500000,4,2,2000.0,10.0
1839,Talawatugoda,34000000,4,4,3300.0,8.0
1840,Athurugiriya,14000000,3,3,1800.0,10.0
1841,Kesbewa,13000000,3,3,1850.0,6.1
1842,Malabe,16500000,3,4,2200.0,7.1
1843,Kottawa,22500000,4,3,2500.0,9.0
1844,Piliyandala,10000000,3,1,1100.0,12.0
1845,Kottawa,20000000,4,4,2500.0,8.0
1846,Kaduwela,45000000,3,2,1500.0,42.0
1847,Athurugiriya,8300000,2,1,1600.0,12.2
1848,Talawatugoda,34000000,4,4,3300.0,8.0
1849,Athurugiriya,28000000,5,4,2500.0,16.0
1850,Malabe,85000000,3,2,1800.0,10.0
1851,Talawatugoda,33000000,4,4,3200.0,10.0
1852,Athurugiriya,11800000,3,3,1400.0,9.0
1853,Dehiwala,18000000,3,1,2000.0,7.0
1854,Talawatugoda,21500000,4,3,2200.0,6.5
1855,Talawatugoda,32000000,4,4,3000.0,9.2
1856,Malabe,33000000,6,6,3800.0,12.0
1857,Malabe,18500000,3,3,2400.0,10.0
1858,Piliyandala,18000000,5,3,3000.0,10.0
1859,Athurugiriya,7000000,2,1,1400.0,6.0
1860,Wellampitiya,8300000,5,1,800.0,2.6
1861,Dehiwala,50000000,8,6,3000.0,12.0
1862,Talawatugoda,35800000,4,4,3500.0,10.5
1863,Kesbewa,13000000,4,2,2000.0,11.5
1864,Malabe,33000000,6,6,3900.0,12.0
1865,Pannipitiya,25000000,4,4,2700.0,7.0
1866,Talawatugoda,34000000,4,4,3300.0,8.0
1867,Rajagiriya,43000000,4,4,3000.0,6.25
1868,Piliyandala,9000000,2,1,1250.0,6.0
1869,Maharagama,16200000,2,1,1500.0,10.5
1870,Homagama,12500000,3,2,1300.0,6.5
1871,Piliyandala,14000000,3,3,1850.0,12.0
1872,Homagama,21000000,5,3,3000.0,12.0
1873,Dehiwala,96660000,6,3,2500.0,17.9
1874,Avissawella,10500000,7,4,2500.0,10.0
1875,Battaramulla,45000000,4,3,3300.0,7.0
1876,Kohuwala,33000000,4,4,2900.0,8.0
1877,Battaramulla,13500000,3,1,1500.0,7.0
1878,Malabe,19800000,4,4,2400.0,8.0
1879,Piliyandala,7950000,3,1,1400.0,7.0
1880,Battaramulla,27500000,2,1,1200.0,8.5
1881,Kottawa,8900000,3,2,1380.0,6.0
1882,Kottawa,26000000,4,2,2700.0,13.0
1883,Kesbewa,7900000,3,1,1300.0,9.5
1884,Malabe,7800000,2,2,1000.0,6.0
1885,Athurugiriya,7000000,3,2,2450.0,10.0
1886,Piliyandala,8000000,2,1,1100.0,6.0
1887,Talawatugoda,19000000,4,2,2300.0,8.8
1888,Kaduwela,7000000,2,1,1300.0,8.0
1889,Colombo 13,6800000,2,1,1000.0,28.3
1890,Athurugiriya,20000000,4,3,3300.0,7.5
1891,Nugegoda,57000000,4,5,4500.0,10.0
1892,Boralesgamuwa,23000000,5,2,2500.0,8.6
1893,Talawatugoda,32500000,4,4,3200.0,10.0
1894,Malabe,22000000,4,4,2450.0,7.0
1895,Kottawa,26000000,4,4,2900.0,10.0
1896,Battaramulla,18000000,3,3,1800.0,10.5
1897,Kaduwela,9000000,2,1,2000.0,9.0
1898,Homagama,6500000,3,2,1048.0,10.5
1899,Homagama,4400000,2,1,800.0,8.6
1900,Malabe,19000000,3,3,2400.0,10.0
1901,Pannipitiya,26000000,6,4,2800.0,10.0
1902,Talawatugoda,23200000,5,3,3000.0,14.5
1903,Ratmalana,8800000,5,2,1900.0,5.3
1904,Pannipitiya,29500000,8,4,1139.0,25.0
1905,Battaramulla,45000000,4,5,3300.0,7.0
1906,Colombo 8,2950000,1,1,920.0,3.5
1907,Athurugiriya,7500000,3,2,1200.0,7.0
1908,Kesbewa,7000000,3,1,1800.0,20.0
1909,Kohuwala,33000000,4,4,2900.0,8.0
1910,Homagama,8990000,3,1,1800.0,27.8
1911,Talawatugoda,60000000,6,5,6500.0,23.0
1912,Pannipitiya,29000000,3,2,1600.0,17.0
1913,Rajagiriya,41000000,4,4,3600.0,30.0
1914,Talawatugoda,45000000,4,4,3700.0,15.0
1915,Malabe,22000000,4,4,2450.0,7.0
1916,Maharagama,19500000,6,5,2700.0,10.0
1917,Nugegoda,104000000,4,4,3500.0,40.0
1918,Homagama,8400000,3,2,1300.0,7.4
1919,Boralesgamuwa,13500000,3,2,1800.0,11.0
1920,Homagama,38250000,3,2,2600.0,34.0
1921,Malabe,18000000,4,4,2200.0,7.0
1922,Colombo 8,89000000,4,3,2500.0,10.8
1923,Nugegoda,45000000,4,5,3500.0,7.0
1924,Athurugiriya,9500000,3,1,1800.0,16.5
1925,Dehiwala,14500000,2,1,1340.0,6.0
1926,Kottawa,6250000,3,2,1000.0,5.5
1927,Malabe,23500000,3,2,2500.0,10.5
1928,Kottawa,15000000,3,2,2600.0,10.3
1929,Pannipitiya,29000000,4,3,3600.0,10.0
1930,Battaramulla,82000000,4,4,4500.0,8.0
1931,Battaramulla,164000000,8,8,9000.0,16.0
1932,Nawala,70000000,4,4,4000.0,10.0
1933,Pannipitiya,16000000,4,2,1700.0,10.0
1934,Pannipitiya,23000000,3,2,1800.0,26.0
1935,Homagama,6800000,3,2,1200.0,10.0
1936,Nugegoda,26000000,3,2,2500.0,6.4
1937,Malabe,18000000,4,4,2200.0,7.0
1938,Talawatugoda,33500000,5,4,4200.0,7.0
1939,Kotte,85000000,5,4,4400.0,24.25
1940,Piliyandala,12500000,4,3,1800.0,6.1
1941,Angoda,17500000,4,2,1795.0,15.37
1942,Talawatugoda,29500000,3,2,2700.0,15.0
1943,Kottawa,12000000,4,3,1400.8,8.5
1944,Piliyandala,28800000,5,4,3600.0,8.2
1945,Athurugiriya,18000000,4,4,2200.0,8.0
1946,Kottawa,28000000,4,4,3600.0,10.0
1947,Battaramulla,30000000,5,4,3500.0,16.0
1948,Homagama,3600000,3,2,700.0,10.0
1949,Piliyandala,20000000,3,1,1750.0,20.0
1950,Battaramulla,19000000,5,2,1652.0,4.66
1951,Homagama,5500000,3,1,1000.0,12.0
1952,Talawatugoda,22500000,4,3,2500.0,8.8
1953,Kesbewa,25500000,4,3,3000.0,10.0
1954,Kottawa,12900000,4,2,1615.0,7.5
1955,Kottawa,9300000,2,2,1150.0,7.5
1956,Pannipitiya,65000000,4,4,3600.0,10.0
1957,Piliyandala,13000000,4,4,2400.0,10.0
1958,Homagama,11500000,3,2,1400.0,6.5
1959,Nawala,75000000,4,4,3000.0,10.0
1960,Athurugiriya,18000000,4,4,2200.0,8.0
1961,Malabe,20000000,4,3,2500.0,10.8
1962,Kottawa,29500000,4,4,3510.0,9.0
1963,Battaramulla,45000000,5,5,3280.0,7.5
1964,Malabe,21000000,4,4,2650.0,10.5
1965,Talawatugoda,29000000,3,3,2800.0,11.0
1966,Athurugiriya,12500000,3,3,1290.08,7.5
1967,Rajagiriya,20000000,4,2,2500.0,8.0
1968,Battaramulla,175000000,4,4,4000.0,21.0
1969,Nugegoda,13800000,2,1,1500.0,6.0
1970,Malabe,40000000,6,3,1800.0,8.0
1971,Kohuwala,45550000,4,2,1998.0,14.2
1972,Moratuwa,15000000,5,2,2000.0,8.26
1973,Battaramulla,26000000,5,2,2000.0,13.5
1974,Boralesgamuwa,18000000,4,5,2600.0,8.0
1975,Talawatugoda,33500000,6,4,4300.0,12.0
1976,Homagama,5000000,3,1,1300.0,7.5
1977,Homagama,9500000,3,1,2500.0,11.5
1978,Malabe,14500000,5,3,1950.0,6.6
