,0,1,2,3,4,5,6,7,8
0,title,posted date,location,price,description,Address:,Property type:,Beds:,Baths:
1,3br Luxury New Apartment in Col-6,20 Jul  5:31 pm,"Colombo 6, Colombo","7,500","Brand new apartment 3bed room hot water, lift one car park Luxury apartment fully sea view Near arpico super market","11, 40th lane colombo-6",Apartment,3,2
2,"['3br Luxury New Apartment in Col-6', '20 Jul  5:31 pm', 'Colombo 6, Colombo', '7,500', 'Brand new apartment 3bed room hot water, lift one car park Luxury apartment fully sea view Near arpico super market', '11, 40th lane colombo-6', 'Apartment', '3', '2']","['title', 'posted date', 'location', 'price', 'description', 'Address:', 'Property type:', 'Beds:', 'Baths:']",,,,,,,
3,Holiday rooms for rent / Colombo 06, 8 Jul  7:04 am,"Colombo 6, Colombo","1,500","The Regent Hotel is reputed hotel in Colombo. We have single,double family rooms for long & short periods.",Seasonal room,10+,10+,
4,Studio Apartment - Wellawatte (AC), 7 Jun  6:21 pm,"Colombo 6, Colombo","3,750","Apartment for 04 persons, Single Bed room with two King size double beds, Air conditioned, Wash room, washing machine, 04 Burner Gas Cooker, Refrigerator, Micro wave ,fully equipped kitchen and linen",Apartment,2,1,
5,3 Bedroom Apartment Wellawathe,21 Jul  8:03 am,"Colombo 6, Colombo","7,100",Fully furnished apartment Fully air condition Parking Fifi All kitchen equipment 24 hours security Close to savoy cinema,Apartment,3,2,
6,Two Bedroom Apartment Wellawathe,21 Jul  8:03 am,"Colombo 6, Colombo","5,999",Fully furnished apartment Fully air condition Parking Fifi Close to Galle Rd,Apartment,2,2,
7,3 Bedroom Apartment Wellawathe col 06,21 Jul  8:02 am,"Colombo 6, Colombo","6,880",Fully furnished apartment Fully air condition Parking Fifi All kitchen equipment 24 hours security Rohini Rd,Apartment,3,2,
8,Two Bedroom Apartment Wellawathe Col 06,18 Jul  7:10 pm,"Colombo 6, Colombo","5,980",Fully furnished apartment Fully air condition Parking Fifi All kitchen equipment 24 hours security Close to galle Rd,Apartment,2,2,
9,Two Bedroom Apartment In Wellawathe,16 Jul  7:01 pm,"Colombo 6, Colombo","5,980",Fully furnished apartment Fully air condition Parking Fifi 24 hours security Close to wellawatha mosque,Apartment,2,2,
10,3 BHK Apartment wellawathe,16 Jul  7:03 pm,"Colombo 6, Colombo","6,900",Fully furnished apartment Fully air condition Parking Fifi All kitchen equipment 24 hours security Close to wellawatha mosque,Apartment,3,2,
11,2 Bed Room Attach Bath in Col 6,20 Jul 10:20 pm,"Colombo 6, Colombo","6,000",FULLY FURNISHED APARTMENT WITH AIR CONDITION. 24 HOUR  SECURITY WITH PARKING. KITCHEN FACILITIES. FREE WATER GAS INTER NATIONAL TV CHANNELS. PER DAY 6000/- ELE PER UNIT 50/-   NOW AVAILABLE WORRY TO NOW CALL   PARTY AND WEDDING INVITE  GOOD PLACE,NO 46 COLLING WOOD PLACE COL 06,Apartment,2,2
12,2 Bed Room Attach Bath in Col 6,20 Jul 10:25 pm,"Colombo 6, Colombo","6,000",FULLY FURNISHED APARTMENT WITH AIR CONDITION.  24 HOUR SECURITY WITH PARKING. KITCHEN FACILITIES. FREE WATER GAS INTER NATIONAL TV CHANNELS. PER DAY  6000/- ELE PER UNIT 50/-  NOW AVAILABLE WORRY TO NOW CALL   PARTY AND WEDDING INVITE GOOD PLACE .   DAY  WEEK MONTH,NO 46 COLLING WOOD PLACE COL 06,Apartment,2,2
13,3 Bed Room Attach Bath in Col 6,20 Jul 10:42 pm,"Colombo 6, Colombo","6,500",GRAND NEW APARTMENT. FULLY FURNISHED WITH AIR CONDITION. 24 HOUR  SECURITY  WITH PARKING. FREE WATER AND GAS INTER NATIONAL TV CHANNELS.  KITCHEN FACILITIES.  PER DAY 6500/- ELE PER UNIT 50/-  NOW AVAILABLE WORRY TO NOW CALL. PARTY AND WEDDING INVITE GOOD PLACE.  NOW CALL.,N0 46 COLLING WOOD PLACE COL 06,Apartment,3,3
14,2 Bed Room in Attach Bathroom Colombo 06,20 Jul 10:14 pm,"Colombo 6, Colombo","6,000",FULLY FURNISHED APARTMENT WITH AIR CONDITION. 24 HOUR SECURITY  WITH PARKING. KITCHEN FACILITIES. FREE WATER GAS INTER NATIONAL TV CHANNELS. PER DAY 6000/- ELE PER UNIT 50/-  NOW AVAILABLE WORRY TO NOW CALL. Party and wedding invite good place,NO 46  COLLING WOOD PLACE  COL 06,Apartment,2,2
15,3br Luxury Apt in Colombo-6,20 Jul  5:41 pm,"Colombo 6, Colombo","7,500","COLOMBO APARTMENTS offers Fully Furnished 3Room Apartments for short and extended/long stay. All the Apartments are a Fully Furnished including a Fully Equipped Kitchen.1------------------------------------------------------------------------------------ ■ 3Rooms-1 Attached and 1 Common Bathroom. ■ Living and Dining Area. Fully Air conditioned.■  Wi-Fi, Gas, Water and International TV Channels.■ 24 Hours Security and Parking.■ Parties, wedding inculding.  PER DAY 7500/- ELE PERUNIT 50/- NOW CALL","11 , 40th lane colombo-6",Apartment,3,2
16,3br Luxury New Apartment in Col-6,20 Jul  5:31 pm,"Colombo 6, Colombo","7,500","Brand new apartment 3bed room hot water, lift one car park Luxury apartment fully sea view Near arpico super market","11, 40th lane colombo-6",Apartment,3,2
