,Unnamed: 0.1,Location,Price,Beds,Baths,House Size,Land Size,h_l_ratio,Bed Size,beds_bath_ratio
330,934,34,12500000,3,2,1700.0,10.0,0.6244260789715336,566.6666666666666,1.5
331,935,1,40230000,3,2,2600.0,27.0,0.3537054042104547,866.6666666666665,1.5
332,936,22,8700000,2,2,1220.0,6.0,0.7468625650443833,610.0,1.0
333,937,34,26000000,3,2,2750.0,35.0,0.2886002886002886,916.6666666666665,1.5
334,939,35,13000000,3,2,1600.0,11.5,0.5110392462171118,533.3333333333334,1.5
335,940,1,11450000,3,3,1340.0,9.3,0.52924158496006,446.66666666666674,1.0
336,945,25,20000000,4,3,2850.0,10.8,0.9692888480767268,712.5,1.3333333333333333
337,946,35,39500000,5,4,3500.0,13.0,0.9889100798191708,700.0,1.25
338,948,1,8700000,3,2,1340.0,9.5,0.5180996568556377,446.66666666666674,1.5
339,951,20,7800000,2,1,1200.0,15.0,0.2938475665748393,600.0,2.0
340,955,25,13800000,3,3,1750.0,10.0,0.6427915518824611,583.3333333333334,1.0
341,958,38,25000000,4,4,2650.0,10.0,0.9733700642791552,662.5,1.0
342,960,35,10500000,3,2,900.0,4.0,0.8264462809917356,300.0,1.5
343,964,34,10500000,3,1,1300.0,11.0,0.4340929960764672,433.33333333333326,3.0
344,966,25,14200000,3,3,1650.0,10.0,0.6060606060606061,550.0,1.0
345,967,38,22000000,6,3,3500.0,13.8,0.9315819592499434,583.3333333333334,2.0
346,970,35,12800000,3,3,1350.0,7.67,0.6465029577510317,450.0,1.0
347,973,19,2500000,2,1,900.0,10.0,0.3305785123966942,450.0,2.0
348,975,0,22000000,4,2,1500.0,8.5,0.6481931615621455,375.0,2.0
349,976,21,11500000,4,1,1500.0,10.0,0.5509641873278237,375.0,4.0
350,977,21,14000000,3,3,2000.0,8.0,0.9182736455463728,666.6666666666666,1.0
351,978,20,17000000,5,2,2950.0,11.9,0.9105570602896804,590.0,2.5
352,979,27,6800000,4,2,1200.0,6.0,0.7346189164370983,300.0,2.0
353,980,1,18000000,2,2,2500.0,18.2,0.5045459590914136,1250.0,1.0
354,983,0,6000000,3,2,800.0,8.5,0.3457030194998109,266.6666666666667,1.5
355,984,28,42000000,5,4,2500.0,20.0,0.4591368227731864,500.0,1.25
356,986,39,12000000,2,1,5000.0,20.0,0.9182736455463728,2500.0,2.0
357,987,29,18000000,3,2,1800.0,8.0,0.8264462809917356,600.0,1.5
358,988,0,15000000,3,1,2000.0,8.0,0.9182736455463728,666.6666666666666,3.0
359,990,38,15000000,6,3,2000.0,12.0,0.6121824303642486,333.3333333333333,2.0
360,991,10,5000000,2,1,1200.0,10.0,0.44077134986225897,600.0,2.0
361,992,28,19000000,3,4,2400.0,10.0,0.8815426997245179,800.0,0.75
362,997,2,22000000,3,3,2550.0,10.0,0.9366391184573002,850.0,1.0
363,999,27,14800000,3,2,2500.0,14.8,0.6204551659097113,833.3333333333335,1.5
364,1003,31,35000000,3,2,1200.0,6.99,0.6305741771992259,400.0,1.5
365,1007,36,25500000,5,3,3500.0,17.0,0.7562253551558364,700.0,1.6666666666666667
366,1010,20,11450000,3,2,1550.0,7.0,0.8133280860553588,516.6666666666666,1.5
367,1011,26,40000000,4,3,1500.0,9.0,0.6121824303642485,375.0,1.3333333333333333
368,1012,33,5500000,3,1,1400.0,10.5,0.4897459442913989,466.66666666666674,3.0
369,1013,35,19000000,3,3,2900.0,15.0,0.7101316192225283,966.6666666666665,1.0
370,1014,18,19000000,3,3,1200.0,6.0,0.7346189164370983,400.0,1.0
371,1019,34,13000000,3,2,1200.0,7.5,0.5876951331496786,400.0,1.5
372,1028,29,13500000,3,3,1500.0,11.0,0.5008765339343851,500.0,1.0
373,1030,34,26000000,4,3,2100.0,10.0,0.7713498622589532,525.0,1.3333333333333333
374,1032,38,19500000,3,2,1900.0,16.0,0.4361799816345271,633.3333333333334,1.5
375,1035,35,12500000,3,1,1500.0,14.1,0.39075474278569056,500.0,3.0
376,1038,3,25500000,5,2,2500.0,13.5,0.6802027004047205,500.0,2.5
377,1044,32,20400000,4,3,2600.0,11.0,0.8681859921529343,650.0,1.3333333333333333
378,1045,29,3600000,2,1,1633.0,6.0,0.999693908784818,816.5,2.0
379,1047,20,6500000,3,2,1000.0,12.0,0.3060912151821243,333.3333333333333,1.5
380,1048,27,18000000,3,1,1000.0,10.0,0.3673094582185491,333.3333333333333,3.0
381,1051,29,24500000,3,2,2500.0,19.6,0.4685069620134554,833.3333333333335,1.5
382,1054,37,12000000,4,2,1800.0,10.0,0.6611570247933884,450.0,2.0
383,1055,4,35000000,3,2,2000.0,15.0,0.4897459442913989,666.6666666666666,1.5
384,1056,35,12000000,2,1,1500.0,10.0,0.5509641873278237,750.0,2.0
385,1059,9,25600000,3,1,1536.0,6.4,0.8815426997245179,512.0,3.0
386,1063,32,40000000,3,3,1200.0,8.0,0.5509641873278237,400.0,1.0
387,1068,8,9000000,4,2,812.0,3.5,0.8521579430670341,203.0,2.0
388,1069,19,15000000,4,2,2000.0,40.0,0.18365472910927452,500.0,2.0
389,1070,33,15000000,5,3,2600.0,20.0,0.4775022956841138,520.0,1.6666666666666667
390,1071,35,17000000,3,1,2875.0,18.0,0.5866748290990715,958.3333333333335,3.0
391,1078,25,10500000,3,1,1200.0,8.5,0.5185545292497165,400.0,3.0
392,1083,21,5700000,3,1,1600.0,20.0,0.2938475665748393,533.3333333333334,3.0
393,1084,18,28000000,4,2,1200.0,12.0,0.3673094582185492,300.0,2.0
394,1086,27,37500000,4,3,2800.0,20.0,0.5142332415059687,700.0,1.3333333333333333
395,1088,20,5800000,2,1,1000.0,10.0,0.3673094582185491,500.0,2.0
396,1094,35,20500000,4,3,2580.0,10.0,0.9476584022038568,645.0,1.3333333333333333
397,1095,20,17000000,3,1,1328.0,20.0,0.2438934802571166,442.66666666666674,3.0
398,1097,20,3800000,2,1,2000.0,9.5,0.7732830699337876,1000.0,2.0
399,1102,4,28500000,5,4,1300.0,10.0,0.4775022956841138,260.0,1.25
400,1104,0,9900000,5,3,1600.0,14.0,0.4197822379640561,320.0,1.6666666666666667
401,1106,0,28500000,6,3,4200.0,20.0,0.7713498622589532,700.0,2.0
402,1108,36,32500000,4,2,1900.0,25.0,0.27915518824609736,475.0,2.0
403,1110,28,18000000,3,3,1850.0,7.13,0.9530469813524768,616.6666666666666,1.0
404,1112,35,11000000,2,1,2700.0,10.0,0.9917355371900828,1350.0,2.0
405,1116,0,7000000,2,1,850.0,4.5,0.693806754412815,425.0,2.0
406,1123,21,7500000,4,1,2000.0,10.2,0.7202146239579396,500.0,4.0
407,1126,25,8750000,3,2,1000.0,12.0,0.3060912151821243,333.3333333333333,1.5
408,1130,1,7000000,2,1,1028.0,9.6,0.3933272115090297,514.0,2.0
409,1134,1,7500000,3,2,1350.0,7.0,0.7083825265643447,450.0,1.5
410,1135,24,28000000,4,3,1800.0,6.8,0.9722897423432184,450.0,1.3333333333333333
411,1137,29,16000000,5,5,1200.0,12.6,0.34981853163671345,240.0,1.0
412,1139,20,1550000,2,1,1200.0,10.0,0.44077134986225897,600.0,2.0
413,1140,1,17000000,4,3,2000.0,13.0,0.5650914741823833,500.0,1.3333333333333333
414,1143,18,19500000,4,2,1800.0,7.4,0.8934554389099844,450.0,2.0
415,1144,38,41000000,4,4,3500.0,17.5,0.7346189164370982,875.0,1.0
416,1147,18,40000000,4,3,2200.0,13.5,0.5985783763561542,550.0,1.3333333333333333
417,1151,29,5700000,2,1,580.0,3.0,0.7101316192225283,290.0,2.0
418,1152,26,27000000,4,3,2580.0,14.5,0.6535575187612805,645.0,1.3333333333333333
419,1156,22,7000000,3,1,1800.0,20.0,0.3305785123966942,600.0,3.0
420,1160,34,9000000,3,2,1100.0,12.0,0.3367003367003367,366.66666666666674,1.5
421,1163,27,20000000,4,3,2000.0,7.5,0.9794918885827976,500.0,1.3333333333333333
422,1164,34,7000000,3,3,1100.0,6.65,0.6075795549479761,366.66666666666674,1.0
423,1167,28,15000000,2,2,1880.0,13.0,0.5311859857314403,940.0,1.0
424,1169,32,27000000,3,2,2200.0,25.0,0.3232323232323233,733.3333333333335,1.5
425,1170,20,5500000,3,2,1200.0,10.0,0.44077134986225897,400.0,1.5
426,1172,31,27000000,6,3,1400.0,6.0,0.8570554025099479,233.33333333333331,2.0
427,1173,35,14000000,7,2,2000.0,17.5,0.4197822379640561,285.7142857142857,3.5
428,1187,21,4500000,5,5,1400.0,10.0,0.5142332415059687,280.0,1.0
429,1188,31,5225000,5,4,4000.0,22.0,0.6678353785791802,800.0,1.25
430,1189,31,14000000,4,2,1250.0,5.5,0.8347942232239752,312.5,2.0
431,1191,20,8800000,3,2,1175.0,6.75,0.6393905383804374,391.66666666666674,1.5
432,1192,28,42000000,4,4,2700.0,20.0,0.4958677685950413,675.0,1.0
433,1194,25,15000000,3,2,1800.0,10.0,0.6611570247933884,600.0,1.5
434,1197,4,22500000,4,3,2745.0,10.7,0.9423032362709508,686.25,1.3333333333333333
435,1198,34,9800000,1,1,1200.0,7.2,0.6121824303642486,1200.0,1.0
436,1199,21,11000000,2,2,1750.0,15.0,0.428527701254974,875.0,1.0
437,1203,20,14500000,4,2,1800.0,9.0,0.7346189164370983,450.0,2.0
438,1204,1,10500000,3,2,850.0,12.6,0.24778812657600535,283.3333333333333,1.5
439,1205,35,12600000,3,2,900.0,9.2,0.3593244699964068,300.0,1.5
440,1206,20,16000000,4,3,1500.0,10.0,0.5509641873278237,375.0,1.3333333333333333
441,1211,37,2400000,2,1,552.0,3.5,0.5792994883903975,276.0,2.0
442,1214,39,17500000,5,2,2451.0,12.0,0.7502295684113865,490.2,2.5
443,1216,2,5000000,3,1,1200.0,15.0,0.2938475665748393,400.0,3.0
444,1218,34,10000000,3,2,1500.0,10.5,0.5247277974550701,500.0,1.5
445,1219,1,15000000,6,3,3600.0,15.0,0.8815426997245179,600.0,2.0
446,1220,20,9000000,3,2,1580.0,7.0,0.8290699199790109,526.6666666666666,1.5
447,1222,22,9300000,2,1,1300.0,8.0,0.5968778696051423,650.0,2.0
448,1227,37,12000000,2,1,1000.0,8.0,0.4591368227731864,500.0,2.0
449,1228,0,8300000,3,1,1500.0,10.0,0.5509641873278237,500.0,3.0
450,1229,25,18500000,4,3,2380.0,13.0,0.6724588542770361,595.0,1.3333333333333333
451,1234,1,6500000,3,1,1500.0,11.0,0.5008765339343851,500.0,3.0
452,1239,1,9200000,3,3,1800.0,7.0,0.9445100354191264,600.0,1.0
453,1241,27,35000000,4,2,3400.0,15.0,0.8325681052953781,850.0,2.0
454,1245,35,9000000,3,1,1000.0,10.0,0.3673094582185491,333.3333333333333,3.0
455,1246,35,18500000,4,3,2000.0,9.0,0.8162432404856648,500.0,1.3333333333333333
456,1247,4,18500000,3,3,2150.0,8.0,0.9871441689623508,716.6666666666665,1.0
457,1248,38,14500000,4,2,1554.0,10.0,0.5707988980716253,388.5,2.0
458,1249,32,18000000,3,1,1400.0,12.0,0.428527701254974,466.66666666666674,3.0
459,1250,27,40000000,4,3,2816.0,22.88,0.4520731793459066,704.0,1.3333333333333333
460,1267,21,2200000,2,1,1200.0,9.0,0.4897459442913989,600.0,2.0
461,1272,3,38000000,3,3,5000.0,21.8,0.8424528858223603,1666.666666666667,1.0
462,1273,4,19800000,4,2,1360.0,16.0,0.31221303948576673,340.0,2.0
463,1280,35,9500000,3,1,1600.0,13.0,0.4520731793459066,533.3333333333334,3.0
464,1284,22,12000000,3,2,1200.0,6.5,0.67810976901886,400.0,1.5
465,1285,35,11000000,3,2,2000.0,11.5,0.6387990577713898,666.6666666666666,1.5
466,1288,35,21000000,4,3,2525.0,12.5,0.7419651056014692,631.25,1.3333333333333333
467,1289,3,21000000,3,3,1500.0,6.5,0.8476372112735748,500.0,1.0
468,1299,5,9800000,2,2,650.0,3.0,0.7958371594735231,325.0,1.0
469,1302,35,9800000,3,3,1600.0,10.0,0.5876951331496786,533.3333333333334,1.0
470,1304,35,15000000,3,1,1500.0,12.0,0.4591368227731864,500.0,3.0
471,1305,20,4500000,4,2,1100.0,12.0,0.3367003367003367,275.0,2.0
472,1308,14,26500000,3,3,1500.0,25.0,0.22038567493112945,500.0,1.0
473,1309,18,25000000,3,2,1200.0,8.0,0.5509641873278237,400.0,1.5
474,1310,21,7800000,3,1,1200.0,7.0,0.6296733569460843,400.0,3.0
475,1313,25,18500000,4,3,2750.0,17.0,0.5941770647653001,687.5,1.3333333333333333
476,1324,35,9200000,2,1,1000.0,6.0,0.6121824303642486,500.0,2.0
477,1328,35,23000000,5,3,2650.0,11.9,0.8179580372093741,530.0,1.6666666666666667
478,1331,20,4500000,2,1,1100.0,6.5,0.6216006216006217,550.0,2.0
479,1333,4,14500000,2,1,1600.0,8.0,0.7346189164370982,800.0,2.0
480,1334,27,16500000,4,2,1650.0,12.5,0.4848484848484849,412.5,2.0
481,1335,4,28500000,4,2,2500.0,16.5,0.5565294821493169,625.0,2.0
482,1341,30,37500000,5,5,2200.0,8.5,0.9506833036244802,440.0,1.0
483,1345,29,4500000,2,1,950.0,7.5,0.4652586470768289,475.0,2.0
484,1348,27,19500000,3,4,1300.0,8.0,0.5968778696051423,433.33333333333326,0.75
485,1351,28,4700000,3,1,1300.0,5.0,0.9550045913682276,433.33333333333326,3.0
486,1352,4,30000000,4,2,2400.0,18.0,0.4897459442913989,600.0,2.0
487,1354,35,4400000,2,1,1100.0,10.0,0.4040404040404041,550.0,2.0
488,1355,21,4000000,3,1,1200.0,10.0,0.44077134986225897,400.0,3.0
489,1357,1,22000000,7,2,3300.0,17.0,0.7130124777183601,471.4285714285714,3.5
490,1359,4,11500000,2,1,1100.0,5.0,0.8080808080808082,550.0,2.0
491,1361,1,6500000,4,2,840.0,8.0,0.3856749311294766,210.0,2.0
492,1362,12,5900000,2,2,1080.0,4.0,0.9917355371900828,540.0,1.0
493,1363,29,6000000,2,1,1500.0,8.0,0.6887052341597796,750.0,2.0
494,1375,32,23000000,2,2,1500.0,7.0,0.7870916961826052,750.0,1.0
495,1382,22,11000000,3,2,1550.0,11.0,0.5175724183988647,516.6666666666666,1.5
496,1384,1,10500000,3,3,1350.0,6.5,0.7628734901462175,450.0,1.0
497,1388,35,9900000,3,3,1400.0,12.0,0.428527701254974,466.66666666666674,1.0
498,1392,29,32500000,3,4,2970.0,13.2,0.8264462809917356,990.0,0.75
499,1394,26,42000000,3,2,2000.0,19.84,0.3702716312686987,666.6666666666666,1.5
500,1396,20,11000000,3,1,900.0,21.0,0.15741833923652107,300.0,3.0
501,1401,1,8000000,2,2,1300.0,10.0,0.4775022956841138,650.0,1.0
502,1402,25,24800000,7,3,2500.0,11.0,0.8347942232239752,357.1428571428572,2.333333333333333
503,1406,25,13500000,3,1,1315.0,12.0,0.4025099479644934,438.33333333333326,3.0
504,1415,37,24500000,3,2,1500.0,19.6,0.2811041772080733,500.0,1.5
505,1417,1,8300000,3,2,1600.0,10.0,0.5876951331496786,533.3333333333334,1.5
506,1419,20,11500000,3,2,1650.0,10.0,0.6060606060606061,550.0,1.5
507,1421,3,6500000,2,1,1000.0,6.0,0.6121824303642486,500.0,2.0
508,1426,21,7000000,4,2,1500.0,6.0,0.9182736455463728,375.0,2.0
509,1427,22,18500000,4,3,2000.0,8.0,0.9182736455463728,500.0,1.3333333333333333
510,1429,16,6500000,3,1,1400.0,12.2,0.4215026569721056,466.66666666666674,3.0
511,1430,35,25000000,3,1,1800.0,16.0,0.4132231404958678,600.0,3.0
512,1432,27,17000000,4,2,3000.0,12.0,0.9182736455463728,750.0,2.0
513,1435,35,12000000,3,1,1575.0,16.5,0.35061357375406965,525.0,3.0
514,1440,35,15000000,3,3,1500.0,6.0,0.9182736455463728,500.0,1.0
515,1445,35,17000000,4,3,2400.0,9.0,0.9794918885827976,600.0,1.3333333333333333
516,1446,22,11500000,3,3,1400.0,7.5,0.6856443220079583,466.66666666666674,1.0
517,1448,28,11400000,3,3,1300.0,6.5,0.7346189164370982,433.33333333333326,1.0
518,1456,38,32500000,3,2,1450.0,10.19,0.5226680219989168,483.33333333333326,1.5
519,1457,31,35000000,3,2,1800.0,7.0,0.9445100354191264,600.0,1.5
520,1462,20,4000000,2,2,1200.0,8.0,0.5509641873278237,600.0,1.0
521,1463,20,4900000,2,2,1000.0,9.5,0.3866415349668938,500.0,1.0
522,1465,2,12500000,5,2,1890.0,11.0,0.6311044327573253,378.0,2.5
523,1467,20,8400000,3,2,2200.0,9.0,0.8978675645342312,733.3333333333335,1.5
524,1468,20,3700000,3,1,1600.0,10.0,0.5876951331496786,533.3333333333334,3.0
525,1471,20,12000000,3,2,1300.0,6.5,0.7346189164370982,433.33333333333326,1.5
526,1481,32,29000000,5,2,2300.0,14.5,0.5826287957949399,460.0,2.5
527,1484,35,9950000,5,2,2500.0,10.0,0.9182736455463728,500.0,2.5
528,1487,35,10000000,3,2,1500.0,8.0,0.6887052341597796,500.0,1.5
529,1490,28,11400000,3,3,1300.0,6.6,0.7234883267941119,433.33333333333326,1.0
530,1491,28,11800000,3,3,1200.0,7.8,0.5650914741823833,400.0,1.0
531,1494,38,18500000,4,3,2500.0,17.0,0.5401609679684546,625.0,1.3333333333333333
532,1498,23,35000000,4,3,2500.0,14.0,0.6559097468188376,625.0,1.3333333333333333
533,1499,28,17000000,5,4,2150.0,10.0,0.7897153351698807,430.0,1.25
534,1500,28,25000000,5,3,2650.0,19.0,0.5123000338311343,530.0,1.6666666666666667
535,1502,27,1500000,4,2,3500.0,20.0,0.6427915518824611,875.0,2.0
536,1503,38,18500000,4,3,4000.0,28.0,0.5247277974550701,1000.0,1.3333333333333333
537,1506,28,20000000,4,3,2500.0,10.8,0.8502533755059006,625.0,1.3333333333333333
538,1513,33,8000000,3,2,1700.0,15.0,0.416284052647689,566.6666666666666,1.5
539,1516,18,35000000,4,1,1800.0,7.0,0.9445100354191264,450.0,4.0
540,1517,27,18000000,5,2,2908.0,13.25,0.8061403052826723,581.6,2.5
541,1519,36,43000000,3,3,3000.0,12.5,0.8815426997245178,1000.0,1.0
542,1522,20,9000000,3,2,1450.0,7.5,0.7101316192225283,483.33333333333326,1.5
543,1523,20,8500000,4,2,3000.0,13.5,0.8162432404856647,750.0,2.0
544,1524,38,43000000,10,8,3500.0,32.0,0.4017447199265381,350.0,1.25
545,1528,1,18500000,5,3,2500.0,20.0,0.4591368227731864,500.0,1.6666666666666667
546,1535,35,13500000,3,2,1500.0,7.0,0.7870916961826052,500.0,1.5
547,1538,25,13000000,3,2,1288.0,8.0,0.591368227731864,429.33333333333326,1.5
548,1540,22,10300000,2,1,1000.0,7.5,0.4897459442913989,500.0,2.0
549,1543,32,31000000,3,2,1500.0,9.0,0.6121824303642485,500.0,1.5
550,1544,25,18500000,4,3,2500.0,17.0,0.5401609679684546,625.0,1.3333333333333333
551,1545,24,11000000,2,1,1800.0,12.15,0.5441621603237765,900.0,2.0
552,1548,18,33500000,8,3,1800.0,9.45,0.699637063273427,225.0,2.6666666666666665
553,1555,25,18500000,6,3,2000.0,10.24,0.7174012855831038,333.3333333333333,2.0
554,1556,29,13000000,4,2,1796.66,15.7,0.4203377141419991,449.165,2.0
555,1565,35,7700000,2,1,1000.0,7.5,0.4897459442913989,500.0,2.0
556,1566,4,32060000,4,3,3000.0,45.8,0.24059571499031598,750.0,1.3333333333333333
557,1568,20,4800000,3,1,800.0,10.0,0.2938475665748393,266.6666666666667,3.0
558,1570,25,9800000,3,2,1250.0,9.5,0.4833019187086172,416.66666666666674,1.5
559,1575,1,22500000,4,3,2800.0,11.0,0.9349695300108524,700.0,1.3333333333333333
560,1576,28,29500000,7,3,3000.0,12.0,0.9182736455463728,428.57142857142856,2.333333333333333
561,1579,23,25500000,4,2,2600.0,16.4,0.5823198727855048,650.0,2.0
562,1581,19,3500000,4,1,2600.0,26.0,0.3673094582185491,650.0,4.0
563,1583,1,11400000,3,3,1400.0,9.0,0.5713702683399653,466.66666666666674,1.0
564,1587,37,8000000,2,2,750.0,3.36,0.8198871835235472,375.0,1.0
565,1589,29,20000000,5,2,2120.0,9.4,0.8284000547056639,424.0,2.5
566,1590,32,30000000,3,2,1500.0,6.0,0.9182736455463728,500.0,1.5
567,1600,9,30000000,3,4,1620.0,6.0,0.9917355371900826,540.0,0.75
568,1603,1,3000000,2,1,900.0,4.0,0.8264462809917356,450.0,2.0
569,1607,2,5700000,3,2,1200.0,20.0,0.22038567493112948,400.0,1.5
570,1608,35,22500000,4,3,2200.0,10.0,0.8080808080808082,550.0,1.3333333333333333
571,1610,28,23000000,3,3,2300.0,10.0,0.8448117539026629,766.6666666666665,1.0
572,1611,20,7400000,3,1,1300.0,12.0,0.3979185797367616,433.33333333333326,3.0
573,1615,25,14000000,4,2,2000.0,11.5,0.6387990577713898,500.0,2.0
574,1616,32,31100000,3,3,1600.0,6.0,0.9794918885827976,533.3333333333334,1.0
575,1617,28,21000000,3,2,1700.0,10.0,0.6244260789715336,566.6666666666666,1.5
576,1619,29,33200000,3,3,2172.0,10.0,0.7977961432506887,724.0,1.0
577,1620,34,17500000,3,1,1480.0,17.0,0.3197752930373251,493.33333333333326,3.0
578,1622,35,8500000,2,2,1128.0,6.0,0.6905417814508724,564.0,1.0
579,1623,22,6000000,2,1,1200.0,43.5,0.10132674709477216,600.0,2.0
580,1633,33,3500000,3,1,2000.0,15.0,0.4897459442913989,666.6666666666666,3.0
581,1636,20,6600000,2,2,1500.0,10.0,0.5509641873278237,750.0,1.0
582,1644,25,25000000,7,5,3850.0,15.25,0.9273058453386324,550.0,1.4
583,1645,33,6000000,1,1,1200.0,20.0,0.22038567493112948,1200.0,1.0
584,1646,35,18500000,4,3,2100.0,9.0,0.8570554025099479,525.0,1.3333333333333333
585,1647,28,19500000,3,3,2150.0,9.5,0.8312793001788217,716.6666666666665,1.0
586,1659,35,36500000,3,2,2500.0,13.0,0.706364342727979,833.3333333333335,1.5
587,1660,0,15000000,3,1,1550.0,17.0,0.33489980014044185,516.6666666666666,3.0
588,1664,33,5200000,3,1,1298.0,13.0,0.3667443667443667,432.66666666666674,3.0
589,1669,20,9000000,3,1,1000.0,10.2,0.3601073119789698,333.3333333333333,3.0
590,1670,33,6000000,3,1,1200.0,12.0,0.3673094582185492,400.0,3.0
591,1673,25,26000000,4,2,2500.0,16.0,0.5739210284664829,625.0,2.0
592,1675,38,26500000,4,3,2000.0,7.8,0.9418191236373056,500.0,1.3333333333333333
593,1677,24,15000000,2,1,1174.5,9.5,0.4541104828186168,587.25,2.0
594,1678,28,12000000,3,2,2000.0,15.0,0.4897459442913989,666.6666666666666,1.5
595,1680,28,21000000,4,4,2650.0,10.0,0.9733700642791552,662.5,1.0
596,1681,30,23975000,4,2,1500.0,7.0,0.7870916961826052,375.0,2.0
597,1683,1,11800000,3,3,1400.0,9.0,0.5713702683399653,466.66666666666674,1.0
598,1684,28,8500000,3,2,1800.0,10.0,0.6611570247933884,600.0,1.5
599,1698,20,6600000,4,2,1450.0,10.5,0.5072368708732345,362.5,2.0
600,1699,18,14500000,2,1,2000.0,7.7,0.9540505408274004,1000.0,2.0
601,1706,4,33000000,4,3,3100.0,15.0,0.7591062136516682,775.0,1.3333333333333333
602,1707,27,29000000,6,3,2650.0,10.0,0.9733700642791552,441.66666666666674,2.0
603,1708,20,15500000,4,2,1850.0,10.0,0.6795224977043158,462.5,2.0
604,1715,21,9000000,4,2,1400.0,7.0,0.7346189164370982,350.0,2.0
605,1718,35,12000000,3,2,1800.0,10.3,0.6419000240712509,600.0,1.5
606,1723,20,9800000,5,3,2000.0,13.0,0.5650914741823833,400.0,1.6666666666666667
607,1725,0,5700000,3,1,1226.0,15.0,0.30021426385062744,408.66666666666674,3.0
608,1726,21,16500000,7,3,2400.0,10.0,0.8815426997245179,342.85714285714283,2.333333333333333
609,1727,20,7800000,2,1,1000.0,6.5,0.5650914741823833,500.0,2.0
610,1729,35,11000000,3,2,1350.0,7.5,0.6611570247933884,450.0,1.5
611,1730,3,40000000,4,3,3200.0,15.0,0.7835935108662381,800.0,1.3333333333333333
612,1733,9,31000000,5,2,1800.0,7.0,0.9445100354191264,360.0,2.5
613,1734,4,14000000,2,1,1500.0,6.3,0.8745463290917836,750.0,2.0
614,1736,25,18500000,3,3,2350.0,9.0,0.959085807570656,783.3333333333335,1.0
615,1737,20,15000000,3,2,2500.0,21.0,0.43727316454589177,833.3333333333335,1.5
616,1738,21,9000000,2,1,1200.0,15.0,0.2938475665748393,600.0,2.0
617,1746,13,7500000,3,1,500.0,11.0,0.16695884464479505,166.66666666666666,3.0
618,1750,29,14000000,3,1,1600.0,10.6,0.5544293708959231,533.3333333333334,3.0
619,1751,4,15000000,4,3,1750.0,12.0,0.5356596265687175,437.5,1.3333333333333333
620,1752,20,37500000,6,4,3500.0,20.0,0.6427915518824611,583.3333333333334,1.5
621,1753,21,11450000,3,3,1360.0,9.0,0.555045403530252,453.33333333333326,1.0
622,1757,1,14000000,3,2,1400.0,22.0,0.23374238250271304,466.66666666666674,1.5
623,1760,29,4800000,2,1,1080.0,4.19,0.9467642359809858,540.0,2.0
624,1769,34,15000000,2,1,1300.0,18.0,0.26527905315784106,650.0,2.0
625,1772,20,8700000,3,2,1260.0,10.0,0.4628099173553719,420.0,1.5
626,1778,27,30500000,6,3,3400.0,16.1,0.7756845701509733,566.6666666666666,2.0
627,1782,29,8000000,5,2,3000.0,16.5,0.6678353785791802,600.0,2.5
628,1787,22,7500000,3,2,1100.0,7.0,0.5772005772005773,366.66666666666674,1.5
629,1788,20,8000000,3,1,1800.0,14.0,0.4722550177095632,600.0,3.0
630,1789,22,25000000,4,4,2090.0,8.5,0.903149138443256,522.5,1.0
631,1798,18,25000000,3,3,1000.0,6.45,0.5694720282458126,333.3333333333333,1.0
632,1813,0,8500000,4,3,1800.0,7.8,0.8476372112735749,450.0,1.3333333333333333
633,1815,21,6500000,2,1,900.0,7.0,0.4722550177095632,450.0,2.0
634,1819,20,6200000,4,1,1350.0,10.0,0.4958677685950413,337.5,4.0
635,1820,6,30000000,4,3,750.0,2.8,0.9838646202282566,187.5,1.3333333333333333
636,1821,20,8500000,3,1,2383.0,10.5,0.8336175608902882,794.3333333333335,3.0
637,1826,20,9500000,4,2,2000.0,7.5,0.9794918885827976,500.0,2.0
638,1830,1,11400000,3,2,1500.0,9.3,0.5924346100299178,500.0,1.5
639,1833,25,18000000,3,4,2350.0,8.9,0.9698620525995396,783.3333333333335,0.75
640,1838,32,28500000,4,2,2000.0,10.0,0.7346189164370982,500.0,2.0
641,1840,1,14000000,3,3,1800.0,10.0,0.6611570247933884,600.0,1.0
642,1844,35,10000000,3,1,1100.0,12.0,0.3367003367003367,366.66666666666674,3.0
643,1847,1,8300000,2,1,1600.0,12.2,0.4817173222538349,800.0,2.0
644,1857,28,18500000,3,3,2400.0,10.0,0.8815426997245179,800.0,1.0
645,1859,1,7000000,2,1,1400.0,6.0,0.8570554025099479,700.0,2.0
646,1863,22,13000000,4,2,2000.0,11.5,0.6387990577713898,500.0,2.0
647,1868,35,9000000,2,1,1250.0,6.0,0.7652280379553106,625.0,2.0
648,1869,27,16200000,2,1,1500.0,10.5,0.5247277974550701,750.0,2.0
649,1870,20,12500000,3,2,1300.0,6.5,0.7346189164370982,433.33333333333326,1.5
650,1871,35,14000000,3,3,1850.0,12.0,0.5662687480869298,616.6666666666666,1.0
651,1872,20,21000000,5,3,3000.0,12.0,0.9182736455463728,600.0,1.6666666666666667
652,1874,2,10500000,7,4,2500.0,10.0,0.9182736455463728,357.1428571428572,1.75
653,1877,3,13500000,3,1,1500.0,7.0,0.7870916961826052,500.0,3.0
654,1879,35,7950000,3,1,1400.0,7.0,0.7346189164370982,466.66666666666674,3.0
655,1880,3,27500000,2,1,1200.0,8.5,0.5185545292497165,600.0,2.0
