,0,1,2,3,4,5,6,7
64,Land for Sale in Homagama, 8 Jul  2:23 am,"Kottawa, Colombo","320,000",129 kottawa moragahahena road closingJust 100m only4km from homagama1km from NSBM & Mahainda Rajapaksha collage14 land plots for sale living or investmentsMore payment facilities includedCall us for more information,Pitipanana. Homagama,Residential,7.8 perches
65,"46P Residential Land For Sale In Kottawa,Rukmalgama",15 Jul  9:36 am,"Kottawa, Colombo","500,000",perched 46Rs 5 lak per perche,"Kottawa,Rukmalgma",Residential,46.0 perches
66,Land for Sale Kottawa, 4 Jul  2:05 pm,"Kottawa, Colombo","750,000",Land for sale kottawa================,"Commercial, Residential",6.7 perches,
67,Lands for Sale in Kottawa, 4 Jul 12:17 pm,"Kottawa, Colombo","711,000","Just 2KM to Kottawa town. Within School Circle. Extent 7 Perches 1 block available.With Pipe-borne Water, Electricity, Tarred Roads, Concrete Drainage SystemBank loan Facilities.Free Transport can be arranged to visit the land.","Pannipitiya,Kottawa",Residential,7.0 perches
68,Lands for Sale in Kottawa, 4 Jul 12:16 pm,"Kottawa, Colombo","711,000","Just 2KM to Kottawa town. Within School Circle. Extent 7  Perches 1 block available.With Pipe-borne Water, Electricity, Tarred Roads, Concrete Drainage SystemBank loan Facilities.Free Transport can be arranged to visit the land.","Pannipitiya,Kottawa",Residential,7.0 perches
69,Land for Sale in Kottawa,20 Jul 11:26 am,"Kottawa, Colombo","1,030,000",25 meters to 255 Kottawa-Mt.Lavinia bus route500m to 138 high level road.500m to Pannipitiya Dharmapala Vidyalaya.Less than 1.5km to Kottawa xpressway and Multi-model transport hub.Wide road access. Flat land.,land for sale in kottawa,"Commercial, Residential",7.0 perches
70,හෝකන්දර හොරහේන පාරේ පර්චස් 20 ඉඩම විකිණීමට ඇත, 4 Jul  9:00 am,"Kottawa, Colombo","550,000","හෝකන්දර හොරහෙන පාරේ ලදුබිම පෙදෙසේ නිසංසල වෙල්යායකට මුහුණලා පිහිටා තිබෙන පර්චස් 20 ඉඩම විකිණීමට ඇත .පිරිසිදු ඔප්පු,අතුරුගිඉරිය  අදිවේගී මාර්ග පිවිසුමට කිලෝමීටර් 2.5.කොට්ටාව හන්දියට කිලෝමේටර් 2.බැංකු නය ගැනීමටද පහසුකම් ඇත .අඩි 20 පාර .1 පර්චසයක්  ලක්ෂ 5.50/- මිල ගණන් අඩු කරනු ලැබේ ....බ්‍රෝකර්වරු අනවශ්‍යයි ...",හෝකන්දර හොරහෙන පාරේ ලදුබිම පෙදෙස,Residential,20.0 perches
71,Land for sale in Kottawa, 3 Jul  5:17 pm,"Kottawa, Colombo","549,000","255 parata 150m ,pirisudu oppu, siyalamu pahasukam eti .idame ek pasak sundar welyayakata muhula etha ,denatamath bank loan ekak etha.sampurana mudalama bank loan ekakin laba gatha heka .food city, school, sathosa 200m, ikmanin wikinimata",Residential,8.0 perches,
72,Land || in Kottawa, 8 Jul  9:25 am,"Kottawa, Colombo","1,200,000",9.5 perchesSituated in residential area20 feet road500m to high level roadClear deeds,Kottawa,Residential,9.5 perches
73,Land for Sale in Kottawa,20 Jul 11:22 am,"Kottawa, Colombo","1,050,000","LAND DETAILSPark properties place to build your dream home and never to be missed investment opportunity in Kottawa, facing 255 bus route. Residential and commercial valued land plots now ready to be yours. Closer to High level Road, Pannipitiya Darmapala Vidyalaya, Multi Transport Hub and Kottawa highway entrance.",land for sale in kottawa,Commercial,7.0 perches
